scaffold	start	end	query	query_start	query_end	strand	color
chr2	65995209	82638989	chr2'	66289392	82978049	+	#FC307A
chr2	82791912	83033786	chr2'	82996301	83219953	+	#FC307A
chr2	83095554	98653286	chr2'	83268397	98848851	+	#FC307A
chr2	98653286	98712847	chr2'	98888921	98957456	-	#FC307A
chr2	98712847	147316431	chr2'	98958216	147758569	+	#FC307A
chr2	147314849	147535833	chr2'	147756861	147964355	-	#FC307A
chr2	147535720	156900642	chr2'	147964355	157339960	+	#FC307A
chr2	156900762	161121472	chr2'	157420248	161614506	+	#FC307A
chr2	161251537	168254076	chr2'	161649699	168653557	+	#FC307A
chr2	168279121	168355388	chr2'	168669969	168747516	-	#FC307A
chr2	168355388	196501377	chr2'	168740389	197033543	+	#FC307A
chr2	196506565	196560638	chr2'	197064903	197122284	-	#FC307A
chr2	196560638	204120051	chr2'	197133967	204662572	+	#FC307A
chr2	204207883	204956369	chr2'	204662764	205412315	+	#FC307A
chr2	205053341	205206651	chr2'	205614388	205735522	+	#FC307A
chr2	205227883	205634128	chr2'	205687617	206046668	+	#FC307A
chr2	205693579	205776726	chr2'	206101690	206189527	+	#FC307A
chr2	205803240	205955533	chr2'	206302891	206453249	+	#FC307A
chr2	206066651	206175401	chr2'	206548716	206656627	+	#FC307A
chr2	206188379	209695442	chr2'	206799613	210293777	+	#FC307A
chr2	209754889	216269190	chr2'	210348834	216797690	+	#FC307A
chr2	216373375	216428896	chr2'	216797690	216853604	+	#FC307A
chr3	8137	41005597	chr3	0	41039582	+	#7FFF00
chr3	41055613	41146114	chr3	41034687	41115678	-	#7FFF00
chr3	41141215	62572210	chr3	41127045	62755670	+	#7FFF00
chr3	62721469	68125520	chr3	62758861	68170901	+	#7FFF00
chr3	68227341	80127749	chr3	68170908	80142275	+	#7FFF00
chr3	80182036	81085808	chr3	80154958	81063702	+	#7FFF00
chr3	81302889	82477947	chr3	81063702	82185426	+	#7FFF00
chr3	82583934	83458125	chr3	82205250	83106751	+	#7FFF00
chr3	83526175	117119295	chr3	83107650	116908652	+	#7FFF00
chr3	117210759	135542462	chr3	116908652	135287407	+	#7FFF00
chr3	135693798	138148857	chr3	135287407	137713752	+	#7FFF00
chr3	138367679	142812866	chr3	137713752	142191265	+	#7FFF00
chr3	142910796	157423784	chr3	142191265	156795114	+	#7FFF00
chr3	157493545	170751848	chr3	156795114	170044572	+	#7FFF00
chr3	170785221	170839316	chr3	170044572	170098585	-	#7FFF00
chr3	170842704	174045815	chr3	170098585	173307555	+	#7FFF00
chr3	174192764	179234305	chr3	173307583	178351851	+	#7FFF00
chr3	179340150	195015583	chr3	178352366	194045661	+	#7FFF00
chr4	0	7729232	chr4'	0	7581848	+	#8F5B6C
chr4	7889661	51035297	chr4'	7581848	50837998	+	#8F5B6C
chr4	51098764	51163653	chr4'	50837998	50902716	+	#8F5B6C
chr4	51217798	63925245	chr4'	50902716	63604469	+	#8F5B6C
chr4	64025590	64128216	chr4'	63747262	63854668	+	#8F5B6C
chr4	64276675	64348354	chr4'	63870773	63932294	-	#8F5B6C
chr4	64349010	64422289	chr4'	63696139	63886053	+	#8F5B6C
chr4	64481055	75575496	chr4'	63960484	75125406	+	#8F5B6C
chr4	75687084	80588760	chr4'	75125406	80053275	+	#8F5B6C
chr4	80652136	80743613	chr4'	80108766	80209111	+	#8F5B6C
chr4	80814760	80907683	chr4'	80206414	80298348	-	#8F5B6C
chr4	80904984	83211110	chr4'	80299355	82654902	+	#8F5B6C
chr4	83433787	87050431	chr4'	82697103	86327278	+	#8F5B6C
chr4	87050778	87112424	chr4'	86326788	86389080	-	#8F5B6C
chr4	87117742	88681155	chr4'	86389081	87931126	+	#8F5B6C
chr4	88590142	88992197	chr4'	87956971	88296949	+	#8F5B6C
chr4	89058118	90770980	chr4'	88317023	90006105	+	#8F5B6C
chr4	90771043	90836526	chr4'	90006105	90061849	-	#8F5B6C
chr4	90874257	99358527	chr4'	90060744	98666541	+	#8F5B6C
chr4	99418575	104278919	chr4'	98712568	103653497	+	#8F5B6C
chr4	104390055	117114873	chr4'	103657828	116484327	+	#8F5B6C
chr4	117291321	120247011	chr4'	116484327	119457638	+	#8F5B6C
chr4	120416533	150526618	chr4'	119457638	149579767	+	#8F5B6C
chr4	150541996	190997902	chr4'	149636058	189971901	+	#8F5B6C
chr5	33525	765381	chr5	73169	754707	+	#88E1FE
chr5	967209	1140726	chr5	835040	1001909	+	#88E1FE
chr5	1205882	1676968	chr5	1057902	1505403	+	#88E1FE
chr5	1793560	2231542	chr5	1549512	2042887	+	#88E1FE
chr5	2241991	2926737	chr5	2134647	2761743	+	#88E1FE
chr5	2885332	3094719	chr5	2830652	3023576	+	#88E1FE
chr5	3099765	3176122	chr5	3134071	3214513	+	#88E1FE
chr5	3267716	3610963	chr5	3286125	3602383	+	#88E1FE
chr5	3610967	3790032	chr5	3909064	4086581	-	#88E1FE
chr5	3747646	4126343	chr5	3602402	3909064	-	#88E1FE
chr5	4126345	4496100	chr5	4086581	4462061	+	#88E1FE
chr5	4668001	5315367	chr5	4462561	5084675	+	#88E1FE
chr5	5377112	5456252	chr5	5126413	5200798	+	#88E1FE
chr5	5459875	6282021	chr5	5259664	6065648	+	#88E1FE
chr5	6306911	6441171	chr5	6046897	6166352	+	#88E1FE
chr5	6523293	7645607	chr5	6225537	7376050	+	#88E1FE
chr5	7720441	45728196	chr5	7393729	45476847	+	#88E1FE
chr5	45730579	45781124	chr5	45476847	45565087	-	#88E1FE
chr5	45782036	46261211	chr5	45565087	46052580	+	#88E1FE
chr5	46261211	73700985	chr5	46213768	73723702	+	#88E1FE
chr5	73702240	73757782	chr5	73723705	73779484	-	#88E1FE
chr5	73768427	76733040	chr5	73779486	76750643	+	#88E1FE
chr5	76833309	76886664	chr5	76828783	76890770	+	#88E1FE
chr5	76887964	77058898	chr5	76976892	77153750	+	#88E1FE
chr5	77144320	154445693	chr5	77154167	154543657	+	#88E1FE
chr6	46373	16584543	chr6	79	16487684	+	#9143FA
chr6	16683024	27223638	chr6	16624236	27193509	+	#9143FA
chr6	27281715	53221923	chr6	27193509	53232287	+	#9143FA
chr6	53229943	82526238	chr6	53293044	82660491	+	#9143FA
chr6	82586253	85963946	chr6	82737373	86089841	+	#9143FA
chr6	86078447	89424621	chr6	86089845	89445330	+	#9143FA
chr6	89591863	118857910	chr6	89529902	118853874	+	#9143FA
chr6	119153395	119386500	chr6	118948074	119181762	+	#9143FA
chr6	119686193	123483116	chr6	119256600	123050093	+	#9143FA
chr6	123582775	147319800	chr6	123050891	146861577	+	#9143FA
chr6	147379926	147793978	chr6	146909664	147310750	+	#9143FA
chr7	252877	361925	chr7	183509	293597	+	#4FA101
chr7	421497	692244	chr7	322727	627942	+	#4FA101
chr7	675312	743211	chr7	803917	921478	+	#4FA101
chr7	762637	863321	chr7	670728	778173	+	#4FA101
chr7	882062	1018261	chr7	1008615	1124453	-	#4FA101
chr7	1061232	12902106	chr7	1171260	12935692	+	#4FA101
chr7	12974089	34204398	chr7	12981075	34157479	+	#4FA101
chr7	34258634	69164611	chr7	34202500	69252071	+	#4FA101
chr7	69169475	69260522	chr7	69252337	69347452	-	#4FA101
chr7	69331313	73708417	chr7	69347452	73722735	+	#4FA101
chr7	73764730	73819415	chr7	73816100	73881333	-	#4FA101
chr7	73820073	92876706	chr7	73978525	93080380	+	#4FA101
chr7	93106798	94750390	chr7	93499035	95308280	+	#4FA101
chr7	94785429	94864780	chr7	95393150	95454587	+	#4FA101
chr7	94809456	94925361	chr7	95322373	95434434	+	#4FA101
chr7	95102348	95675611	chr7	95618623	96196767	+	#4FA101
chr7	95685896	121084656	chr7	96252256	121748606	+	#4FA101
chr7	121085626	121209333	chr7	121750799	121895978	-	#4FA101
chr7	121209449	121403898	chr7	121896009	122089441	+	#4FA101
chr7	121466401	121617684	chr7	122089441	122255335	+	#4FA101
chr7	121715746	122386389	chr7	122255336	122971526	+	#4FA101
chr7	122522197	144088725	chr7	123062977	144636885	+	#4FA101
chr8	5137	12442469	chr8	60	12311002	+	#00FF7F
chr8	12532805	12852829	chr8	12404315	12739501	+	#00FF7F
chr8	12764304	12852750	chr8	12317545	12405536	-	#00FF7F
chr8	12853334	27960345	chr8	12678791	27868116	+	#00FF7F
chr8	27964110	44867452	chr8	28007282	44991470	+	#00FF7F
chr8	44875510	48816674	chr8	45055546	48971992	+	#00FF7F
chr8	49008394	49186389	chr8	49000476	49174539	+	#00FF7F
chr8	49246452	49992444	chr8	49179349	49942640	+	#00FF7F
chr8	50062149	52334790	chr8	50189714	52456038	+	#00FF7F
chr8	52410224	65847442	chr8	52456039	65927439	+	#00FF7F
chr8	65947443	100450741	chr8	65943721	100528530	+	#00FF7F
chr8	100720153	100894719	chr8	100862093	101050829	+	#00FF7F
chr8	100941930	116843345	chr8	101154796	117129052	+	#00FF7F
chr8	116928466	138178256	chr8	117157096	138359515	+	#00FF7F
chr9	0	12397859	chr9	6896	12344726	+	#FFFF00
chr9	12460038	26157257	chr9	12449965	26195837	+	#FFFF00
chr9	26260151	42250327	chr9	26195837	42223866	+	#FFFF00
chr9	42251827	42487802	chr9	42295649	42529149	-	#FFFF00
chr9	42356537	42417365	chr14'	89762845	89819811	+	#3600AC
chr9	42482778	42608398	chr9	42547306	42687721	-	#FFFF00
chr9	42645183	49073439	chr9	42697066	49135066	+	#FFFF00
chr9	49124915	49354023	chr9	49173739	49438133	+	#FFFF00
chr9	49393866	49446669	chr9	49480174	49545387	-	#FFFF00
chr9	49447179	49628574	chr9	49568467	49734253	+	#FFFF00
chr9	49581227	49674886	chr9	50064198	50189378	+	#FFFF00
chr9	49668893	49947078	chr9	49813743	50091456	+	#FFFF00
chr9	49950106	50253770	chr9	50285342	50546607	+	#FFFF00
chr9	50183556	53137380	chr9	50586753	53523835	+	#FFFF00
chr9	53189755	56126670	chr9	53523835	56430513	+	#FFFF00
chr9	56173839	67097570	chr9	56490633	67526199	+	#FFFF00
chr9	67107474	67167967	chr9	67567329	67634389	-	#FFFF00
chr9	67167967	67293552	chr9	67634389	67759943	+	#FFFF00
chr9	67384095	85230040	chr9	67764979	85668877	+	#FFFF00
chr9	85330858	85541800	chr9	85687731	85933717	+	#FFFF00
chr9	85661374	85861938	chr9	86065425	86237991	+	#FFFF00
chr9	85961182	86044930	chr9	86300426	86385014	+	#FFFF00
chr9	86106860	87086111	chr9	86385019	87377603	+	#FFFF00
chr9	86968820	127870803	chr9	87379371	128409414	+	#FFFF00
chr9	127882160	139572864	chr9	128489915	140028035	+	#FFFF00
chrX	0	966182	chrX	2223	965450	+	#00FF00
chrX	1050433	2185665	chrX	1028039	2033781	+	#00FF00
chrX	2185963	2385349	chrX	2119906	2322779	+	#00FF00
chrX	2440354	4735963	chrX	2325899	4605240	+	#00FF00
chrX	4736012	4881105	chrX	4605240	4780044	-	#00FF00
chrX	4844628	7715096	chrX	4779529	7688076	+	#00FF00
chrX	7716777	8199040	chrX	7738597	8223510	+	#00FF00
chrX	8276218	15867893	chrX	8259510	15829850	+	#00FF00
chrX	15995709	21891916	chrX	15913589	21871509	+	#00FF00
chrX	21981927	22128936	chrX	21894792	22027811	-	#00FF00
chrX	22176950	22758015	chrX	22077464	22662863	+	#00FF00
chrX	22768030	24265384	chrX	22779459	24248590	+	#00FF00
chrX	24315608	27670487	chrX	24303868	27614702	+	#00FF00
chrX	27726647	29641200	chrX	27664804	29611680	+	#00FF00
chrX	29640522	29713233	chrX	29610637	29683403	-	#00FF00
chrX	29697587	32976605	chrX	29661153	32975300	+	#00FF00
chrX	33077209	33133133	chrX	32994078	33050193	+	#00FF00
chrX	33188224	44190525	chrX	33050266	44041351	+	#00FF00
chrX	44190526	44250707	chrX	44046490	44106159	-	#00FF00
chrX	44299702	44703333	chrX	44200724	44607151	+	#00FF00
chrX	44703349	44819068	chrX	44666259	44790041	+	#00FF00
chrX	44839433	44899300	chrX	44855367	44912866	-	#00FF00
chrX	44939477	45205779	chrX	44916469	45175868	+	#00FF00
chrX	45211676	47749388	chrX	45230878	47786945	+	#00FF00
chrX	47807477	50192534	chrX	47847910	50318993	+	#00FF00
chrX	50196028	52299647	chrX	50389085	52555272	+	#00FF00
chrX	52502209	53506015	chrX	52555272	53549870	+	#00FF00
chrX	53562709	54294432	chrX	53549870	54298547	+	#00FF00
chrX	54295382	54375072	chrX	54298547	54371822	-	#00FF00
chrX	54420277	55411978	chrX	54371822	55348798	+	#00FF00
chrX	55477581	58437936	chrX	55348798	58333979	+	#00FF00
chrX	58437936	62411342	chrX	58454140	62599642	+	#00FF00
chrX	62510221	63728623	chrX	62653350	63897042	+	#00FF00
chrX	63763903	66023688	chrX	63954264	66282576	+	#00FF00
chrX	66023305	66197528	chrX	66282164	66431246	-	#00FF00
chrX	66245957	66306230	chrX	66483310	66548868	-	#00FF00
chrX	66306236	71154933	chrX	66589280	71518047	+	#00FF00
chrX	71155439	72178859	chrX	71569298	72615315	+	#00FF00
chrX	72243283	72324195	chrX	72691206	72767860	+	#00FF00
chrX	72334402	74273790	chrX	72818841	74802190	+	#00FF00
chrX	74274349	74878595	chrX	74918996	75598485	+	#00FF00
chrX	74878595	74945254	chrX	75668415	75736176	+	#00FF00
chrX	74994799	75047980	chrX	75830807	75885308	+	#00FF00
chrX	75047393	75224511	chrX	75882985	76053156	-	#00FF00
chrX	75368918	75504108	chrX	76126720	76287470	-	#00FF00
chrX	75504866	76033868	chrX	76336319	76885428	+	#00FF00
chrX	76066720	77017146	chrX	76938144	77876149	+	#00FF00
chrX	77146768	78535284	chrX	78027579	79412552	+	#00FF00
chrX	78636999	79253986	chrX	79491434	80103403	+	#00FF00
chrX	79258425	79413997	chrX	80175968	80321490	+	#00FF00
chrX	79443012	79508008	chrX	80328541	80403763	-	#00FF00
chrX	79523429	82611901	chrX	80375724	83584638	+	#00FF00
chrX	82611901	83624885	chrX	83671483	84682796	+	#00FF00
chrX	83624885	101425103	chrX	84839466	102676044	+	#00FF00
chrX	101506060	123489032	chrX	102676044	124590380	+	#00FF00
