scaffold	start	end	query	query_start	query_end	strand	color
chr13	92012357	92490415	chr13'	91928672	92415532	+	#BC052A
chr14	28185	769117	chr14	0	747792	+	#3600AC
chr14	837877	3029339	chr14	801872	2904469	+	#3600AC
chr14	3106554	3565510	chr14	2904469	3338725	+	#3600AC
chr14	3575590	3656978	chr14	3367377	3438244	-	#3600AC
chr14	3687852	12483701	chr14	3439047	12208047	+	#3600AC
chr14	12561913	27073918	chr14	12226825	26798174	+	#3600AC
chr14	27074083	60989067	chr14	26855460	60767135	+	#3600AC
chr14	60989067	61876795	chr14	60843397	61764002	+	#3600AC
chr14	61886937	61953058	chr14	61764002	61824887	-	#3600AC
chr14	61963192	64037685	chr14	61824887	63890568	+	#3600AC
chr14	63977549	64089227	chr14	63908796	63997782	-	#3600AC
chr14	64196019	68031786	chr14	63993337	67758338	+	#3600AC
chr14	68100283	68268509	chr14	68281202	68448708	+	#3600AC
chr14	68386959	68551419	chr14	68123402	68280569	-	#3600AC
chr14	68622189	68773715	chr14	68485946	68631180	+	#3600AC
chr14	68787303	70143917	chr14	68682108	70045860	+	#3600AC
chr14	70239034	90021302	chr14	70093776	89806965	+	#3600AC
chr14	89932792	89986317	chr9'	42419690	42491332	-	#FFFF00
chr15	0	4043689	chr15	18022	3948313	+	#7FBF7F
chr15	4043689	8768191	chr15	7468078	12185599	-	#7FBF7F
chr15	8868719	12037500	chr15	4250722	7407451	-	#7FBF7F
chr15	12038405	12332738	chr15	3954699	4250207	+	#7FBF7F
chr15	12337198	13104308	chr15	12185601	12952457	+	#7FBF7F
chr15	12931680	13039136	chr15	13235740	13306036	+	#7FBF7F
chr15	13227876	38857718	chr15	12971509	38512407	+	#7FBF7F
chr15	13480659	13561166	chr15	12780053	12890490	+	#7FBF7F
chr15	38857718	59551624	chr15	38562419	59159440	+	#7FBF7F
chr15	59622209	59722580	chr15	59169530	59263546	-	#7FBF7F
chr16	0	13260241	chr16'	275	13180756	+	#FF7F00
chr16	13347010	28327623	chr16'	13203097	28113484	+	#FF7F00
chr16	28396865	30704622	chr16'	28114207	30404262	+	#FF7F00
chr16	30738787	31096261	chr16'	30505385	30860911	+	#FF7F00
chr16	31156149	34344191	chr16'	30872335	34076510	+	#FF7F00
chr16	34466420	43863425	chr16'	34099722	43422093	+	#FF7F00
chr16	44011265	65080223	chr16'	43599902	64691387	+	#FF7F00
chr16	65117965	67763351	chr16'	64749904	67351491	+	#FF7F00
chr17	86	672717	chr17	45577	678040	+	#007FFF
chr17	789069	2791671	chr17	676772	2730653	+	#007FFF
chr17	2973100	3101988	chr17	2979522	3122431	+	#007FFF
chr17	3206891	3701387	chr17	3158665	3668614	+	#007FFF
chr17	3702181	3761707	chr17	3950856	4001312	-	#007FFF
chr17	3871554	4195070	chr17	4115714	4420075	+	#007FFF
chr17	4285775	4667427	chr17	4456249	4867302	+	#007FFF
chr17	4762197	7398081	chr17	4867302	7483798	+	#007FFF
chr17	7398081	10802902	chr17	7574999	10939345	+	#007FFF
chr17	10824191	11407800	chr17	11004437	11593072	+	#007FFF
chr17	11407800	20236804	chr17	11668072	20514559	+	#007FFF
chr17	20445105	20555451	chr17	20898509	21005818	-	#007FFF
chr17	20552316	54282599	chr17	21005818	54627838	+	#007FFF
chr17	45015262	45083409	chr17	45408320	45466458	-	#007FFF
chr17	54413783	56236331	chr17	54627838	56408751	+	#007FFF
chr17	56287135	56967792	chr17	56461517	57107021	+	#007FFF
chr17	57203309	57606852	chr17	57107021	57475919	+	#007FFF
chr18	6858	9106135	chr18'	0	9002476	+	#FF00FF
chr18	9160422	9237157	chr18'	9034965	9101041	+	#FF00FF
chr18	9356235	15865556	chr18'	9086768	15558314	+	#FF00FF
chr18	15982620	16041177	chr13'	41803400	41863378	+	#BC052A
chr18	16198751	18387925	chr18'	15749540	17999615	+	#FF00FF
chr18	18388420	22802762	chr18'	18085196	22567708	+	#FF00FF
chr18	22808169	22978793	chr18'	22587992	22755710	-	#FF00FF
chr18	23001301	23944175	chr18'	22758209	23688784	+	#FF00FF
chr18	23965030	36802627	chr18'	23739366	36610432	+	#FF00FF
chr18	36802970	39137524	chr18'	36710542	39002567	+	#FF00FF
chr18	39137524	39190701	chr18'	39138989	39197285	+	#FF00FF
chr2	2	2071518	chr2'	2080	2004703	+	#FC307A
chr2	2139791	25459739	chr2'	2004703	25320811	+	#FC307A
chr2	25540918	45689021	chr2'	25330456	45542034	+	#FC307A
chr2	45696389	58636854	chr2'	45723731	58678768	+	#FC307A
chr2	45705551	45780634	chr2'	45464489	45542034	-	#FC307A
chr2	58588152	65995209	chr2'	58678768	66064558	+	#FC307A
chr2	65995209	82596922	chr2'	66173460	82783173	+	#FC307A
chr2	82791912	83033786	chr2'	82847017	83089491	+	#FC307A
chr2	83095554	147316031	chr2'	83124292	147408217	+	#FC307A
chr2	147314849	147535833	chr2'	147407224	147620545	-	#FC307A
chr2	147535720	156900644	chr2'	147620545	156987321	+	#FC307A
chr2	156900649	161130856	chr2'	157042589	161295597	+	#FC307A
chr2	161237355	168254076	chr2'	161388016	168448840	+	#FC307A
chr2	168279121	168355388	chr2'	168470535	168547956	-	#FC307A
chr2	168355388	196304201	chr2'	168540768	196561980	+	#FC307A
chr2	196373176	196501377	chr2'	196624165	196754395	+	#FC307A
chr2	196560638	204054865	chr2'	196825894	204351764	+	#FC307A
chr2	204204624	204910596	chr2'	204509244	205211670	+	#FC307A
chr2	205053341	205206651	chr2'	205527681	205645851	+	#FC307A
chr2	205227883	205539191	chr2'	205594757	205849527	+	#FC307A
chr2	205662216	206097203	chr2'	205906600	206369022	+	#FC307A
chr2	206120125	209952001	chr2'	206420273	210215702	+	#FC307A
chr2	209959642	216441385	chr2'	210297190	216772349	+	#FC307A
chr3	12221	41005597	chr3'	0	40910469	+	#7FFF00
chr3	41055613	41146114	chr3'	40905567	40986292	-	#7FFF00
chr3	41141215	62572201	chr3'	40997647	62471120	+	#7FFF00
chr3	62717714	78396358	chr3'	62526406	78231650	+	#7FFF00
chr3	78393775	78447278	chr3'	78262573	78316363	-	#7FFF00
chr3	78450475	80133678	chr3'	78316507	80011666	+	#7FFF00
chr3	80184509	81085808	chr3'	80028940	80928125	+	#7FFF00
chr3	81302889	82477952	chr3'	80928125	82136697	+	#7FFF00
chr3	82583934	82655450	chr3'	82162005	82240733	+	#7FFF00
chr3	82707645	83100185	chr3'	82295770	82684880	+	#7FFF00
chr3	83100197	170749629	chr3'	82770389	170525866	+	#7FFF00
chr3	170785221	170836747	chr3'	170525866	170577320	-	#7FFF00
chr3	170842704	195015583	chr3'	170577320	194716865	+	#7FFF00
chr4	0	9627878	chr4'	21992	9562158	+	#8F5B6C
chr4	9678056	63925245	chr4'	9562159	63616298	+	#8F5B6C
chr4	64064326	64128216	chr4'	63649859	63714533	+	#8F5B6C
chr4	64276675	64343568	chr4'	63941223	63995524	-	#8F5B6C
chr4	64481055	76486600	chr4'	64024614	76053697	+	#8F5B6C
chr4	76545116	80588858	chr4'	76053697	80091441	+	#8F5B6C
chr4	80652136	80743613	chr4'	80133707	80233288	+	#8F5B6C
chr4	80814760	80883232	chr4'	80333181	80389819	+	#8F5B6C
chr4	80904984	80974762	chr4'	80262697	80332172	-	#8F5B6C
chr4	80974762	81511286	chr4'	80389819	80929754	+	#8F5B6C
chr4	81535191	83211110	chr4'	81024944	82713242	+	#8F5B6C
chr4	83273983	83340520	chr4'	82714423	82781003	+	#8F5B6C
chr4	83430813	84318782	chr4'	82781149	83687838	+	#8F5B6C
chr4	84340057	88418128	chr4'	83745030	87775916	+	#8F5B6C
chr4	88453407	88589248	chr4'	87832189	87922834	+	#8F5B6C
chr4	88654846	88979869	chr4'	87932960	88238256	+	#8F5B6C
chr4	89058118	90770980	chr4'	88278089	89954413	+	#8F5B6C
chr4	90771043	90836526	chr4'	89954413	90010088	-	#8F5B6C
chr4	90874257	96944275	chr4'	90008984	96080130	+	#8F5B6C
chr4	96944299	99358527	chr4'	96142866	98604135	+	#8F5B6C
chr4	99418575	115954325	chr4'	98649905	115227090	+	#8F5B6C
chr4	116003049	144784070	chr4'	115278519	144091995	+	#8F5B6C
chr4	144790803	144909992	chr4'	63866852	63940712	-	#8F5B6C
chr4	144955414	154161744	chr4'	144092339	153335214	+	#8F5B6C
chr4	154185974	187599478	chr4'	153387934	186696108	+	#8F5B6C
chr4	187689963	189476860	chr4'	186698225	188427796	+	#8F5B6C
chr4	189585818	190998044	chr4'	188427796	189801203	+	#8F5B6C
chr5	33525	771536	chr5'	272046	966691	+	#88E1FE
chr5	967209	1140726	chr5'	1075807	1229290	+	#88E1FE
chr5	1228639	1663189	chr5'	1292685	1726258	+	#88E1FE
chr5	1794864	2245653	chr5'	1726259	2195876	+	#88E1FE
chr5	2247359	2359358	chr5'	2190799	2296536	-	#88E1FE
chr5	2359778	2926737	chr5'	2300648	2793413	+	#88E1FE
chr5	2885353	3094719	chr5'	2867928	3038926	+	#88E1FE
chr5	3099765	3216112	chr5'	3133045	3233516	+	#88E1FE
chr5	3267716	3610963	chr5'	3262855	3592679	+	#88E1FE
chr5	3610967	4126343	chr5'	3592698	4031098	-	#88E1FE
chr5	4126345	5456252	chr5'	4031098	5258925	+	#88E1FE
chr5	5457911	6004820	chr5'	5319610	5885551	+	#88E1FE
chr5	6050554	6282021	chr5'	5947970	6180824	+	#88E1FE
chr5	6324675	6441171	chr5'	6161625	6317516	+	#88E1FE
chr5	6513772	7547706	chr5'	6367274	7372731	+	#88E1FE
chr5	7787615	46261211	chr5'	7433347	45882093	+	#88E1FE
chr5	45730579	45781124	chr5'	45347010	45398489	-	#88E1FE
chr5	46261211	73700985	chr5'	46038806	73404192	+	#88E1FE
chr5	73702240	73757782	chr5'	73404195	73467100	-	#88E1FE
chr5	73768427	76735676	chr5'	73467102	76433327	+	#88E1FE
chr5	76833324	76886663	chr5'	76421619	76486206	+	#88E1FE
chr5	76888187	77058898	chr5'	76574373	76742298	+	#88E1FE
chr5	77133659	154442010	chr5'	76755725	154057963	+	#88E1FE
chr6	46373	16584543	chr6'	50	16508173	+	#9143FA
chr6	16665838	68239985	chr6'	16512642	68258370	+	#9143FA
chr6	53201333	53257866	chr6'	16510966	16614985	+	#9143FA
chr6	68196925	82526238	chr6'	68265922	82570969	+	#9143FA
chr6	82586253	85963946	chr6'	82648225	85988324	+	#9143FA
chr6	86078447	89424621	chr6'	85988328	89332090	+	#9143FA
chr6	89591863	115242206	chr6'	89417006	115065793	+	#9143FA
chr6	115198508	115269008	chr6'	115065793	115145105	-	#9143FA
chr6	115304736	118578574	chr6'	115136695	118432342	+	#9143FA
chr6	118568955	118641849	chr6'	118518432	118596860	+	#9143FA
chr6	118628658	118863502	chr6'	118640970	118878073	+	#9143FA
chr6	118972827	119438314	chr6'	119111667	119584565	+	#9143FA
chr6	119052540	119163819	chr6'	118930839	119033665	+	#9143FA
chr6	119690446	120290810	chr6'	119754313	120419565	+	#9143FA
chr6	120289363	120364908	chr6'	120372440	120431538	+	#9143FA
chr6	120358344	123483116	chr6'	120388551	123425743	+	#9143FA
chr6	123582775	147319800	chr6'	123426476	147215509	+	#9143FA
chr6	147388787	147784891	chr6'	147265698	147682959	+	#9143FA
chr7	251814	361925	chr7'	282406	369928	+	#4FA101
chr7	421497	519322	chr7'	392945	496932	+	#4FA101
chr7	740775	858664	chr7'	554934	635307	+	#4FA101
chr7	875585	1059880	chr7'	715994	864452	-	#4FA101
chr7	1061232	12902106	chr7'	886203	12760111	+	#4FA101
chr7	12974089	69169475	chr7'	12805539	68963560	+	#4FA101
chr7	69169475	69260522	chr7'	68964513	69057793	-	#4FA101
chr7	69331313	73708417	chr7'	69057793	73353641	+	#4FA101
chr7	73773662	92876706	chr7'	73361339	92411815	+	#4FA101
chr7	93106798	94750390	chr7'	92690979	94463942	+	#4FA101
chr7	94809456	94897964	chr7'	94478029	94544754	+	#4FA101
chr7	95102453	95685896	chr7'	94759251	95358364	+	#4FA101
chr7	95685896	121084656	chr7'	95424120	120869470	+	#4FA101
chr7	95768249	95857284	chr7'	111685240	111780669	+	#4FA101
chr7	121085626	121209339	chr7'	120873292	121011669	-	#4FA101
chr7	121209449	121617684	chr7'	121011701	121444597	+	#4FA101
chr7	121715746	122386389	chr7'	121444598	122080267	+	#4FA101
chr7	122437449	142081839	chr7'	122083857	141720827	+	#4FA101
chr7	142155991	144086785	chr7'	141720827	143641563	+	#4FA101
chr8	3847	12442469	chr8'	4	12328363	+	#00FF7F
chr8	12534356	12852829	chr8'	12426909	12777692	+	#00FF7F
chr8	12763862	12852750	chr8'	12334901	12426909	-	#00FF7F
chr8	12855987	27948817	chr8'	12706385	27795872	+	#00FF7F
chr8	27957879	48821347	chr8'	27976384	48866451	+	#00FF7F
chr8	49008394	49156003	chr8'	48867885	48995803	-	#00FF7F
chr8	49273817	50000238	chr8'	49216901	49957550	+	#00FF7F
chr8	50062085	65845644	chr8'	50085304	65877281	+	#00FF7F
chr8	65947443	100433366	chr8'	65878236	100322236	+	#00FF7F
chr8	100728868	100894543	chr8'	100565461	100727849	+	#00FF7F
chr8	100870731	116843451	chr8'	100733208	116688553	+	#00FF7F
chr8	116939094	138178244	chr8'	116691886	137878594	+	#00FF7F
chr9	0	12404727	chr9'	7541	12396953	+	#FFFF00
chr9	12460038	40782851	chr9'	12517219	40720378	+	#FFFF00
chr9	40786737	42250327	chr9'	40783580	42242678	+	#FFFF00
chr9	42317511	42556603	chr9'	42242678	42525944	-	#FFFF00
chr9	42378910	42438731	chr14	89728704	89804442	+	#3600AC
chr9	42460907	42556905	chr12'	4916	114670	-	#04685D
chr9	42643710	49258749	chr9'	42721861	49348099	+	#FFFF00
chr9	49447179	49620181	chr9'	49457723	49620024	+	#FFFF00
chr9	49668893	49941899	chr9'	49675454	49946769	-	#FFFF00
chr9	49861545	49928983	chr9'	49624482	49710964	+	#FFFF00
chr9	49950106	50150321	chr9'	50039100	50243608	+	#FFFF00
chr9	50253731	56126670	chr9'	50308614	56149020	+	#FFFF00
chr9	56156688	67293552	chr9'	56206246	67417376	+	#FFFF00
chr9	67383915	67496343	chr9'	67443720	67548633	+	#FFFF00
chr9	67469819	76156321	chr9'	67602368	76273305	+	#FFFF00
chr9	76280937	76403703	chr9'	76331231	76434351	+	#FFFF00
chr9	76456720	76507619	chr9'	76447519	76507447	+	#FFFF00
chr9	76566911	85260128	chr9'	76515158	85148265	+	#FFFF00
chr9	85320450	85529768	chr9'	85148265	85352685	+	#FFFF00
chr9	85546863	85842611	chr9'	85456796	85705544	+	#FFFF00
chr9	85899064	85951158	chr9'	85693226	85782646	-	#FFFF00
chr9	85961182	87041534	chr9'	85924931	86950287	+	#FFFF00
chr9	85964718	86017150	chr9'	85838829	85913705	+	#FFFF00
chr9	87088807	136032006	chr9'	87010349	135793882	+	#FFFF00
chr9	136087086	137060462	chr9'	135804985	136756001	+	#FFFF00
chr9	137180799	139302765	chr9'	136756001	138859831	+	#FFFF00
chrX	0	2185665	chrX'	6825	2114676	+	#00FF00
chrX	2185665	4735963	chrX'	2268193	4794195	+	#00FF00
chrX	4736012	4881105	chrX'	4794195	4959000	-	#00FF00
chrX	4844628	8199040	chrX'	4958485	8349989	+	#00FF00
chrX	8276218	15867893	chrX'	8386855	15974059	+	#00FF00
chrX	15998128	21891916	chrX'	16159472	22138028	+	#00FF00
chrX	21981927	22128936	chrX'	22158146	22288705	-	#00FF00
chrX	22147490	22758015	chrX'	22368636	22943648	+	#00FF00
chrX	22768030	24265384	chrX'	23010682	24491675	+	#00FF00
chrX	24315668	27670487	chrX'	24546610	27899705	+	#00FF00
chrX	27726647	29640564	chrX'	27949623	29871017	+	#00FF00
chrX	29712895	32976605	chrX'	29941099	33173297	+	#00FF00
chrX	33077209	33133133	chrX'	33192206	33248035	+	#00FF00
chrX	33188224	41314487	chrX'	33248417	41377432	+	#00FF00
chrX	41306677	41571470	chrX'	41377432	41646003	-	#00FF00
chrX	41571358	44600200	chrX'	41638484	44696231	+	#00FF00
chrX	44605752	44703333	chrX'	44826970	44887677	-	#00FF00
chrX	44703349	44773602	chrX'	44696519	44763190	-	#00FF00
chrX	44939477	47749388	chrX'	45050348	47829261	+	#00FF00
chrX	47756688	47807474	chrX'	47829261	47881748	-	#00FF00
chrX	47807477	48433369	chrX'	47922463	48565617	+	#00FF00
chrX	48477670	50192534	chrX'	48615922	50389431	+	#00FF00
chrX	50196028	52320682	chrX'	50455428	52558190	+	#00FF00
chrX	52434935	54294432	chrX'	52555016	54418133	+	#00FF00
chrX	54295382	54375072	chrX'	54418133	54488225	-	#00FF00
chrX	54420277	58437936	chrX'	54488225	58515126	+	#00FF00
chrX	58437936	66009464	chrX'	58631982	66352842	+	#00FF00
chrX	66023305	66160010	chrX'	66392890	66533077	-	#00FF00
chrX	66197499	71154933	chrX'	66533077	71513625	+	#00FF00
chrX	71155438	73763730	chrX'	71584114	74127097	+	#00FF00
chrX	73790258	74273790	chrX'	74186357	74758427	+	#00FF00
chrX	74274349	74878132	chrX'	74811709	75474349	+	#00FF00
chrX	74878595	74945254	chrX'	75545551	75613657	+	#00FF00
chrX	75047399	75181348	chrX'	75752276	75891794	-	#00FF00
chrX	75292460	75368792	chrX'	76100386	76180532	+	#00FF00
chrX	75368918	75427451	chrX'	76031649	76100386	-	#00FF00
chrX	75504866	77017146	chrX'	76220330	77744058	+	#00FF00
chrX	77131214	77509684	chrX'	77880471	78253395	+	#00FF00
chrX	77589768	79253986	chrX'	78275303	79935222	+	#00FF00
chrX	79258425	79413997	chrX'	80004142	80167383	+	#00FF00
chrX	79421505	79487837	chrX'	80168153	80226103	-	#00FF00
chrX	79547609	83624885	chrX'	80276021	84388936	+	#00FF00
chrX	83624885	101425103	chrX'	84555576	102270845	+	#00FF00
chrX	101506060	111768114	chrX'	102270845	112604455	+	#00FF00
chrX	111679158	123546035	chrX'	112604455	124421298	+	#00FF00
