CHROM	WINDOW	mustela_putorius.10x.barcoded
chr1	134	2174
chr1	135	2390
chr1	136	2802
chr1	137	3549
chr1	138	3574
chr1	139	3351
chr1	140	3186
chr1	141	3019
chr1	142	3185
chr1	143	3472
chr1	144	3338
chr1	145	3102
chr1	146	2464
chr1	147	1686
chr1	148	1395
chr1	149	1426
chr1	150	1562
chr1	151	1857
chr1	152	1707
chr1	153	1361
chr1	154	1118
chr1	155	1109
chr1	156	1092
chr1	157	1093
chr1	158	1085
chr1	159	916
chr1	160	691
chr1	161	290
chr1	162	248
chr1	163	258
chr1	164	278
chr1	165	299
chr1	166	297
chr1	167	293
chr1	168	287
chr1	169	288
chr1	170	198
chr1	171	191
chr1	172	187
chr1	173	185
chr1	174	216
chr1	175	204
chr1	176	225
chr1	177	224
chr1	178	277
chr1	179	364
chr1	180	574
chr1	181	573
chr1	182	867
chr1	183	895
chr1	184	840
chr1	185	830
chr1	186	808
chr1	187	797
chr1	188	748
chr1	189	649
chr1	190	435
chr1	191	437
chr1	192	143
chr1	193	117
chr1	194	121
chr1	195	127
chr1	196	152
chr1	197	166
chr1	198	163
chr1	199	188
chr1	200	196
chr1	201	197
chr1	202	200
chr1	203	201
chr1	204	206
chr1	205	214
chr1	206	187
chr1	207	172
chr1	208	169
chr1	209	150
chr1	210	145
chr1	211	149
chr1	212	153
chr1	213	146
chr1	214	144
chr1	215	133
chr1	216	141
chr1	217	154
chr1	218	199
chr1	219	256
chr1	220	253
chr1	221	240
chr1	222	236
chr1	223	235
chr1	224	223
chr1	225	214
chr1	226	204
chr1	227	191
chr1	228	145
chr1	229	94
chr1	230	94
chr1	231	104
chr1	232	96
chr1	233	111
chr1	234	124
chr1	235	145
chr1	236	168
chr1	237	197
chr1	238	198
chr1	239	198
chr1	240	196
chr1	241	194
chr1	242	195
chr1	243	176
chr1	244	165
chr1	245	153
chr1	246	152
chr1	247	140
chr1	248	310
chr1	249	310
chr1	250	323
chr1	251	316
chr1	252	364
chr1	253	490
chr1	254	494
chr1	255	488
chr1	256	484
chr1	257	478
chr1	258	320
chr1	259	329
chr1	260	320
chr1	261	326
chr1	262	283
chr1	263	181
chr1	264	186
chr1	265	210
chr1	266	225
chr1	267	239
chr1	268	246
chr1	269	279
chr1	270	471
chr1	271	648
chr1	272	650
chr1	273	685
chr1	274	703
chr1	275	680
chr1	276	666
chr1	277	644
chr1	278	629
chr1	279	588
chr1	280	404
chr1	281	315
chr1	282	587
chr1	283	616
chr1	284	684
chr1	285	690
chr1	286	685
chr1	287	688
chr1	288	704
chr1	289	695
chr1	290	676
chr1	291	593
chr1	292	417
chr1	293	511
chr1	294	1096
chr1	295	1575
chr1	296	1821
chr1	297	2284
chr1	298	2658
chr1	299	2664
chr1	300	2687
chr1	301	2682
chr1	302	2583
chr1	303	2407
chr1	304	1821
chr1	305	1439
chr1	306	1201
chr1	307	744
chr1	308	355
chr1	309	350
chr1	310	329
chr1	311	320
chr1	312	317
chr1	313	318
chr1	314	229
chr1	315	134
chr1	316	126
chr1	317	118
chr1	318	106
chr1	319	96
chr1	320	114
chr1	321	246
chr1	322	520
chr1	323	563
chr1	324	567
chr1	325	603
chr1	326	833
chr1	327	919
chr1	328	1008
chr1	329	1062
chr1	330	1099
chr1	331	1043
chr1	332	956
chr1	333	1097
chr1	334	1260
chr1	335	1252
chr1	336	1027
chr1	337	1238
chr1	338	1269
chr1	339	1233
chr1	340	1205
chr1	341	1148
chr1	342	1148
chr1	343	992
chr1	344	831
chr1	345	868
chr1	346	872
chr1	347	587
chr1	348	482
chr1	349	493
chr1	350	487
chr1	351	484
chr1	352	303
chr1	353	285
chr1	354	300
chr1	355	395
chr1	356	372
chr1	357	380
chr1	358	382
chr1	359	382
chr1	360	397
chr1	361	389
chr1	362	383
chr1	363	382
chr1	364	418
chr1	365	262
chr1	366	268
chr1	367	253
chr1	368	237
chr1	369	211
chr1	370	180
chr1	371	170
chr1	372	161
chr1	373	154
chr1	374	97
chr1	375	86
chr1	376	82
chr1	377	78
chr1	378	88
chr1	379	106
chr1	380	103
chr1	381	105
chr1	382	106
chr1	383	99
chr1	384	98
chr1	385	101
chr1	386	107
chr1	387	103
chr1	388	103
chr1	389	93
chr1	390	91
chr1	391	94
chr1	392	96
chr1	393	98
chr1	394	98
chr1	395	87
chr1	396	86
chr1	397	85
chr1	398	85
chr1	399	94
chr1	400	100
chr1	401	100
chr1	402	104
chr1	403	107
chr1	404	106
chr1	405	117
chr1	406	114
chr1	407	126
chr1	408	114
chr1	409	117
chr1	410	116
chr1	411	112
chr1	412	104
chr1	413	107
chr1	414	104
chr1	415	95
chr1	416	103
chr1	417	105
chr1	418	142
chr1	419	125
chr1	420	125
chr1	421	140
chr1	422	149
chr1	423	146
chr1	424	140
chr1	425	178
chr1	426	220
chr1	427	278
chr1	428	284
chr1	429	320
chr1	430	1015
chr1	431	1153
chr1	432	1154
chr1	433	1152
chr1	434	1161
chr1	435	1126
chr1	436	1083
chr1	437	1021
chr1	438	1029
chr1	439	1000
chr1	440	328
chr1	441	218
chr1	442	257
chr1	443	707
chr1	444	745
chr1	445	772
chr1	446	764
chr1	447	817
chr1	448	792
chr1	449	1061
chr1	450	1047
chr1	451	1297
chr1	452	1359
chr1	453	1082
chr1	454	1082
chr1	455	1060
chr1	456	1093
chr1	457	1295
chr1	458	1290
chr1	459	1055
chr1	460	1235
chr1	461	1228
chr1	462	1122
chr1	463	946
chr1	464	917
chr1	465	925
chr1	466	893
chr1	467	645
chr1	468	630
chr1	469	589
chr1	470	406
chr1	471	131
chr1	472	128
chr1	473	131
chr1	474	119
chr1	475	115
chr1	476	116
chr1	477	98
chr1	478	97
chr1	479	94
chr1	480	78
chr1	481	77
chr1	482	81
chr1	483	86
chr1	484	86
chr1	485	83
chr1	486	94
chr1	487	115
chr1	488	126
chr1	489	137
chr1	490	138
chr1	491	129
chr1	492	133
chr1	493	143
chr1	494	166
chr1	495	178
chr1	496	179
chr1	497	160
chr1	498	159
chr1	499	165
chr1	500	173
chr1	501	191
chr1	502	190
chr1	503	174
chr1	504	157
chr1	505	158
chr1	506	156
chr1	507	162
chr1	508	160
chr1	509	143
chr1	510	153
chr1	511	153
chr1	512	155
chr1	513	172
chr1	514	177
chr1	515	172
chr1	516	167
chr1	517	194
chr1	518	207
chr1	519	223
chr1	520	221
chr1	521	229
chr1	522	241
chr1	523	247
chr1	524	261
chr1	525	253
chr1	526	262
chr1	527	241
chr1	528	234
chr1	529	231
chr1	530	238
chr1	531	224
chr1	532	209
chr1	533	195
chr1	534	184
chr1	535	392
chr1	536	379
chr1	537	364
chr1	538	347
chr1	539	333
chr1	540	315
chr1	541	308
chr1	542	316
chr1	543	302
chr1	544	294
chr1	545	85
chr1	546	83
chr1	547	84
chr1	548	97
chr1	549	111
chr1	550	123
chr1	551	120
chr1	552	118
chr1	553	135
chr1	554	135
chr1	555	142
chr1	556	154
chr1	557	175
chr1	558	169
chr1	559	172
chr1	560	175
chr1	561	179
chr1	562	185
chr1	563	192
chr1	564	225
chr1	565	235
chr1	566	232
chr1	567	236
chr1	568	249
chr1	569	256
chr1	570	266
chr1	571	277
chr1	572	265
chr1	573	265
chr1	574	237
chr1	575	230
chr1	576	229
chr1	577	209
chr1	578	202
chr1	579	182
chr1	580	159
chr1	581	152
chr1	582	162
chr1	583	140
chr1	584	137
chr1	585	123
chr1	586	125
chr1	587	517
chr1	588	727
chr1	589	733
chr1	590	733
chr1	591	736
chr1	592	772
chr1	593	781
chr1	594	870
chr1	595	889
chr1	596	890
chr1	597	501
chr1	598	282
chr1	599	276
chr1	600	276
chr1	601	263
chr1	602	229
chr1	603	224
chr1	604	145
chr1	605	134
chr1	606	254
chr1	607	260
chr1	608	266
chr1	609	268
chr1	610	272
chr1	611	271
chr1	612	261
chr1	613	263
chr1	614	258
chr1	615	251
chr1	616	123
chr1	617	130
chr1	618	124
chr1	619	129
chr1	620	146
chr1	621	146
chr1	622	138
chr1	623	134
chr1	624	123
chr1	625	136
chr1	626	130
chr1	627	117
chr1	628	128
chr1	629	126
chr1	630	110
chr1	631	121
chr1	632	117
chr1	633	122
chr1	634	130
chr1	635	118
chr1	636	138
chr1	637	138
chr1	638	125
chr1	639	121
chr1	640	394
chr1	641	638
chr1	642	675
chr1	643	778
chr1	644	782
chr1	645	793
chr1	646	786
chr1	647	798
chr1	648	808
chr1	649	1030
chr1	650	775
chr1	651	527
chr1	652	498
chr1	653	400
chr1	654	390
chr1	655	381
chr1	656	367
chr1	657	362
chr1	658	355
chr1	659	437
chr1	660	443
chr1	661	445
chr1	662	452
chr1	663	440
chr1	664	443
chr1	665	450
chr1	666	465
chr1	667	466
chr1	668	471
chr1	669	179
chr1	670	152
chr1	671	159
chr1	672	211
chr1	673	395
chr1	674	396
chr1	675	385
chr1	676	529
chr1	677	673
chr1	678	1046
chr1	679	1419
chr1	680	1452
chr1	681	1503
chr1	682	1451
chr1	683	1276
chr1	684	1281
chr1	685	1293
chr1	686	1148
chr1	687	1006
chr1	688	632
chr1	689	248
chr1	690	207
chr1	691	143
chr1	692	131
chr1	693	127
chr1	694	115
chr1	695	99
chr1	696	86
chr1	697	75
chr1	698	67
chr1	699	81
chr1	700	103
chr1	701	106
chr1	702	109
chr1	703	112
chr1	704	109
chr1	705	112
chr1	706	120
chr1	707	121
chr1	708	121
chr1	709	113
chr1	710	94
chr1	711	92
chr1	712	95
chr1	713	103
chr1	714	135
chr1	715	147
chr1	716	148
chr1	717	153
chr1	718	156
chr1	719	142
chr1	720	172
chr1	721	169
chr1	722	186
chr1	723	170
chr1	724	140
chr1	725	129
chr1	726	124
chr1	727	114
chr1	728	107
chr1	729	115
chr1	730	94
chr1	731	106
chr1	732	84
chr1	733	89
chr1	734	91
chr1	735	94
chr1	736	93
chr1	737	94
chr1	738	109
chr1	739	116
chr1	740	110
chr1	741	99
chr1	742	113
chr1	743	121
chr1	744	113
chr1	745	106
chr1	746	105
chr1	747	105
chr1	748	97
chr1	749	90
chr1	750	87
chr1	751	87
chr1	752	90
chr1	753	89
chr1	754	94
chr1	755	102
chr1	756	106
chr1	757	114
chr1	758	111
chr1	759	106
chr1	760	105
chr1	761	109
chr1	762	99
chr1	763	91
chr1	764	103
chr1	765	107
chr1	766	104
chr1	767	92
chr1	768	103
chr1	769	109
chr1	770	117
chr1	771	119
chr1	772	125
chr1	773	136
chr1	774	139
chr1	775	141
chr1	776	197
chr1	777	481
chr1	778	672
chr1	779	863
chr1	780	906
chr1	781	901
chr1	782	889
chr1	783	882
chr1	784	1000
chr1	785	1077
chr1	786	1035
chr1	787	752
chr1	788	559
chr1	789	362
chr1	790	320
chr1	791	331
chr1	792	351
chr1	793	348
chr1	794	227
chr1	795	157
chr1	796	158
chr1	797	167
chr1	798	167
chr1	799	317
chr1	800	405
chr1	801	402
chr1	802	388
chr1	803	386
chr1	804	389
chr1	805	375
chr1	806	355
chr1	807	347
chr1	808	347
chr1	809	229
chr1	810	144
chr1	811	145
chr1	812	239
chr1	813	330
chr1	814	330
chr1	815	357
chr1	816	367
chr1	817	457
chr1	818	595
chr1	819	599
chr1	820	603
chr1	821	611
chr1	822	939
chr1	823	858
chr1	824	853
chr1	825	827
chr1	826	837
chr1	827	749
chr1	828	603
chr1	829	581
chr1	830	601
chr1	831	623
chr1	832	235
chr1	833	282
chr1	834	281
chr1	835	351
chr1	836	351
chr1	837	361
chr1	838	364
chr1	839	351
chr1	840	316
chr1	841	285
chr1	842	244
chr1	843	197
chr1	844	199
chr1	845	127
chr1	846	113
chr1	847	108
chr1	848	137
chr1	849	154
chr1	850	209
chr1	851	211
chr1	852	227
chr1	853	508
chr1	854	1054
chr1	855	1293
chr1	856	1418
chr1	857	1430
chr1	858	1399
chr1	859	1384
chr1	860	1326
chr1	861	1318
chr1	862	1305
chr1	863	1025
chr1	864	492
chr1	865	275
chr1	866	185
chr1	867	177
chr1	868	257
chr1	869	569
chr1	870	680
chr1	871	961
chr1	872	1115
chr1	873	1274
chr1	874	1513
chr1	875	1547
chr1	876	1544
chr1	877	1550
chr1	878	1482
chr1	879	1183
chr1	880	1087
chr1	881	899
chr1	882	760
chr1	883	726
chr1	884	658
chr1	885	841
chr1	886	1102
chr1	887	1101
chr1	888	1103
chr1	889	1109
chr1	890	1113
chr1	891	1028
chr1	892	1021
chr1	893	898
chr1	894	715
chr1	895	494
chr1	896	212
chr1	897	205
chr1	898	195
chr1	899	185
chr1	900	175
chr1	901	169
chr1	902	160
chr1	903	145
chr1	904	134
chr1	905	114
chr1	906	106
chr1	907	101
chr1	908	108
chr1	909	93
chr1	910	84
chr1	911	81
chr1	912	78
chr1	913	80
chr1	914	76
chr1	915	77
chr1	916	71
chr1	917	69
chr1	918	53
chr1	919	53
chr1	920	60
chr1	921	55
chr1	922	64
chr1	923	71
chr1	924	93
chr1	925	98
chr1	926	126
chr1	927	134
chr1	928	142
chr1	929	153
chr1	930	151
chr1	931	165
chr1	932	178
chr1	933	191
chr1	934	187
chr1	935	185
chr1	936	162
chr1	937	157
chr1	938	176
chr1	939	175
chr1	940	186
chr1	941	188
chr1	942	179
chr1	943	289
chr1	944	282
chr1	945	274
chr1	946	273
chr1	947	274
chr1	948	261
chr1	949	254
chr1	950	241
chr1	951	232
chr1	952	223
chr1	953	95
chr1	954	89
chr1	955	106
chr1	956	118
chr1	957	130
chr1	958	131
chr1	959	138
chr1	960	151
chr1	961	165
chr1	962	170
chr1	963	173
chr1	964	181
chr1	965	177
chr1	966	171
chr1	967	158
chr1	968	159
chr1	969	157
chr1	970	145
chr1	971	134
chr1	972	146
chr1	973	156
chr1	974	147
chr1	975	154
chr1	976	155
chr1	977	175
chr1	978	169
chr1	979	174
chr1	980	179
chr1	981	177
chr1	982	165
chr1	983	169
chr1	984	172
chr1	985	161
chr1	986	163
chr1	987	152
chr1	988	167
chr1	989	188
chr1	990	198
chr1	991	205
chr1	992	207
chr1	993	199
chr1	994	206
chr1	995	210
chr1	996	211
chr1	997	202
chr1	998	180
chr1	999	154
chr1	1000	144
chr1	1001	146
chr1	1002	144
chr1	1003	147
chr1	1004	139
chr1	1005	140
chr1	1006	146
chr1	1007	168
chr1	1008	196
chr1	1009	210
chr1	1010	210
chr1	1011	213
chr1	1012	215
chr1	1013	216
chr1	1014	259
chr1	1015	250
chr1	1016	254
chr1	1017	243
chr1	1018	230
chr1	1019	216
chr1	1020	219
chr1	1021	207
chr1	1022	211
chr1	1023	204
chr1	1024	169
chr1	1025	169
chr1	1026	154
chr1	1027	149
chr1	1028	142
chr1	1029	147
chr1	1030	148
chr1	1031	150
chr1	1032	143
chr1	1033	140
chr1	1034	131
chr1	1035	138
chr1	1036	147
chr1	1037	164
chr1	1038	159
chr1	1039	157
chr1	1040	153
chr1	1041	172
chr1	1042	179
chr1	1043	191
chr1	1044	206
chr1	1045	484
chr1	1046	482
chr1	1047	472
chr1	1048	494
chr1	1049	529
chr1	1050	530
chr1	1051	511
chr1	1052	499
chr1	1053	488
chr1	1054	476
chr1	1055	217
chr1	1056	215
chr1	1057	199
chr1	1058	182
chr1	1059	146
chr1	1060	160
chr1	1061	185
chr1	1062	207
chr1	1063	204
chr1	1064	206
chr1	1065	176
chr1	1066	163
chr1	1067	160
chr1	1068	152
chr1	1069	155
chr1	1070	148
chr1	1071	127
chr1	1072	113
chr1	1073	110
chr1	1074	122
chr1	1075	136
chr1	1076	143
chr1	1077	147
chr1	1078	157
chr1	1079	153
chr1	1080	147
chr1	1081	170
chr1	1082	188
chr1	1083	197
chr1	1084	201
chr1	1085	209
chr1	1086	218
chr1	1087	229
chr1	1088	238
chr1	1089	258
chr1	1090	263
chr1	1091	230
chr1	1092	207
chr1	1093	211
chr1	1094	202
chr1	1095	186
chr1	1096	176
chr1	1097	168
chr1	1098	171
chr1	1099	167
chr1	1100	170
chr1	1101	182
chr1	1102	189
chr1	1103	178
chr1	1104	165
chr1	1105	162
chr1	1106	159
chr1	1107	152
chr1	1108	137
chr1	1109	165
chr1	1110	153
chr1	1111	140
chr1	1112	136
chr1	1113	133
chr1	1114	132
chr1	1115	133
chr1	1116	131
chr1	1117	138
chr1	1118	156
chr1	1119	111
chr1	1120	113
chr1	1121	129
chr1	1122	120
chr1	1123	127
chr1	1124	123
chr1	1125	123
chr1	1126	133
chr1	1127	134
chr1	1128	110
chr1	1129	109
chr1	1130	111
chr1	1131	111
chr1	1132	119
chr1	1133	119
chr1	1134	118
chr1	1135	120
chr1	1136	112
chr1	1137	101
chr1	1138	101
chr1	1139	98
chr1	1140	93
chr1	1141	97
chr1	1142	99
chr1	1143	96
chr1	1144	101
chr1	1145	98
chr1	1146	99
chr1	1147	108
chr1	1148	103
chr1	1149	112
chr1	1150	115
chr1	1151	113
chr1	1152	110
chr1	1153	107
chr1	1154	110
chr1	1155	109
chr1	1156	109
chr1	1157	105
chr1	1158	106
chr1	1159	108
chr1	1160	112
chr1	1161	102
chr1	1162	101
chr1	1163	479
chr1	1164	551
chr1	1165	636
chr1	1166	857
chr1	1167	1125
chr1	1168	1177
chr1	1169	1185
chr1	1170	1209
chr1	1171	1228
chr1	1172	1240
chr1	1173	872
chr1	1174	844
chr1	1175	771
chr1	1176	559
chr1	1177	298
chr1	1178	267
chr1	1179	261
chr1	1180	242
chr1	1181	239
chr1	1182	674
chr1	1183	934
chr1	1184	895
chr1	1185	1042
chr1	1186	1075
chr1	1187	1342
chr1	1188	1474
chr1	1189	1702
chr1	1190	1698
chr1	1191	1683
chr1	1192	1245
chr1	1193	976
chr1	1194	991
chr1	1195	850
chr1	1196	821
chr1	1197	552
chr1	1198	407
chr1	1199	172
chr1	1200	161
chr1	1201	151
chr1	1202	139
chr1	1203	146
chr1	1204	126
chr1	1205	120
chr1	1206	100
chr1	1207	105
chr1	1208	110
chr1	1209	108
chr1	1210	118
chr1	1211	129
chr1	1212	124
chr1	1213	128
chr1	1214	138
chr1	1215	133
chr1	1216	148
chr1	1217	227
chr1	1218	236
chr1	1219	240
chr1	1220	238
chr1	1221	369
chr1	1222	518
chr1	1223	510
chr1	1224	508
chr1	1225	521
chr1	1226	529
chr1	1227	455
chr1	1228	439
chr1	1229	474
chr1	1230	623
chr1	1231	595
chr1	1232	643
chr1	1233	750
chr1	1234	748
chr1	1235	836
chr1	1236	956
chr1	1237	959
chr1	1238	1382
chr1	1239	1365
chr1	1240	1228
chr1	1241	1125
chr1	1242	1023
chr1	1243	917
chr1	1244	1048
chr1	1245	1150
chr1	1246	1019
chr1	1247	1008
chr1	1248	595
chr1	1249	588
chr1	1250	862
chr1	1251	1024
chr1	1252	1161
chr1	1253	1267
chr1	1254	1162
chr1	1255	955
chr1	1256	974
chr1	1257	1255
chr1	1258	1455
chr1	1259	1489
chr1	1260	1216
chr1	1261	1088
chr1	1262	1006
chr1	1263	904
chr1	1264	876
chr1	1265	1121
chr1	1266	1313
chr1	1267	1069
chr1	1268	928
chr1	1269	1294
chr1	1270	1354
chr1	1271	1488
chr1	1272	1463
chr1	1273	1770
chr1	1274	1792
chr1	1275	1596
chr1	1276	1428
chr1	1277	1396
chr1	1278	1354
chr1	1279	1055
chr1	1280	1331
chr1	1281	1351
chr1	1282	1245
chr1	1283	939
chr1	1284	927
chr1	1285	883
chr1	1286	855
chr1	1287	870
chr1	1288	1116
chr1	1289	1004
chr1	1290	653
chr1	1291	608
chr1	1292	608
chr1	1293	607
chr1	1294	696
chr1	1295	713
chr1	1296	694
chr1	1297	679
chr1	1298	407
chr1	1299	405
chr1	1300	408
chr1	1301	260
chr1	1302	263
chr1	1303	265
chr1	1304	167
chr1	1305	252
chr1	1306	295
chr1	1307	300
chr1	1308	327
chr1	1309	327
chr1	1310	330
chr1	1311	440
chr1	1312	436
chr1	1313	430
chr1	1314	426
chr1	1315	327
chr1	1316	284
chr1	1317	273
chr1	1318	244
chr1	1319	239
chr1	1320	242
chr1	1321	292
chr1	1322	371
chr1	1323	379
chr1	1324	373
chr1	1325	457
chr1	1326	959
chr1	1327	1381
chr1	1328	1395
chr1	1329	1397
chr1	1330	1561
chr1	1331	1402
chr1	1332	1344
chr1	1333	1351
chr1	1334	1676
chr1	1335	2027
chr1	1336	1534
chr1	1337	1109
chr1	1338	1133
chr1	1339	1156
chr1	1340	980
chr1	1341	976
chr1	1342	943
chr1	1343	948
chr1	1344	644
chr1	1345	199
chr1	1346	257
chr1	1347	254
chr1	1348	211
chr1	1349	189
chr1	1350	484
chr1	1351	894
chr1	1352	1080
chr1	1353	1245
chr1	1354	1348
chr1	1355	1355
chr1	1356	1299
chr1	1357	1319
chr1	1358	1458
chr1	1359	1669
chr1	1360	1440
chr1	1361	1076
chr1	1362	1007
chr1	1363	823
chr1	1364	712
chr1	1365	711
chr1	1366	702
chr1	1367	688
chr1	1368	556
chr1	1369	383
chr1	1370	741
chr1	1371	1175
chr1	1372	1533
chr1	1373	1830
chr1	1374	1836
chr1	1375	1841
chr1	1376	1835
chr1	1377	1841
chr1	1378	1839
chr1	1379	1823
chr1	1380	1402
chr1	1381	925
chr1	1382	457
chr1	1383	346
chr1	1384	660
chr1	1385	850
chr1	1386	871
chr1	1387	979
chr1	1388	1378
chr1	1389	1884
chr1	1390	2168
chr1	1391	2181
chr1	1392	2190
chr1	1393	2223
chr1	1394	2231
chr1	1395	2420
chr1	1396	3037
chr1	1397	3426
chr1	1398	3436
chr1	1399	3257
chr1	1400	2984
chr1	1401	3061
chr1	1402	3095
chr1	1403	2998
chr1	1404	3120
chr1	1405	3129
chr1	1406	2501
chr1	1407	2002
chr1	1408	1603
chr1	1409	1265
chr1	1410	1254
chr1	1411	1173
chr1	1412	1152
chr1	1413	1021
chr1	1414	569
chr1	1415	171
chr1	1416	335
chr1	1417	435
chr1	1418	753
chr1	1419	768
chr1	1420	883
chr1	1421	938
chr1	1422	1014
chr1	1423	1023
chr1	1424	1033
chr1	1425	1036
chr1	1426	870
chr1	1427	767
chr1	1428	457
chr1	1429	446
chr1	1430	348
chr1	1431	297
chr1	1432	210
chr1	1433	208
chr1	1434	193
chr1	1435	194
chr1	1436	195
chr1	1437	207
chr1	1438	202
chr1	1439	192
chr1	1440	183
chr1	1441	176
chr1	1442	161
chr1	1443	168
chr1	1444	282
chr1	1445	445
chr1	1446	629
chr1	1447	617
chr1	1448	600
chr1	1449	604
chr1	1450	599
chr1	1451	590
chr1	1452	590
chr1	1453	578
chr1	1454	455
chr1	1455	292
chr1	1456	100
chr1	1457	88
chr1	1458	89
chr1	1459	81
chr1	1460	74
chr1	1461	73
chr1	1462	73
chr1	1463	76
chr1	1464	85
chr1	1465	77
chr1	1466	84
chr1	1467	93
chr1	1468	102
chr1	1469	101
chr1	1470	174
chr1	1471	185
chr1	1472	355
chr1	1473	516
chr1	1474	880
chr1	1475	1199
chr1	1476	1643
chr1	1477	2007
chr1	1478	2119
chr1	1479	2186
chr1	1480	2145
chr1	1481	2140
chr1	1482	1975
chr1	1483	1822
chr1	1484	1470
chr1	1485	1168
chr1	1486	714
chr1	1487	350
chr1	1488	232
chr1	1489	172
chr1	1490	134
chr1	1491	128
chr1	1492	124
chr1	1493	123
chr1	1494	121
chr1	1495	112
chr1	1496	146
chr1	1497	158
chr1	1498	168
chr1	1499	171
chr1	1500	175
chr1	1501	183
chr1	1502	266
chr1	1503	278
chr1	1504	266
chr1	1505	267
chr1	1506	251
chr1	1507	239
chr1	1508	227
chr1	1509	242
chr1	1510	249
chr1	1511	251
chr1	1512	161
chr1	1513	147
chr1	1514	169
chr1	1515	162
chr1	1516	151
chr1	1517	148
chr1	1518	159
chr1	1519	130
chr1	1520	123
chr1	1521	131
chr1	1522	140
chr1	1523	126
chr1	1524	105
chr1	1525	116
chr1	1526	120
chr1	1527	117
chr1	1528	121
chr1	1529	122
chr1	1530	137
chr1	1531	119
chr1	1532	118
chr1	1533	123
chr1	1534	124
chr1	1535	119
chr1	1536	114
chr1	1537	117
chr1	1538	99
chr1	1539	102
chr1	1540	85
chr1	1541	82
chr1	1542	97
chr1	1543	101
chr1	1544	102
chr1	1545	116
chr1	1546	114
chr1	1547	115
chr1	1548	121
chr1	1549	118
chr1	1550	122
chr1	1551	130
chr1	1552	116
chr1	1553	125
chr1	1554	131
chr1	1555	118
chr1	1556	131
chr1	1557	138
chr1	1558	146
chr1	1559	153
chr1	1560	162
chr1	1561	196
chr1	1562	191
chr1	1563	184
chr1	1564	172
chr1	1565	172
chr1	1566	157
chr1	1567	159
chr1	1568	153
chr1	1569	149
chr1	1570	152
chr1	1571	113
chr1	1572	120
chr1	1573	109
chr1	1574	121
chr1	1575	110
chr1	1576	106
chr1	1577	99
chr1	1578	93
chr1	1579	84
chr1	1580	77
chr1	1581	75
chr1	1582	75
chr1	1583	84
chr1	1584	87
chr1	1585	95
chr1	1586	98
chr1	1587	91
chr1	1588	100
chr1	1589	105
chr1	1590	94
chr1	1591	99
chr1	1592	102
chr1	1593	108
chr1	1594	102
chr1	1595	118
chr1	1596	131
chr1	1597	150
chr1	1598	152
chr1	1599	159
chr1	1600	178
chr1	1601	188
chr1	1602	207
chr1	1603	219
chr1	1604	224
chr1	1605	222
chr1	1606	248
chr1	1607	246
chr1	1608	254
chr1	1609	253
chr1	1610	252
chr1	1611	254
chr1	1612	375
chr1	1613	656
chr1	1614	664
chr1	1615	666
chr1	1616	632
chr1	1617	627
chr1	1618	676
chr1	1619	1174
chr1	1620	1509
chr1	1621	1601
chr1	1622	1515
chr1	1623	1237
chr1	1624	1226
chr1	1625	1222
chr1	1626	1231
chr1	1627	1256
chr1	1628	1200
chr1	1629	874
chr1	1630	578
