strand	qName	qStart	qEnd	tName	tStart	tEnd	tHitLen	qHitLen	synteny_block_id	type	connector_color	connector_zorder
+	chr10	58105051	58449814	chr10	58031714	58438685	406971	344763	SB_60	normal	default	0
+	chr10	58503944	58867875	chr10	58439218	58810235	371017	363931	SB_61	normal	default	0
+	chr10	58918188	60317803	chr10	58829018	60275717	1446699	1399615	SB_62	normal	default	0
+	chr10	60311877	60593991	chr10	60221726	60418148	196422	282114	SB_63	normal	default	0
+	chr10	60645280	95870779	chr10	60482281	95888279	35405998	35225499	SB_64	normal	default	0
+	chr10	95978216	96248392	chr10	95912196	96197807	285611	270176	SB_65	normal	default	0
+	chr10	96345142	96498535	chr10	96119230	96267007	147777	153393	SB_68	normal	default	0
+	chr10	96369684	97394780	chr10	96323865	97442843	1118978	1025096	SB_69	normal	default	0
-	chr10	97395272	97493196	chr10	97583741	97710126	126385	97924	SB_73	inversion	default	0
-	chr10	97429072	97563549	chr10	97409457	97596159	186702	134477	SB_74	inversion	default	0
+	chr10	97526303	100222133	chr10	97736988	100438314	2701326	2695830	SB_75	normal	default	0
+	chr10	100315669	101216850	chr10	100450508	101351048	900540	901181	SB_76	normal	default	0
+	chr10	101269649	102275268	chr10	101355925	102331883	975958	1005619	SB_77	normal	default	0
+	chr10	102275283	104181187	chr10	102395484	104232667	1837183	1905904	SB_78	normal	default	0
+	chr10	104236355	104807634	chr10	104252679	104743000	490321	571279	SB_79	normal	default	0
+	chr10	104878226	107240871	chr10	104743505	107005906	2262401	2362645	SB_80	normal	default	0
+	chr10	107324076	107930106	chr10	107006334	107605590	599256	606030	SB_81	normal	default	0
-	chr10	107930141	108186877	chr10	107621862	107827691	205829	256736	SB_82	inversion	default	0
+	chr10	108260730	108812025	chr10	107828204	108336620	508416	551295	SB_83	normal	default	0
+	chr10	108867180	109412396	chr10	108336936	108830996	494060	545216	SB_84	normal	default	0
+	chr10	109551223	110596564	chr10	108830996	109740819	909823	1045341	SB_85	normal	default	0
+	chr10	110795419	111960806	chr10	109941318	110921697	980379	1165387	SB_86	normal	default	0
-	chr11	23	61734	chr11	1	62172	62171	61711	SB_87	inversion	default	0
+	chr11	137547	826800	chr11	64770	664701	599931	689253	SB_88	normal	default	0
+	chr11	928807	1681281	chr11	665103	1318660	653557	752474	SB_89	normal	default	0
+	chr11	1770990	2245350	chr11	1410473	1821760	411287	474360	SB_90	normal	default	0
-	chr11	2311729	2393911	chr11	1822271	1906244	83973	82182	SB_91	inversion	default	0
+	chr11	2427539	3201127	chr11	1906798	2598669	691871	773588	SB_92	normal	default	0
+	chr11	3288350	11156532	chr11	2598670	10464821	7866151	7868182	SB_93	normal	default	0
+	chr11	11218058	20684101	chr11	10465325	19828975	9363650	9466043	SB_94	normal	default	0
+	chr11	20780500	23976997	chr11	19829078	23029317	3200239	3196497	SB_95	normal	default	0
+	chr11	24049009	37410483	chr11	23029333	36551525	13522192	13361474	SB_96	normal	default	0
+	chr11	37469511	90772433	chr11	36551525	90163436	53611911	53302922	SB_97	normal	default	0
+	chr11	90895454	104602777	chr11	90173383	103735248	13561865	13707323	SB_98	normal	default	0
-	chr12	1	6485067	chr13	0	6524038	6524038	6485066	SB_156	inversion	red	20
+	chr12	6486825	8240202	chr13	6649980	8431822	1781842	1753377	SB_157	normal	default	0
-	chr12	8240202	8297509	chr13	8431822	8489421	57599	57307	SB_158	inversion	default	0
+	chr12	8297509	52530946	chr13	8495493	52874360	44378867	44233437	SB_159	normal	default	0
+	chr12	52609074	76206871	chr13	52974359	76422071	23447712	23597797	SB_164	normal	default	0
+	chr12	76217987	81897661	chr13	76402772	81861210	5458438	5679674	SB_165	normal	default	0
+	chr12	81998310	82090049	chr13	81878122	81970168	92046	91739	SB_166	normal	default	0
+	chr12	82148925	82224141	chr13	81987968	82063152	75184	75216	SB_167	normal	default	0
+	chr12	82280174	82517939	chr13	82063156	82292571	229415	237765	SB_168	normal	default	0
+	chr12	82572952	83849672	chr13	82292576	83387534	1094958	1276720	SB_169	normal	default	0
+	chr12	83933427	84238093	chr13	83387912	83648212	260300	304666	SB_170	normal	default	0
+	chr12	84297539	84612901	chr13	83648212	83929990	281778	315362	SB_171	normal	default	0
+	chr12	84849099	85119374	chr13	83950988	84214708	263720	270275	SB_172	normal	default	0
+	chr13	19808	433959	chr15'	5	358106	358101	414151	SB_99	normal	default	0
+	chr13	487943	570823	chr15'	375363	459232	83869	82880	SB_100	normal	default	0
-	chr13	594764	728454	chr15'	459738	571079	111341	133690	SB_101	inversion	default	0
+	chr13	788725	2158902	chr15'	571663	1825283	1253620	1370177	SB_102	normal	default	0
+	chr13	2217223	32835466	chr15'	1825793	32305184	30479391	30618243	SB_103	normal	default	0
+	chr13	32990677	35027916	chr15'	32305184	34330740	2025556	2037239	SB_104	normal	default	0
+	chr13	35204958	62471028	chr15'	34330744	61712752	27382008	27266070	SB_105	normal	default	0
+	chr13	62662808	63208095	chr15'	61749113	62287807	538694	545287	SB_106	normal	default	0
+	chr13	63292488	66694110	chr15'	62287868	65520150	3232282	3401622	SB_107	normal	default	0
+	chr13	66709311	66900481	chr15'	65700856	65891145	190289	191170	SB_108	normal	default	0
+	chr13	66921471	67042568	chr15'	66003977	66159775	155798	121097	SB_109	normal	default	0
+	chr13	67015146	67291592	chr15'	66187166	66377257	190091	276446	SB_110	normal	default	0
+	chr13	67168371	67354502	chr15'	66400162	66562164	162002	186131	SB_113	normal	default	0
+	chr13	67414634	67568468	chr15'	66685627	66793322	107695	153834	SB_114	normal	default	0
+	chr13	67450219	67683080	chr15'	66902981	67149904	246923	232861	SB_116	normal	default	0
+	chr13	67684067	67736087	chr15'	66802849	66863350	60501	52020	SB_118	normal	default	0
+	chr13	67799980	67953608	chr15'	67156979	67293719	136740	153628	SB_120	normal	default	0
+	chr13	68208451	70717381	chr15'	67398959	69760848	2361889	2508930	SB_122	normal	default	0
+	chr13	70822340	74983681	chr15'	69763013	73756139	3993126	4161341	SB_123	normal	default	0
+	chr13	75059599	76148503	chr15'	73756504	74782976	1026472	1088904	SB_124	normal	default	0
+	chr13	76114470	81003926	chr15'	74838499	79621608	4783109	4889456	SB_125	normal	default	0
+	chr13	81058456	85344143	chr15'	79621608	83793000	4171392	4285687	SB_126	normal	default	0
+	chr13	85413342	86102877	chr15'	83793127	84457971	664844	689535	SB_127	normal	default	0
+	chr13	86161497	89215525	chr15'	84476756	87364335	2887579	3054028	SB_128	normal	default	0
+	chr13	89430220	91328206	chr15'	87453261	89207887	1754626	1897986	SB_129	normal	default	0
+	chr13	91331517	91650891	chr15'	89336497	89625098	288601	319374	SB_130	normal	default	0
+	chr13	91705363	92498454	chr15'	89625274	90343966	718692	793091	SB_131	normal	default	0
+	chr14	30364	1083341	chr14	8617	897494	888877	1052977	SB_132	normal	default	0
-	chr14	1113377	3565510	chr14	899254	3013829	2114575	2452133	SB_133	inversion	red	20
+	chr14	3614665	12478021	chr14	3015004	11686366	8671362	8863356	SB_134	normal	default	0
+	chr14	12509743	27073907	chr14	11665112	26121166	14456054	14564164	SB_135	normal	default	0
+	chr14	27074129	36469653	chr14	26171451	35622829	9451378	9395524	SB_136	normal	default	0
+	chr14	36638130	36742514	chr14	35642277	35716748	74471	104384	SB_137	normal	default	0
+	chr14	36808839	40801487	chr14	35716748	39767287	4050539	3992648	SB_138	normal	default	0
+	chr14	40908950	43099751	chr14	39767287	41960462	2193175	2190801	SB_139	normal	default	0
+	chr14	43152799	45254525	chr14	41960464	44033532	2073068	2101726	SB_140	normal	default	0
+	chr14	45321025	47298842	chr14	44033532	46009725	1976193	1977817	SB_141	normal	default	0
+	chr14	47299201	60989067	chr14	46100552	59958337	13857785	13689866	SB_142	normal	default	0
+	chr14	60989506	61876795	chr14	60032909	60981178	948269	887289	SB_143	normal	default	0
-	chr14	61886937	61953058	chr14	60981178	61043292	62114	66121	SB_144	inversion	default	0
+	chr14	61963192	64021229	chr14	61043292	63097550	2054258	2058037	SB_145	normal	default	0
-	chr14	64037203	64098986	chr14	63097581	63149367	51786	61783	SB_146	inversion	default	0
+	chr14	64210235	66869187	chr14	63149894	65810325	2660431	2658952	SB_147	normal	default	0
+	chr14	66959527	68042922	chr14	65810326	66823264	1012938	1083395	SB_148	normal	default	0
+	chr14	68099811	70153808	chr14	67343654	69307319	1963665	2053997	SB_149	normal	default	0
+	chr14	70239034	86443844	chr14	69309934	85376555	16066621	16204810	SB_152	normal	default	0
+	chr14	86496271	88224535	chr14	85377067	86999530	1622463	1728264	SB_153	normal	default	0
+	chr14	88303844	90065694	chr14	86999530	88609765	1610235	1761850	SB_154	normal	default	0
+	chr14	89932792	90020023	chr7	42300274	42375216	74942	87231	SB_155	translocation	default	0
+	chr15	1	452662	chr12	213410	616388	402978	452661	SB_185	normal	default	0
+	chr15	604757	704833	chr12	638943	727368	88425	100076	SB_186	normal	default	0
+	chr15	758632	5285989	chr12	752429	5016156	4263727	4527357	SB_187	normal	default	0
+	chr15	5366396	7902094	chr12	5016156	7515126	2498970	2535698	SB_188	normal	default	0
+	chr15	7954570	8768191	chr12	7515147	8320468	805321	813621	SB_189	normal	default	0
+	chr15	8910741	9090154	chr12	8428190	8626292	198102	179413	SB_190	normal	default	0
+	chr15	9141404	12328873	chr12	8626292	11613435	2987143	3187469	SB_191	normal	default	0
+	chr15	12336304	13098713	chr12	11721726	12475808	754082	762409	SB_192	normal	default	0
+	chr15	13160563	13225725	chr12	12982224	13046484	64260	65162	SB_194	normal	default	0
+	chr15	13311078	18896975	chr12	13164227	18667327	5503100	5585897	SB_195	normal	default	0
+	chr15	18959485	29839540	chr12	18667838	29499240	10831402	10880055	SB_198	normal	default	0
+	chr15	29896559	34257716	chr12	29499258	33800158	4300900	4361157	SB_199	normal	default	0
+	chr15	34314920	35494481	chr12	33800672	34935540	1134868	1179561	SB_200	normal	default	0
+	chr15	35550692	36245506	chr12	34935540	35606511	670971	694814	SB_201	normal	default	0
+	chr15	36319950	37550215	chr12	35607383	36751377	1143994	1230265	SB_202	normal	default	0
+	chr15	37635854	38695575	chr12	36751377	37728199	976822	1059721	SB_203	normal	default	0
+	chr15	38844948	41036324	chr12	37728718	39793984	2065266	2191376	SB_204	normal	default	0
+	chr15	41120702	43677301	chr12	39793988	42279044	2485056	2556599	SB_205	normal	default	0
+	chr15	43745802	45948803	chr12	42279045	44460938	2181893	2203001	SB_206	normal	default	0
+	chr15	46031984	54726284	chr12	44461752	52712634	8250882	8694300	SB_207	normal	default	0
+	chr15	54814432	55830786	chr12	52713084	53652108	939024	1016354	SB_208	normal	default	0
+	chr15	55882556	56752911	chr12	53681948	54507119	825171	870355	SB_209	normal	default	0
+	chr15	56859997	56950998	chr12	54538329	54629449	91120	91001	SB_210	normal	default	0
-	chr15	56998977	57072858	chr12	54629449	54702373	72924	73881	SB_211	inversion	default	0
+	chr15	57120593	58652325	chr12	54702673	56005716	1303043	1531732	SB_212	normal	default	0
+	chr15	58731528	58849553	chr12	56056705	56153422	96717	118025	SB_213	normal	default	0
+	chr15	58933378	59432962	chr12	56205562	56652285	446723	499584	SB_214	normal	default	0
+	chr15	59483158	59551624	chr12	56652289	56725963	73674	68466	SB_215	normal	default	0
+	chr16	109	13264791	chr16	2	13120324	13120322	13264682	SB_173	normal	default	0
+	chr16	13347010	19413089	chr16	13156876	19173763	6016887	6066079	SB_174	normal	default	0
+	chr16	19499980	30906047	chr16	19174336	30553008	11378672	11406067	SB_175	normal	default	0
+	chr16	31161774	34395794	chr16	30594690	33844345	3249655	3234020	SB_176	normal	default	0
+	chr16	34414225	65080221	chr16	33798443	64238380	30439937	30665996	SB_177	normal	default	0
-	chr16	65030593	65102712	chr16	64237712	64291768	54056	72119	SB_181	inversion	default	0
+	chr16	65117965	65252765	chr16	64291373	64420911	129538	134800	SB_183	normal	default	0
+	chr16	65317075	67763370	chr16	64421419	66763666	2342247	2446295	SB_184	normal	default	0
+	chr17	24433	563532	chr17'	868	507474	506606	539099	SB_216	normal	default	0
+	chr17	718716	1016654	chr17'	507494	792704	285210	297938	SB_217	normal	default	0
+	chr17	1095041	1751059	chr17'	815501	1445042	629541	656018	SB_218	normal	default	0
+	chr17	1847530	3091274	chr17'	1445557	2521136	1075579	1243744	SB_219	normal	default	0
+	chr17	3187055	3703956	chr17'	2522951	2996593	473642	516901	SB_220	normal	default	0
+	chr17	3709207	3820178	chr17'	3054149	3191224	137075	110971	SB_221	normal	default	0
+	chr17	3773326	3841541	chr17'	2984136	3043716	59580	68215	SB_222	normal	default	0
-	chr17	3811508	3897548	chr17'	3223789	3304406	80617	86040	SB_223	inversion	default	0
+	chr17	3871554	4195096	chr17'	3347527	3659639	312112	323542	SB_224	normal	default	0
+	chr17	4286196	4675811	chr17'	3706187	4126207	420020	389615	SB_225	normal	default	0
+	chr17	4761920	7398081	chr17'	4156554	6698228	2541674	2636161	SB_226	normal	default	0
+	chr17	7398081	16521914	chr17'	6775276	15450797	8675521	9123833	SB_227	normal	default	0
+	chr17	16580807	17182990	chr17'	15451686	16061979	610293	602183	SB_228	normal	default	0
+	chr17	17249360	18134933	chr17'	16061979	16943944	881965	885573	SB_229	normal	default	0
+	chr17	18212293	20293596	chr17'	16943959	18955621	2011662	2081303	SB_230	normal	default	0
-	chr17	20294810	20422682	chr17'	18950593	19082074	131481	127872	SB_232	inversion	default	0
-	chr17	20405479	20458608	chr17'	19052131	19129487	77356	53129	SB_233	inversion	default	0
-	chr17	20448524	20567791	chr17'	19138097	19278894	140797	119267	SB_234	inversion	default	0
+	chr17	20552316	24730761	chr17'	19281267	23277792	3996525	4178445	SB_236	normal	default	0
+	chr17	24783464	25957701	chr17'	23277792	24314654	1036862	1174237	SB_237	normal	default	0
+	chr17	26019524	30166237	chr17'	24314654	28408847	4094193	4146713	SB_238	normal	default	0
+	chr17	30236107	47877871	chr17'	28408847	45816943	17408096	17641764	SB_239	normal	default	0
+	chr17	47958288	53586056	chr17'	45817451	51343784	5526333	5627768	SB_241	normal	default	0
+	chr17	53645040	53738760	chr17'	51344286	51421060	76774	93720	SB_242	normal	default	0
+	chr17	53795574	53874048	chr17'	51421584	51494275	72691	78474	SB_243	normal	default	0
+	chr17	53941234	54532922	chr17'	51494778	52057101	562323	591688	SB_244	normal	default	0
-	chr17	54559890	54748078	chr17'	52057595	52222642	165047	188188	SB_245	inversion	default	0
+	chr17	54777090	56227008	chr17'	52223152	53479384	1256232	1449918	SB_246	normal	default	0
+	chr17	56295719	57606852	chr17'	53513420	54729503	1216083	1311133	SB_247	normal	default	0
+	chr18	25337	5680931	chr18	7049	5347190	5340141	5655594	SB_248	normal	default	0
-	chr18	5686400	5740329	chr18	5347688	5401179	53491	53929	SB_249	inversion	default	0
+	chr18	5795295	8132960	chr18	5401581	7517346	2115765	2337665	SB_250	normal	default	0
+	chr18	8254517	8442688	chr18	7544666	7729759	185093	188171	SB_251	normal	default	0
+	chr18	8537123	9106135	chr18	7729761	8226750	496989	569012	SB_252	normal	default	0
+	chr18	9166374	9254439	chr18	8201614	8427130	225516	88065	SB_253	normal	default	0
+	chr18	9356239	14655489	chr18	8390722	13485177	5094455	5299250	SB_255	normal	default	0
+	chr18	14731949	15042411	chr18	13485396	13765930	280534	310462	SB_256	normal	default	0
-	chr18	15057492	15200268	chr18	13766448	13892458	126010	142776	SB_257	inversion	default	0
+	chr18	15236222	15865556	chr18	13920083	14438614	518531	629334	SB_258	normal	default	0
+	chr18	15982604	16041569	chr15'	41122205	41191681	69476	58965	SB_259	translocation	default	0
-	chr18	16049796	16105622	chr18	14560613	14661857	101244	55826	SB_260	inversion	default	0
+	chr18	16105997	16357566	chr18	14686151	14959008	272857	251569	SB_261	normal	default	0
+	chr18	16416970	18387925	chr18	15032385	16810878	1778493	1970955	SB_262	normal	default	0
+	chr18	18388420	18825234	chr18	16893136	17322853	429717	436814	SB_263	normal	default	0
+	chr18	18907473	22805482	chr18	17322853	21166501	3843648	3898009	SB_264	normal	default	0
-	chr18	22808169	23002744	chr18	21177916	21358988	181072	194575	SB_265	inversion	default	0
+	chr18	22978142	23944175	chr18	21367506	22344607	977101	966033	SB_266	normal	default	0
+	chr18	23965030	28461674	chr18	22398799	26884257	4485458	4496644	SB_267	normal	default	0
+	chr18	28518766	34278642	chr18	26884257	32579729	5695472	5759876	SB_268	normal	default	0
+	chr18	34348456	39137524	chr18	32579729	36963321	4383592	4789068	SB_269	normal	default	0
+	chr2	74118	2196247	chr2'	0	1760827	1760827	2122129	SB_1	normal	default	0
+	chr2	2309342	2677832	chr2'	1787819	2115003	327184	368490	SB_2	normal	default	0
-	chr2	2710478	2855367	chr2'	2115505	2261903	146398	144889	SB_3	inversion	default	0
+	chr2	2861834	3188385	chr2'	2262167	2539924	277757	326551	SB_4	normal	default	0
+	chr2	3250205	3435458	chr2'	2540420	2710140	169720	185253	SB_5	normal	default	0
+	chr2	3492318	5547272	chr2'	2710436	4675982	1965546	2054954	SB_6	normal	default	0
+	chr2	5580886	7356606	chr2'	4632300	6412796	1780496	1775720	SB_7	normal	default	0
+	chr2	7425518	12666229	chr2'	6412809	11655775	5242966	5240711	SB_8	normal	default	0
+	chr2	12735247	16000310	chr2'	11655775	14936666	3280891	3265063	SB_9	normal	default	0
+	chr2	15791432	15881157	chr12	12781111	12836313	55202	89725	SB_10	translocation	default	0
+	chr2	16071798	45689021	chr2'	14937123	45035243	30098120	29617223	SB_11	normal	default	0
+	chr2	45616563	65995209	chr2'	45022493	65663928	20641435	20378646	SB_13	normal	default	0
+	chr2	65995209	82638437	chr2'	65788404	82635542	16847138	16643228	SB_17	normal	default	0
+	chr2	82782698	83034059	chr2'	82657507	82882463	224956	251361	SB_19	normal	default	0
+	chr2	83095554	116444459	chr2'	82931747	116305370	33373623	33348905	SB_20	normal	default	0
+	chr2	116499930	120897903	chr2'	116306144	120716585	4410441	4397973	SB_21	normal	default	0
+	chr2	120900809	138834842	chr2'	120795700	138691394	17895694	17934033	SB_23	normal	default	0
+	chr2	138920292	140582013	chr2'	138691964	140372965	1681001	1661721	SB_24	normal	default	0
+	chr2	140645196	141948059	chr2'	140372965	141701650	1328685	1302863	SB_25	normal	default	0
+	chr2	142490674	147314796	chr2'	141704556	146563690	4859134	4824122	SB_26	normal	default	0
-	chr2	147316903	147532313	chr2'	146563690	146783983	220293	215410	SB_27	inversion	default	0
+	chr2	147535827	156642786	chr2'	146783983	155948212	9164229	9106959	SB_28	normal	default	0
+	chr2	156740711	156896013	chr2'	156026466	156186098	159632	155302	SB_29	normal	default	0
+	chr2	156913042	161171639	chr2'	156259309	160366855	4107546	4258597	SB_30	normal	default	0
+	chr2	161252873	168276243	chr2'	160414550	167399043	6984493	7023370	SB_31	normal	default	0
-	chr2	168279121	168355388	chr2'	167402382	167472319	69937	76267	SB_32	inversion	default	0
+	chr2	168362504	173426630	chr2'	167472302	172551172	5078870	5064126	SB_33	normal	default	0
+	chr2	173526049	196506565	chr2'	172551172	195465144	22913972	22980516	SB_34	normal	default	0
+	chr2	196560638	201263661	chr2'	195528887	200103887	4575000	4703023	SB_35	normal	default	0
+	chr2	201346256	202344137	chr2'	200142685	201057568	914883	997881	SB_36	normal	default	0
+	chr2	202406389	204109609	chr2'	201080105	202677276	1597171	1703220	SB_37	normal	default	0
+	chr2	204205375	204910596	chr2'	202729073	203421018	691945	705221	SB_38	normal	default	0
+	chr2	205053364	205192374	chr2'	203558113	203674979	116866	139010	SB_39	normal	default	0
+	chr2	205227883	205390126	chr2'	203639651	203760325	120674	162243	SB_40	normal	default	0
+	chr2	205672402	205815074	chr2'	203884124	203996895	112771	142672	SB_42	normal	default	0
+	chr2	205777742	205914378	chr2'	204052045	204149205	97160	136636	SB_43	normal	default	0
+	chr2	206066651	206175395	chr2'	204168271	204248801	80530	108744	SB_44	normal	default	0
+	chr2	206176607	209714973	chr2'	204363057	207811449	3448392	3538366	SB_45	normal	default	0
+	chr2	209764979	214479867	chr2'	207809068	212239754	4430686	4714888	SB_46	normal	default	0
+	chr2	214498271	216100366	chr2'	212305047	213755001	1449954	1602095	SB_47	normal	default	0
+	chr2	216224305	216441385	chr2'	213801995	214021793	219798	217080	SB_48	normal	default	0
+	chr3	20248	129870	chr3'	107	116580	116473	109622	SB_338	normal	default	0
+	chr3	292901	454540	chr3'	201067	338959	137892	161639	SB_339	normal	default	0
+	chr3	518099	1317955	chr3'	338963	997923	658960	799856	SB_340	normal	default	0
+	chr3	1395759	1933097	chr3'	998220	1514623	516403	537338	SB_341	normal	default	0
+	chr3	2092091	2181052	chr3'	1515136	1602082	86946	88961	SB_342	normal	default	0
+	chr3	2296291	2447203	chr3'	1624890	1762133	137243	150912	SB_343	normal	default	0
+	chr3	2501118	40993011	chr3'	1762393	40498881	38736488	38491893	SB_344	normal	default	0
-	chr3	41055613	41140069	chr3'	40498881	40576351	77470	84456	SB_345	inversion	default	0
+	chr3	41146114	62572205	chr3'	40587232	62227704	21640472	21426091	SB_346	normal	default	0
-	chr3	62572701	62638713	chr3'	62268858	62340396	71538	66012	SB_347	inversion	default	0
+	chr3	62689878	64984286	chr3'	62345732	64656925	2311193	2294408	SB_348	normal	default	0
+	chr3	65069741	74321798	chr3'	64656925	73940270	9283345	9252057	SB_349	normal	default	0
-	chr3	74324975	74624127	chr3'	73940414	74240432	300018	299152	SB_350	inversion	default	0
+	chr3	74648259	79175833	chr3'	74284525	78785368	4500843	4527574	SB_351	normal	default	0
+	chr3	79251533	81085808	chr3'	78785368	80526516	1741148	1834275	SB_352	normal	default	0
+	chr3	81302889	81755481	chr3'	80526516	80936805	410289	452592	SB_353	normal	default	0
+	chr3	81756144	82463806	chr3'	81169517	81908767	739250	707662	SB_354	normal	default	0
+	chr3	82587165	82701508	chr3'	81916488	82034540	118052	114343	SB_355	normal	default	0
+	chr3	82819661	83098745	chr3'	82034601	82319053	284452	279084	SB_356	normal	default	0
+	chr3	83100172	83230737	chr3'	82392958	82511410	118452	130565	SB_357	normal	default	0
+	chr3	83264924	120353817	chr3'	82630217	119821165	37190948	37088893	SB_358	normal	default	0
+	chr3	120437794	130023421	chr3'	119821167	129447619	9626452	9585627	SB_359	normal	default	0
+	chr3	130122311	133054803	chr3'	129448338	132440096	2991758	2932492	SB_360	normal	default	0
+	chr3	133137252	134974260	chr3'	132440209	134324634	1884425	1837008	SB_361	normal	default	0
+	chr3	135035071	139530798	chr3'	134324654	138822124	4497470	4495727	SB_362	normal	default	0
+	chr3	139601568	148032259	chr3'	138822124	147291304	8469180	8430691	SB_363	normal	default	0
+	chr3	148131663	150201652	chr3'	147291826	149279057	1987231	2069989	SB_364	normal	default	0
+	chr3	150260517	151256349	chr3'	149279574	150219809	940235	995832	SB_365	normal	default	0
+	chr3	151318345	153237275	chr3'	150219809	152080999	1861190	1918930	SB_366	normal	default	0
+	chr3	153295785	163209973	chr3'	152080999	161953438	9872439	9914188	SB_367	normal	default	0
+	chr3	163376712	168824866	chr3'	161953949	167351614	5397665	5448154	SB_368	normal	default	0
+	chr3	168854528	170739903	chr3'	167419542	169297568	1878026	1885375	SB_369	normal	default	0
-	chr3	170785221	170836622	chr3'	169302098	169353694	51596	51401	SB_370	inversion	default	0
+	chr3	170842704	176777154	chr3'	169353694	175237921	5884227	5934450	SB_371	normal	default	0
+	chr3	176859785	195004429	chr3'	175237924	193350146	18112222	18144644	SB_372	normal	default	0
+	chr4	626	18296840	chr4'	1056	18095441	18094385	18296214	SB_373	normal	default	0
+	chr4	18367597	34323298	chr4'	18095448	34115194	16019746	15955701	SB_374	normal	default	0
+	chr4	34388449	42837678	chr4'	34115196	42595465	8480269	8449229	SB_375	normal	default	0
+	chr4	43033036	47904209	chr4'	42595465	47515972	4920507	4871173	SB_376	normal	default	0
+	chr4	48011639	53108268	chr4'	47515976	52654925	5138949	5096629	SB_377	normal	default	0
+	chr4	53176955	63925245	chr4'	52654929	63434842	10779913	10748290	SB_378	normal	default	0
-	chr4	64276675	64376007	chr4'	63492215	63606279	114064	99332	SB_379	inversion	default	0
-	chr4	64507930	64693694	chr4'	63622742	63784193	161451	185764	SB_380	inversion	default	0
+	chr4	64705865	69356003	chr4'	63790351	68490341	4699990	4650138	SB_381	normal	default	0
+	chr4	69407794	80588670	chr4'	68515896	79723703	11207807	11180876	SB_382	normal	default	0
+	chr4	80675278	80743613	chr4'	79779596	79857228	77632	68335	SB_383	normal	default	0
-	chr4	80814760	80907683	chr4'	79854532	79943521	88989	92923	SB_384	inversion	default	0
+	chr4	80907683	83340520	chr4'	79947217	82550003	2602786	2432837	SB_385	normal	default	0
+	chr4	83430813	83582808	chr4'	82550148	82701571	151423	151995	SB_386	normal	default	0
+	chr4	83665523	87050431	chr4'	82701574	86023865	3322291	3384908	SB_387	normal	default	0
-	chr4	87049918	87112543	chr4'	86023194	86102641	79447	62625	SB_388	inversion	default	0
+	chr4	87112585	88871261	chr4'	86086038	87669981	1583943	1758676	SB_389	normal	default	0
+	chr4	88929650	89015912	chr4'	87705720	87791275	85555	86262	SB_392	normal	default	0
+	chr4	89068086	90770980	chr4'	87791275	89457670	1666395	1702894	SB_393	normal	default	0
-	chr4	90772126	90836526	chr4'	89457670	89513092	55422	64400	SB_394	inversion	default	0
