strand	qName	qStart	qEnd	tName	tStart	tEnd	tHitLen	qHitLen	synteny_block_id	type	connector_color	connector_zorder
+	HiC_scaffold_10	72	11652861	HiC_scaffold_10	0	11548953	11548953	11652789	SB_21	normal	default	0
+	HiC_scaffold_10	11727897	12375218	HiC_scaffold_10	11549907	12239954	690047	647321	SB_22	normal	default	0
+	HiC_scaffold_10	12461807	13229446	HiC_scaffold_10	12257693	13030306	772613	767639	SB_23	normal	default	0
+	HiC_scaffold_10	13365996	13850437	HiC_scaffold_10	13205579	13752732	547153	484441	SB_24	normal	default	0
+	HiC_scaffold_10	13934679	14336279	HiC_scaffold_10	13812166	14287635	475469	401600	SB_25	normal	default	0
+	HiC_scaffold_10	14379689	15751110	HiC_scaffold_10	14499214	15871348	1372134	1371421	SB_27	normal	default	0
+	HiC_scaffold_10	15775352	51296347	HiC_scaffold_10	15956942	51578715	35621773	35520995	SB_28	normal	default	0
+	HiC_scaffold_10	51297406	53295338	HiC_scaffold_10	51723715	53662939	1939224	1997932	SB_29	normal	default	0
+	HiC_scaffold_10	53353527	53727250	HiC_scaffold_10	53676753	54096555	419802	373723	SB_30	normal	default	0
-	HiC_scaffold_10	53727275	53879193	HiC_scaffold_10	54096449	54240852	144403	151918	SB_31	inversion	default	0
+	HiC_scaffold_10	53879193	54076441	HiC_scaffold_10	54241424	54448686	207262	197248	SB_32	normal	default	0
+	HiC_scaffold_10	54077396	78460716	HiC_scaffold_10	54522150	79108395	24586245	24383320	SB_33	normal	default	0
+	HiC_scaffold_10	78460716	91891518	HiC_scaffold_10	79058664	92484155	13425491	13430802	SB_34	normal	default	0
+	HiC_scaffold_10	91877883	111179920	HiC_scaffold_10	92533253	111951331	19418078	19302037	SB_35	normal	default	0
+	HiC_scaffold_11	21	1547594	HiC_scaffold_11	491309	2028494	1537185	1547573	SB_36	normal	default	0
+	HiC_scaffold_11	1547594	2079515	HiC_scaffold_11	2088188	2633496	545308	531921	SB_37	normal	default	0
-	HiC_scaffold_11	2079555	13548101	HiC_scaffold_11	2633502	14064481	11430979	11468546	SB_38	inversion	red	20
+	HiC_scaffold_11	13548625	68854979	HiC_scaffold_11	14064001	69383119	55319118	55306354	SB_39	normal	default	0
-	HiC_scaffold_11	68854979	68908978	HiC_scaffold_11	69383144	69446521	63377	53999	SB_40	inversion	default	0
+	HiC_scaffold_11	68908978	93515269	HiC_scaffold_11	69485168	94179659	24694491	24606291	SB_41	normal	default	0
+	HiC_scaffold_11	93565792	102744358	HiC_scaffold_11	94179727	103344628	9164901	9178566	SB_42	normal	default	0
+	HiC_scaffold_11	102819417	104465052	HiC_scaffold_11	103378535	104988705	1610170	1645635	SB_43	normal	default	0
-	HiC_scaffold_12	0	467057	HiC_scaffold_12	91765066	92213919	448853	467057	SB_44	normal	default	0
-	HiC_scaffold_12	537238	1170635	HiC_scaffold_12	91107302	91734088	626786	633397	SB_45	normal	default	0
-	HiC_scaffold_12	1251615	3163889	HiC_scaffold_12	88995546	90888575	1893029	1912274	SB_46	normal	default	0
-	HiC_scaffold_12	3350199	24417792	HiC_scaffold_12	67891512	88940849	21049337	21067593	SB_47	normal	default	0
-	HiC_scaffold_12	24441630	24638658	HiC_scaffold_12	67584944	67793575	208631	197028	SB_48	normal	default	0
-	HiC_scaffold_12	24691205	25009009	HiC_scaffold_12	67266000	67584942	318942	317804	SB_49	normal	default	0
-	HiC_scaffold_12	25025381	25164946	HiC_scaffold_12	67087456	67189643	102187	139565	SB_50	normal	default	0
-	HiC_scaffold_12	25094072	25209026	HiC_scaffold_12	66799983	66896385	96402	114954	SB_51	normal	default	0
-	HiC_scaffold_12	25236179	25291840	HiC_scaffold_12	66939631	67007647	68016	55661	SB_52	normal	default	0
-	HiC_scaffold_12	25305170	25509052	HiC_scaffold_12	66645567	66858239	212672	203882	SB_53	normal	default	0
-	HiC_scaffold_12	25951678	26246499	HiC_scaffold_12	66037713	66338065	300352	294821	SB_54	normal	default	0
+	HiC_scaffold_12	26266194	26333618	HiC_scaffold_12	65961781	66032805	71024	67424	SB_55	inversion	default	0
-	HiC_scaffold_12	26348945	30636001	HiC_scaffold_12	61632964	65961398	4328434	4287056	SB_56	normal	default	0
-	HiC_scaffold_12	30687903	89546766	HiC_scaffold_12	2542797	61632964	59090167	58858863	SB_58	normal	default	0
-	HiC_scaffold_12	89690820	91342180	HiC_scaffold_12	932340	2542797	1610457	1651360	SB_59	normal	default	0
-	HiC_scaffold_12	91453400	92415531	HiC_scaffold_12	18884	932340	913456	962131	SB_60	normal	default	0
-	HiC_scaffold_13	0	2904469	HiC_scaffold_13	87235769	90064060	2828291	2904469	SB_61	normal	default	0
-	HiC_scaffold_13	2904469	3366117	HiC_scaffold_13	86715506	87167423	451917	461648	SB_62	normal	default	0
-	HiC_scaffold_13	3438699	11856418	HiC_scaffold_13	78211993	86633263	8421270	8417719	SB_63	normal	default	0
-	HiC_scaffold_13	11873681	36311887	HiC_scaffold_13	53575405	78159768	24584363	24438206	SB_64	normal	default	0
-	HiC_scaffold_13	36370364	67777597	HiC_scaffold_13	22067684	53574893	31507209	31407233	SB_65	normal	default	0
+	HiC_scaffold_13	68053363	68114653	HiC_scaffold_13	21969690	22022982	53292	61290	SB_66	inversion	default	0
+	HiC_scaffold_13	68120284	68213353	HiC_scaffold_13	21848648	21945889	97241	93069	SB_67	inversion	default	0
+	HiC_scaffold_13	68284429	68448833	HiC_scaffold_13	21583098	21747719	164621	164404	SB_68	inversion	default	0
-	HiC_scaffold_13	68464990	70045936	HiC_scaffold_13	19972087	21541884	1569797	1580946	SB_69	normal	default	0
-	HiC_scaffold_13	70092969	89806965	HiC_scaffold_13	202456	19881818	19679362	19713996	SB_70	normal	default	0
+	HiC_scaffold_14	1583	40492215	HiC_scaffold_14	0	40488763	40488763	40490632	SB_71	normal	default	0
+	HiC_scaffold_14	40572027	65316007	HiC_scaffold_14	40488763	65226316	24737553	24743980	SB_72	normal	default	0
+	HiC_scaffold_14	65316007	78576795	HiC_scaffold_14	65277933	78529522	13251589	13260788	SB_73	normal	default	0
-	HiC_scaffold_14	78576795	85165887	HiC_scaffold_14	78565285	85132530	6567245	6589092	SB_74	inversion	red	20
+	HiC_scaffold_14	85417365	85667157	HiC_scaffold_11	13724	282686	268962	249792	SB_75	translocation	default	0
+	HiC_scaffold_15	2309	23747483	HiC_scaffold_15	2169	23722579	23720410	23745174	SB_76	normal	default	0
+	HiC_scaffold_15	23913932	36484433	HiC_scaffold_15	23887114	36550311	12663197	12570501	SB_77	normal	default	0
-	HiC_scaffold_15	36484434	36682703	HiC_scaffold_15	36550311	36729113	178802	198269	SB_78	inversion	default	0
+	HiC_scaffold_15	36675481	36848853	HiC_scaffold_15	36791868	36961604	169736	173372	SB_79	normal	default	0
+	HiC_scaffold_15	36949538	39239594	HiC_scaffold_15	36963795	39246076	2282281	2290056	SB_80	normal	default	0
+	HiC_scaffold_15	39240367	54156497	HiC_scaffold_15	39315098	54280555	14965457	14916130	SB_81	normal	default	0
+	HiC_scaffold_15	54173044	67353455	HiC_scaffold_15	54337117	67541439	13204322	13180411	SB_82	normal	default	0
+	HiC_scaffold_16	547	7459521	HiC_scaffold_16	0	7515541	7515541	7458974	SB_83	normal	default	0
+	HiC_scaffold_16	7465694	11703595	HiC_scaffold_16	7594163	11800358	4206195	4237901	SB_84	normal	default	0
+	HiC_scaffold_16	11703640	40109211	HiC_scaffold_16	11876017	40294652	28418635	28405571	SB_85	normal	default	0
+	HiC_scaffold_16	40173528	43194212	HiC_scaffold_16	40317245	43349476	3032231	3020684	SB_87	normal	default	0
+	HiC_scaffold_16	43234477	52728138	HiC_scaffold_16	43406931	52914925	9507994	9493661	SB_88	normal	default	0
+	HiC_scaffold_16	52735015	59263546	HiC_scaffold_16	53057879	59487806	6429927	6528531	SB_89	normal	default	0
-	HiC_scaffold_17	42976	676542	HiC_scaffold_17	57093655	57726807	633152	633566	SB_90	normal	default	0
-	HiC_scaffold_17	676542	2730653	HiC_scaffold_17	55052022	56972976	1920954	2054111	SB_91	normal	default	0
-	HiC_scaffold_17	2979522	3718848	HiC_scaffold_17	54150103	54872832	722729	739326	SB_92	normal	default	0
+	HiC_scaffold_17	4005199	4073717	HiC_scaffold_17	53927501	53994096	66595	68518	SB_93	inversion	default	0
-	HiC_scaffold_17	4114491	7491727	HiC_scaffold_17	50504323	53776120	3271797	3377236	SB_94	normal	default	0
-	HiC_scaffold_17	7545395	20539891	HiC_scaffold_17	37504328	50504191	12999863	12994496	SB_95	normal	default	0
-	HiC_scaffold_17	20753565	20835209	HiC_scaffold_17	37240990	37314257	73267	81644	SB_96	normal	default	0
-	HiC_scaffold_17	20885864	54627838	HiC_scaffold_17	3332666	37212613	33879947	33741974	SB_97	normal	default	0
-	HiC_scaffold_17	54627838	57107021	HiC_scaffold_17	706423	3206679	2500256	2479183	SB_98	normal	default	0
-	HiC_scaffold_17	57107021	57462644	HiC_scaffold_17	113535	488437	374902	355623	SB_99	normal	default	0
-	HiC_scaffold_18	1179	2634390	HiC_scaffold_18	37064249	39622918	2558669	2633211	SB_100	normal	default	0
-	HiC_scaffold_18	2734421	15542908	HiC_scaffold_18	24183620	36964716	12781096	12808487	SB_101	normal	default	0
-	HiC_scaffold_18	15543235	16586644	HiC_scaffold_18	23031420	24083599	1052179	1043409	SB_102	normal	default	0
-	HiC_scaffold_18	16587166	23595313	HiC_scaffold_18	15938421	22958711	7020290	7008147	SB_103	normal	default	0
-	HiC_scaffold_18	23727383	30250182	HiC_scaffold_18	9259701	15794756	6535055	6522799	SB_104	normal	default	0
-	HiC_scaffold_18	30266280	39344853	HiC_scaffold_18	3190	9170687	9167497	9078573	SB_105	normal	default	0
-	HiC_scaffold_19	50247	11799696	HiC_scaffold_19	112891281	124593203	11701922	11749449	SB_106	normal	default	0
-	HiC_scaffold_19	11826372	41042683	HiC_scaffold_19	83671478	112912209	29240731	29216311	SB_107	normal	default	0
-	HiC_scaffold_19	41042683	44243588	HiC_scaffold_19	80374967	83584628	3209661	3200905	SB_108	normal	default	0
-	HiC_scaffold_19	44252804	45094275	HiC_scaffold_19	79491434	80322601	831167	841471	SB_109	normal	default	0
-	HiC_scaffold_19	45193154	46145995	HiC_scaffold_19	78451148	79412552	961404	952841	SB_110	normal	default	0
-	HiC_scaffold_19	46167903	47287915	HiC_scaffold_19	77242081	78372471	1130390	1120012	SB_111	normal	default	0
-	HiC_scaffold_19	47342199	48202845	HiC_scaffold_19	76334442	77190862	856420	860646	SB_112	normal	default	0
-	HiC_scaffold_19	48279860	48389649	HiC_scaffold_19	76229054	76325475	96421	109789	SB_113	normal	default	0
-	HiC_scaffold_19	48424659	50193176	HiC_scaffold_19	74303955	76152399	1848444	1768517	SB_114	normal	default	0
-	HiC_scaffold_19	50261844	52837183	HiC_scaffold_19	71569298	74295061	2725763	2575339	SB_115	normal	default	0
-	HiC_scaffold_19	52888644	57785637	HiC_scaffold_19	66548868	71534330	4985462	4896993	SB_116	normal	default	0
+	HiC_scaffold_19	57785647	57844004	HiC_scaffold_19	66483310	66541303	57993	58357	SB_117	inversion	default	0
-	HiC_scaffold_19	57852434	61580569	HiC_scaffold_19	62653350	66464722	3811372	3728135	SB_118	normal	default	0
-	HiC_scaffold_19	61628584	68872537	HiC_scaffold_19	55348798	62599642	7250844	7243953	SB_119	normal	default	0
-	HiC_scaffold_19	68938395	70748491	HiC_scaffold_19	53549870	55348798	1798928	1810096	SB_120	normal	default	0
-	HiC_scaffold_19	70800733	71799120	HiC_scaffold_19	52555272	53549870	994598	998387	SB_121	normal	default	0
-	HiC_scaffold_19	71884067	72446703	HiC_scaffold_19	51991018	52555272	564254	562636	SB_122	normal	default	0
-	HiC_scaffold_19	72496802	72683060	HiC_scaffold_19	51750524	51941414	190890	186258	SB_123	normal	default	0
-	HiC_scaffold_19	72683060	75805376	HiC_scaffold_19	48543520	51676037	3132517	3122316	SB_124	normal	default	0
-	HiC_scaffold_19	75855681	79088827	HiC_scaffold_19	45230878	48498770	3267892	3233146	SB_125	normal	default	0
-	HiC_scaffold_19	79094747	79536830	HiC_scaffold_19	44743104	45175868	432764	442083	SB_126	normal	default	0
+	HiC_scaffold_19	79533621	79708677	HiC_scaffold_19	44540027	44731592	191565	175056	SB_127	inversion	default	0
-	HiC_scaffold_19	79725070	80074062	HiC_scaffold_19	44111319	44534719	423400	348992	SB_128	normal	default	0
+	HiC_scaffold_19	80074062	80133500	HiC_scaffold_19	44046490	44106159	59669	59438	SB_129	inversion	default	0
-	HiC_scaffold_19	80133501	82782810	HiC_scaffold_19	41491848	44041351	2549503	2649309	SB_130	normal	default	0
+	HiC_scaffold_19	82773262	83045053	HiC_scaffold_19	41206896	41493138	286242	271791	SB_131	inversion	default	0
-	HiC_scaffold_19	83043759	94480281	HiC_scaffold_19	29683361	41216459	11533098	11436522	SB_132	normal	default	0
-	HiC_scaffold_19	94550281	101433644	HiC_scaffold_19	22744137	29611033	6866896	6883363	SB_133	normal	default	0
-	HiC_scaffold_19	101464720	108261877	HiC_scaffold_19	15914624	22673193	6758569	6797157	SB_134	normal	default	0
-	HiC_scaffold_19	108385142	122152747	HiC_scaffold_19	2119410	15913794	13794384	13767605	SB_135	normal	default	0
-	HiC_scaffold_19	122243244	123346806	HiC_scaffold_19	1028039	2096875	1068836	1103562	SB_136	normal	default	0
-	HiC_scaffold_19	123445609	124416691	HiC_scaffold_19	0	971453	971453	971082	SB_137	normal	default	0
-	HiC_scaffold_2	6	13757014	HiC_scaffold_2	189386549	203148925	13762376	13757008	SB_138	normal	default	0
-	HiC_scaffold_2	13788699	13908793	HiC_scaffold_2	188940677	189061807	121130	120094	SB_139	normal	default	0
-	HiC_scaffold_2	13959987	14068260	HiC_scaffold_2	188831146	188940171	109025	108273	SB_140	normal	default	0
+	HiC_scaffold_2	14068260	14279921	HiC_scaffold_2	189134835	189348151	213316	211661	SB_141	inversion	default	0
+	HiC_scaffold_2	14342758	14414416	HiC_scaffold_2	188757168	188830265	73097	71658	SB_142	inversion	default	0
-	HiC_scaffold_2	14425371	14486702	HiC_scaffold_2	188677677	188738667	60990	61331	SB_143	normal	default	0
+	HiC_scaffold_2	14486723	14866570	HiC_scaffold_2	188296184	188677079	380895	379847	SB_144	inversion	default	0
-	HiC_scaffold_2	14866579	15610360	HiC_scaffold_2	187526623	188295630	769007	743781	SB_145	normal	default	0
-	HiC_scaffold_2	15669772	16187792	HiC_scaffold_2	186954643	187471590	516947	518020	SB_146	normal	default	0
-	HiC_scaffold_2	16390799	17062698	HiC_scaffold_2	186266474	186948126	681652	671899	SB_147	normal	default	0
+	HiC_scaffold_2	17062855	17272977	HiC_scaffold_2	186055278	186265937	210659	210122	SB_148	inversion	default	0
-	HiC_scaffold_2	17272989	29440250	HiC_scaffold_2	173779204	186054762	12275558	12167261	SB_149	normal	default	0
+	HiC_scaffold_2	29436113	29496011	HiC_scaffold_2	173716718	173783411	66693	59898	SB_150	inversion	default	0
-	HiC_scaffold_2	29491806	169691965	HiC_scaffold_2	32709574	173727441	141017867	140200159	SB_151	normal	default	0
-	HiC_scaffold_2	169802838	197675911	HiC_scaffold_2	4722311	32709574	27987263	27873073	SB_152	normal	default	0
-	HiC_scaffold_2	197728256	202035386	HiC_scaffold_2	366067	4672313	4306246	4307130	SB_153	normal	default	0
-	HiC_scaffold_2	202046324	202115178	HiC_scaffold_2	197498	254296	56798	68854	SB_154	normal	default	0
-	HiC_scaffold_2	202165538	202282849	HiC_scaffold_2	0	150862	150862	117311	SB_155	normal	default	0
-	HiC_scaffold_3	0	15662796	HiC_scaffold_3	178352366	194047158	15694792	15662796	SB_156	normal	default	0
-	HiC_scaffold_3	15768904	20791237	HiC_scaffold_3	173307555	178351851	5044296	5022333	SB_157	normal	default	0
-	HiC_scaffold_3	20938468	37436186	HiC_scaffold_3	156795114	173307555	16512441	16497718	SB_158	normal	default	0
-	HiC_scaffold_3	37506233	52022127	HiC_scaffold_3	142191265	156795114	14603849	14515894	SB_159	normal	default	0
-	HiC_scaffold_3	52119590	56583267	HiC_scaffold_3	137713752	142191265	4477513	4463677	SB_160	normal	default	0
-	HiC_scaffold_3	56804355	59248759	HiC_scaffold_3	135287407	137713752	2426345	2444404	SB_161	normal	default	0
-	HiC_scaffold_3	59393324	77768440	HiC_scaffold_3	116908652	135287407	18378755	18375116	SB_162	normal	default	0
-	HiC_scaffold_3	77859846	111506205	HiC_scaffold_3	83106751	116908652	33801901	33646359	SB_163	normal	default	0
-	HiC_scaffold_3	111575138	111944249	HiC_scaffold_3	82730696	83106751	376055	369111	SB_164	normal	default	0
-	HiC_scaffold_3	112028044	112422594	HiC_scaffold_3	82338573	82730689	392116	394550	SB_165	normal	default	0
-	HiC_scaffold_3	112477631	116407873	HiC_scaffold_3	78450077	82272274	3822197	3930242	SB_166	normal	default	0
+	HiC_scaffold_3	116402002	116497795	HiC_scaffold_3	78396829	78455939	59110	95793	SB_167	inversion	default	0
-	HiC_scaffold_3	116486714	120758120	HiC_scaffold_3	74185706	78399401	4213695	4271406	SB_168	normal	default	0
-	HiC_scaffold_3	120792529	126693030	HiC_scaffold_3	68170901	74125785	5954884	5900501	SB_169	normal	default	0
-	HiC_scaffold_3	126794523	132188425	HiC_scaffold_3	62758861	68170901	5412040	5393902	SB_170	normal	default	0
-	HiC_scaffold_3	132247244	194718364	HiC_scaffold_3	3391	62755658	62752267	62471120	SB_171	normal	default	0
+	HiC_scaffold_4	142	1373403	HiC_scaffold_4	0	1373850	1373850	1373261	SB_172	normal	default	0
+	HiC_scaffold_4	1373407	3102978	HiC_scaffold_4	1486214	3248899	1762685	1729571	SB_173	normal	default	0
+	HiC_scaffold_4	3105095	40127496	HiC_scaffold_4	3326486	40335853	37009367	37022401	SB_174	normal	default	0
+	HiC_scaffold_4	40167674	45708864	HiC_scaffold_4	40392130	45943112	5550982	5541190	SB_175	normal	default	0
+	HiC_scaffold_4	45709208	70088219	HiC_scaffold_4	46113558	70514263	24400705	24379011	SB_176	normal	default	0
+	HiC_scaffold_4	70255471	73210972	HiC_scaffold_4	70514263	73487574	2973311	2955501	SB_177	normal	default	0
+	HiC_scaffold_4	73381253	74523835	HiC_scaffold_4	73487575	74648120	1160545	1142582	SB_178	normal	default	0
+	HiC_scaffold_4	74574113	86135608	HiC_scaffold_4	74695207	86314073	11618866	11561495	SB_179	normal	default	0
+	HiC_scaffold_4	86246372	101840532	HiC_scaffold_4	86318404	101959513	15641109	15594160	SB_180	normal	default	0
+	HiC_scaffold_4	101878369	103294970	HiC_scaffold_4	102151537	103582265	1430728	1416601	SB_181	normal	default	0
-	HiC_scaffold_4	103305626	103368137	HiC_scaffold_4	103582821	103645113	62292	62511	SB_182	inversion	default	0
+	HiC_scaffold_4	103370940	106058710	HiC_scaffold_4	103645113	106344555	2699442	2687770	SB_183	normal	default	0
+	HiC_scaffold_4	106113911	108776259	HiC_scaffold_4	106376851	109026488	2649637	2662348	SB_184	normal	default	0
+	HiC_scaffold_4	108867449	109411384	HiC_scaffold_4	109050477	109594319	543842	543935	SB_185	normal	default	0
-	HiC_scaffold_4	109411384	109538506	HiC_scaffold_4	109594319	109733425	139106	127122	SB_186	inversion	default	0
+	HiC_scaffold_4	109538506	113747506	HiC_scaffold_4	109733440	113993368	4259928	4209000	SB_187	normal	default	0
+	HiC_scaffold_4	113747506	114545831	HiC_scaffold_4	114045088	114846495	801407	798325	SB_188	normal	default	0
+	HiC_scaffold_4	114657550	125859980	HiC_scaffold_4	114846495	126096323	11249828	11202430	SB_189	normal	default	0
-	HiC_scaffold_4	125860491	125934351	HiC_scaffold_4	45988659	46106859	118200	73860	SB_190	inversion	default	0
-	HiC_scaffold_4	126018382	126077835	HiC_scaffold_4	126100811	126181688	80877	59453	SB_191	inversion	default	0
+	HiC_scaffold_4	126151850	138927431	HiC_scaffold_4	126334348	139133903	12799555	12775581	SB_193	normal	default	0
+	HiC_scaffold_4	138990439	181980687	HiC_scaffold_4	139133903	182390053	43256150	42990248	SB_194	normal	default	0
+	HiC_scaffold_4	182140129	189779211	HiC_scaffold_4	182390053	189971901	7581848	7639082	SB_195	normal	default	0
-	HiC_scaffold_5	6	77639302	HiC_scaffold_5	76825782	154539792	77714010	77639296	SB_196	normal	default	0
-	HiC_scaffold_5	77639422	108659689	HiC_scaffold_5	45564878	76750643	31185765	31020267	SB_197	normal	default	0
-	HiC_scaffold_5	108708481	137614057	HiC_scaffold_5	16530904	45479330	28948426	28905576	SB_198	normal	default	0
-	HiC_scaffold_5	137604176	146624622	HiC_scaffold_5	7422850	16490631	9067781	9020446	SB_199	normal	default	0
-	HiC_scaffold_5	146685238	147672133	HiC_scaffold_5	6225537	7244560	1019023	986895	SB_200	normal	default	0
-	HiC_scaffold_5	147740451	148108280	HiC_scaffold_5	5867207	6166354	299147	367829	SB_201	normal	default	0
-	HiC_scaffold_5	148172418	149509075	HiC_scaffold_5	4462156	5813460	1351304	1336657	SB_202	normal	default	0
-	HiC_scaffold_5	149643642	151757321	HiC_scaffold_5	2273662	4462061	2188399	2113679	SB_203	normal	default	0
+	HiC_scaffold_5	151757532	151862997	HiC_scaffold_5	2159491	2269056	109565	105465	SB_204	inversion	default	0
-	HiC_scaffold_5	151877609	152331711	HiC_scaffold_5	1547702	2039883	492181	454102	SB_205	normal	default	0
-	HiC_scaffold_5	152331711	152765553	HiC_scaffold_5	1076510	1491701	415191	433842	SB_206	normal	default	0
-	HiC_scaffold_5	152811694	153832980	HiC_scaffold_5	9073	1017304	1008231	1021286	SB_207	normal	default	0
-	HiC_scaffold_6	293	27257953	HiC_scaffold_6	120008967	147300618	27291651	27257660	SB_208	normal	default	0
-	HiC_scaffold_6	27153053	27928939	HiC_scaffold_6	119260869	120011387	750518	775886	SB_209	normal	default	0
+	HiC_scaffold_6	28005497	28056121	HiC_scaffold_6	119182315	119239737	57422	50624	SB_210	inversion	default	0
-	HiC_scaffold_6	28141816	28391102	HiC_scaffold_6	118948074	119181762	233688	249286	SB_211	normal	default	0
-	HiC_scaffold_6	28706452	29039007	HiC_scaffold_6	118627148	118927765	300617	332555	SB_212	normal	default	0
-	HiC_scaffold_6	29087675	29155149	HiC_scaffold_6	118578769	118636644	57875	67474	SB_213	normal	default	0
-	HiC_scaffold_6	29279834	32537615	HiC_scaffold_6	115322224	118578758	3256534	3257781	SB_214	normal	default	0
+	HiC_scaffold_6	32538147	32617459	HiC_scaffold_6	115201903	115276391	74488	79312	SB_215	inversion	default	0
-	HiC_scaffold_6	32617459	64940775	HiC_scaffold_6	82871530	115247625	32376095	32323316	SB_216	normal	default	0
-	HiC_scaffold_6	64946108	94438455	HiC_scaffold_6	53293041	82819128	29526087	29492347	SB_217	normal	default	0
-	HiC_scaffold_6	94439523	120473843	HiC_scaffold_6	27193509	53232250	26038741	26034320	SB_218	normal	default	0
-	HiC_scaffold_6	120531548	131133831	HiC_scaffold_6	16546379	27193509	10647130	10602283	SB_219	normal	default	0
-	HiC_scaffold_6	131170841	147683252	HiC_scaffold_6	0	16491937	16491937	16512411	SB_220	normal	default	0
-	HiC_scaffold_7	105	1920841	HiC_scaffold_7	142690218	144634955	1944737	1920736	SB_221	normal	default	0
-	HiC_scaffold_7	1920841	21479727	HiC_scaffold_7	123062977	142616563	19553586	19558886	SB_222	normal	default	0
-	HiC_scaffold_7	21540086	21591346	HiC_scaffold_7	122919394	123016610	97216	51260	SB_223	normal	default	0
-	HiC_scaffold_7	21592662	22362075	HiC_scaffold_7	122089441	122867379	777938	769413	SB_224	normal	default	0
-	HiC_scaffold_7	22424034	48923576	HiC_scaffold_7	95568426	122089441	26521015	26499542	SB_225	normal	default	0
-	HiC_scaffold_7	49041329	50229863	HiC_scaffold_7	94216791	95470528	1253737	1188534	SB_226	normal	default	0
-	HiC_scaffold_7	50252311	51084691	HiC_scaffold_7	93359509	94152313	792804	832380	SB_227	normal	default	0
-	HiC_scaffold_7	51212368	70237485	HiC_scaffold_7	73996342	93087641	19091299	19025117	SB_228	normal	default	0
-	HiC_scaffold_7	70281053	89356189	HiC_scaffold_7	54559938	73729484	19169546	19075136	SB_229	normal	default	0
-	HiC_scaffold_7	89356666	109597714	HiC_scaffold_7	34202500	54491046	20288546	20241048	SB_230	normal	default	0
-	HiC_scaffold_7	109652183	142923419	HiC_scaffold_7	987458	34157479	33170021	33271236	SB_231	normal	default	0
-	HiC_scaffold_7	142925353	142985190	HiC_scaffold_7	419980	477817	57837	59837	SB_232	normal	default	0
-	HiC_scaffold_7	142953714	143131037	HiC_scaffold_7	615928	923734	307806	177323	SB_233	normal	default	0
-	HiC_scaffold_7	143131037	143413873	HiC_scaffold_7	131603	441851	310248	282836	SB_234	normal	default	0
-	HiC_scaffold_8	1	95430	HiC_scaffold_8	139914328	140017802	103474	95429	SB_235	normal	default	0
-	HiC_scaffold_8	95430	2199260	HiC_scaffold_8	137711080	139768989	2057909	2103830	SB_236	normal	default	0
-	HiC_scaffold_8	2199260	11248801	HiC_scaffold_8	128510030	137588459	9078429	9049541	SB_237	normal	default	0
-	HiC_scaffold_8	11249042	51944912	HiC_scaffold_8	87513268	128419579	40906311	40695870	SB_238	normal	default	0
-	HiC_scaffold_8	52004972	52934291	HiC_scaffold_8	86385019	87320544	935525	929319	SB_239	normal	default	0
