strand	qName	qStart	qEnd	tName	tStart	tEnd	tHitLen	qHitLen	synteny_block_id	type	connector_color	connector_zorder
-	HiC_scaffold_1	171232275	175906690	HiC_scaffold_1	41000961	45689021	4688060	4674415	SB_26	normal	default	0
-	HiC_scaffold_1	175906690	216850996	HiC_scaffold_1	2	40937723	40937721	40944306	SB_27	normal	default	0
-	HiC_scaffold_10	8722	11534041	HiC_scaffold_10	100275044	111960806	11685762	11525319	SB_28	normal	default	0
-	HiC_scaffold_10	11549073	13048556	HiC_scaffold_10	98693353	100205657	1512304	1499483	SB_29	normal	default	0
-	HiC_scaffold_10	13082012	13566848	HiC_scaffold_10	98072313	98481383	409070	484836	SB_30	normal	default	0
+	HiC_scaffold_10	13593603	13811556	HiC_scaffold_10	97852075	98066962	214887	217953	SB_31	inversion	default	0
-	HiC_scaffold_10	13812166	14084983	HiC_scaffold_10	97518635	97803023	284388	272817	SB_32	normal	default	0
+	HiC_scaffold_10	14167310	14286164	HiC_scaffold_10	97398702	97493196	94494	118854	SB_33	inversion	default	0
-	HiC_scaffold_10	14502933	14786742	HiC_scaffold_10	97052672	97394780	342108	283809	SB_34	normal	default	0
-	HiC_scaffold_10	14795483	14859094	HiC_scaffold_10	97003222	97094190	90968	63611	SB_35	normal	default	0
-	HiC_scaffold_10	14917694	15586105	HiC_scaffold_10	96345794	97032401	686607	668411	SB_36	normal	default	0
-	HiC_scaffold_10	15626263	15871348	HiC_scaffold_10	96033929	96284101	250172	245085	SB_37	normal	default	0
-	HiC_scaffold_10	15956942	51248851	HiC_scaffold_10	60644792	95868962	35224170	35291909	SB_38	normal	default	0
-	HiC_scaffold_10	51335794	51567005	HiC_scaffold_10	60371104	60593991	222887	231211	SB_39	normal	default	0
-	HiC_scaffold_10	51683797	53036157	HiC_scaffold_10	58917965	60330334	1412369	1352360	SB_40	normal	default	0
-	HiC_scaffold_10	53059971	53654041	HiC_scaffold_10	58230022	58857937	627915	594070	SB_41	normal	default	0
-	HiC_scaffold_10	53660882	54096555	HiC_scaffold_10	57751281	58154207	402926	435673	SB_42	normal	default	0
+	HiC_scaffold_10	54121659	54240852	HiC_scaffold_10	57643084	57751256	108172	119193	SB_43	inversion	default	0
-	HiC_scaffold_10	54241424	54448686	HiC_scaffold_10	57424469	57638541	214072	207262	SB_44	normal	default	0
-	HiC_scaffold_10	54497161	81887024	HiC_scaffold_10	30047059	57344006	27296947	27389863	SB_45	normal	default	0
-	HiC_scaffold_10	81887024	92484155	HiC_scaffold_10	19339983	29958806	10618823	10597131	SB_46	normal	default	0
-	HiC_scaffold_10	92500157	92609164	HiC_scaffold_10	19243290	19383367	140077	109007	SB_47	normal	default	0
-	HiC_scaffold_10	92614179	111951331	HiC_scaffold_10	4255	19318644	19314389	19337152	SB_48	normal	default	0
-	HiC_scaffold_11	478197	69383119	HiC_scaffold_11	35674606	104602777	68928171	68904922	SB_49	normal	default	0
+	HiC_scaffold_11	69383144	69446521	HiC_scaffold_11	35620473	35674606	54133	63377	SB_50	inversion	default	0
-	HiC_scaffold_11	69485168	103320539	HiC_scaffold_11	1770990	35620473	33849483	33835371	SB_51	normal	default	0
-	HiC_scaffold_11	103378535	104988705	HiC_scaffold_11	3101	1679228	1676127	1610170	SB_52	normal	default	0
+	HiC_scaffold_12	122	932340	HiC_scaffold_12	239	1013687	1013448	932218	SB_53	normal	default	0
+	HiC_scaffold_12	932340	2542797	HiC_scaffold_12	1124978	2768986	1644008	1610457	SB_54	normal	default	0
+	HiC_scaffold_12	2542798	65510642	HiC_scaffold_12	2923496	65876903	62953407	62967844	SB_55	normal	default	0
+	HiC_scaffold_12	41663798	41724145	HiC_scaffold_18	15982412	16041177	58765	60347	SB_56	translocation	default	0
+	HiC_scaffold_12	65548639	66456119	HiC_scaffold_12	65830230	66666652	836422	907480	SB_57	normal	default	0
+	HiC_scaffold_12	66645574	66808207	HiC_scaffold_12	66955392	67103940	148548	162633	SB_58	normal	default	0
+	HiC_scaffold_12	67091633	67189642	HiC_scaffold_12	67168371	67320355	151984	98009	SB_59	normal	default	0
+	HiC_scaffold_12	67265060	67584942	HiC_scaffold_12	67325276	67700976	375700	319882	SB_60	normal	default	0
+	HiC_scaffold_12	67584944	67730722	HiC_scaffold_12	67753017	67907217	154200	145778	SB_61	normal	default	0
-	HiC_scaffold_12	67794905	67847122	HiC_scaffold_12	68209528	68260453	50925	52217	SB_62	inversion	default	0
+	HiC_scaffold_12	67891512	88929808	HiC_scaffold_12	68260821	89215525	20954704	21038296	SB_63	normal	default	0
+	HiC_scaffold_12	88995695	90888575	HiC_scaffold_12	89430300	91323701	1893401	1892880	SB_64	normal	default	0
+	HiC_scaffold_12	91107302	92231050	HiC_scaffold_12	91331165	92507274	1176109	1123748	SB_65	normal	default	0
-	HiC_scaffold_13	180260	19881011	HiC_scaffold_13	70239034	90040268	19801234	19700751	SB_66	normal	default	0
-	HiC_scaffold_13	244631	301597	HiC_scaffold_8	42356537	42417365	60828	56966	SB_67	translocation	default	0
-	HiC_scaffold_13	19972163	21552796	HiC_scaffold_13	68585182	70143917	1558735	1580633	SB_69	normal	default	0
+	HiC_scaffold_13	21583098	21788079	HiC_scaffold_13	68103516	68282126	178610	204981	SB_70	inversion	default	0
-	HiC_scaffold_13	21851765	21945889	HiC_scaffold_13	68455422	68551419	95997	94124	SB_71	normal	default	0
-	HiC_scaffold_13	22078811	25898553	HiC_scaffold_13	64196019	68031786	3835767	3819742	SB_72	normal	default	0
+	HiC_scaffold_13	25893924	25975958	HiC_scaffold_13	63977549	64089246	111697	82034	SB_73	inversion	default	0
-	HiC_scaffold_13	26026351	28053370	HiC_scaffold_13	61963192	63979154	2015962	2027019	SB_74	normal	default	0
+	HiC_scaffold_13	28053370	28114243	HiC_scaffold_13	61886937	61953058	66121	60873	SB_75	inversion	default	0
-	HiC_scaffold_13	28114243	29070212	HiC_scaffold_13	60989067	61876795	887728	955969	SB_76	normal	default	0
-	HiC_scaffold_13	29148008	54057104	HiC_scaffold_13	36031657	60989067	24957410	24909096	SB_77	normal	default	0
-	HiC_scaffold_13	54120839	63108444	HiC_scaffold_13	27074083	36000323	8926240	8987605	SB_78	normal	default	0
-	HiC_scaffold_13	63166022	77854363	HiC_scaffold_13	12517612	27073918	14556306	14688341	SB_79	normal	default	0
-	HiC_scaffold_13	77818784	86692633	HiC_scaffold_13	3615632	12483709	8868077	8873849	SB_80	normal	default	0
-	HiC_scaffold_13	86743499	90064304	HiC_scaffold_13	27940	3565510	3537570	3320805	SB_81	normal	default	0
-	HiC_scaffold_14	0	32347065	HiC_scaffold_14	52595972	85116190	32520218	32347065	SB_82	normal	default	0
-	HiC_scaffold_14	32449770	38631911	HiC_scaffold_14	46372596	52530946	6158350	6182141	SB_83	normal	default	0
-	HiC_scaffold_14	38633050	40488321	HiC_scaffold_14	44639711	46409936	1770225	1855271	SB_84	normal	default	0
-	HiC_scaffold_14	40488763	78527732	HiC_scaffold_14	6486618	44559564	38072946	38038969	SB_85	normal	default	0
+	HiC_scaffold_14	78647270	85133115	HiC_scaffold_14	1	6485927	6485926	6485845	SB_86	inversion	red	20
-	HiC_scaffold_15	0	2543011	HiC_scaffold_15	65117965	67766256	2648291	2543011	SB_87	normal	default	0
-	HiC_scaffold_15	2614954	23722579	HiC_scaffold_15	44017768	65080223	21062455	21107625	SB_88	normal	default	0
-	HiC_scaffold_15	23904878	33279505	HiC_scaffold_15	34456408	43863425	9407017	9374627	SB_89	normal	default	0
-	HiC_scaffold_15	33315044	36547343	HiC_scaffold_15	31156149	34381155	3225006	3232299	SB_90	normal	default	0
+	HiC_scaffold_15	36551229	36779718	HiC_scaffold_15	30906140	31155836	249696	228489	SB_91	inversion	default	0
-	HiC_scaffold_15	36791868	67541439	HiC_scaffold_15	70	30912367	30912297	30749571	SB_92	normal	default	0
+	HiC_scaffold_16	22809	3923571	HiC_scaffold_16	234	4043689	4043455	3900762	SB_93	normal	default	0
+	HiC_scaffold_16	3963786	4244457	HiC_scaffold_16	12038405	12319846	281441	280671	SB_94	normal	default	0
-	HiC_scaffold_16	4271212	7454396	HiC_scaffold_16	8868719	12037867	3169148	3183184	SB_95	inversion	red	20
-	HiC_scaffold_16	7596524	12359108	HiC_scaffold_16	4043689	8768191	4724502	4762584	SB_96	inversion	red	20
+	HiC_scaffold_16	12359739	13105355	HiC_scaffold_16	12336966	13104308	767342	745616	SB_97	normal	default	0
+	HiC_scaffold_16	13108625	52914592	HiC_scaffold_16	13228142	53011703	39783561	39805967	SB_99	normal	default	0
+	HiC_scaffold_16	52993667	59378870	HiC_scaffold_16	53011718	59551624	6539906	6385203	SB_101	normal	default	0
-	HiC_scaffold_16	59389005	59487806	HiC_scaffold_16	59622209	59722580	100371	98801	SB_102	inversion	default	0
-	HiC_scaffold_17	111432	1376460	HiC_scaffold_17	56287135	57599241	1312106	1265028	SB_103	normal	default	0
-	HiC_scaffold_17	1424692	37088560	HiC_scaffold_17	20552316	56236532	35684216	35663868	SB_104	normal	default	0
+	HiC_scaffold_17	37088560	37199933	HiC_scaffold_17	20445105	20555451	110346	111373	SB_106	inversion	default	0
-	HiC_scaffold_17	37195508	37263168	HiC_scaffold_17	20383124	20445095	61971	67660	SB_107	normal	default	0
+	HiC_scaffold_17	37340507	37422351	HiC_scaffold_17	20236161	20293596	57435	81844	SB_108	inversion	default	0
-	HiC_scaffold_17	37525850	46387142	HiC_scaffold_17	11407800	20236804	8829004	8861292	SB_110	normal	default	0
-	HiC_scaffold_17	46457142	47034267	HiC_scaffold_17	10824191	11407800	583609	577125	SB_111	normal	default	0
-	HiC_scaffold_17	47083951	53129215	HiC_scaffold_17	4762193	10824720	6062527	6045264	SB_112	normal	default	0
-	HiC_scaffold_17	53129215	53507380	HiC_scaffold_17	4287403	4668704	381301	378165	SB_113	normal	default	0
-	HiC_scaffold_17	53516690	53775123	HiC_scaffold_17	3871554	4195070	323516	258433	SB_114	normal	default	0
-	HiC_scaffold_17	54052416	54159821	HiC_scaffold_17	3769504	3839739	70235	107405	SB_115	normal	default	0
-	HiC_scaffold_17	54134789	54709931	HiC_scaffold_17	3195980	3706766	510786	575142	SB_116	normal	default	0
-	HiC_scaffold_17	54743909	54900016	HiC_scaffold_17	2939162	3101988	162826	156107	SB_117	normal	default	0
-	HiC_scaffold_17	54960386	57724208	HiC_scaffold_17	86	2871076	2870990	2763822	SB_118	normal	default	0
+	HiC_scaffold_18	54	9089828	HiC_scaffold_18	2961	9106135	9103174	9089774	SB_119	normal	default	0
+	HiC_scaffold_18	9111730	9256097	HiC_scaffold_18	9160422	9296134	135712	144367	SB_120	normal	default	0
+	HiC_scaffold_18	9260262	15736526	HiC_scaffold_18	9370905	15861299	6490394	6476264	SB_121	normal	default	0
+	HiC_scaffold_18	15802080	18220716	HiC_scaffold_18	16052763	18387925	2335162	2418636	SB_122	normal	default	0
+	HiC_scaffold_18	18302577	22772238	HiC_scaffold_18	18388420	22788484	4400064	4469661	SB_123	normal	default	0
-	HiC_scaffold_18	22788917	22956737	HiC_scaffold_18	22808169	22978793	170624	167820	SB_124	inversion	default	0
+	HiC_scaffold_18	23015655	23972842	HiC_scaffold_18	22992121	23944175	952054	957187	SB_125	normal	default	0
+	HiC_scaffold_18	24197064	36965045	HiC_scaffold_18	23944824	36802954	12858130	12767981	SB_126	normal	default	0
+	HiC_scaffold_18	37064328	39269184	HiC_scaffold_18	36802970	39137524	2334554	2204856	SB_127	normal	default	0
+	HiC_scaffold_18	39397254	39451049	HiC_scaffold_18	39137524	39190701	53177	53795	SB_128	normal	default	0
+	HiC_scaffold_19	2223	965450	HiC_scaffold_19	0	966182	966182	963227	SB_129	normal	default	0
+	HiC_scaffold_19	1028039	2033781	HiC_scaffold_19	1050433	2185665	1135232	1005742	SB_130	normal	default	0
+	HiC_scaffold_19	2119906	2322779	HiC_scaffold_19	2185963	2385349	199386	202873	SB_131	normal	default	0
+	HiC_scaffold_19	2325899	4605240	HiC_scaffold_19	2440354	4735963	2295609	2279341	SB_132	normal	default	0
-	HiC_scaffold_19	4605240	4780044	HiC_scaffold_19	4736012	4881105	145093	174804	SB_133	inversion	default	0
+	HiC_scaffold_19	4779529	7688076	HiC_scaffold_19	4844628	7715096	2870468	2908547	SB_134	normal	default	0
+	HiC_scaffold_19	7738597	8223510	HiC_scaffold_19	7716777	8199040	482263	484913	SB_135	normal	default	0
+	HiC_scaffold_19	8259510	15829850	HiC_scaffold_19	8276218	15867893	7591675	7570340	SB_136	normal	default	0
+	HiC_scaffold_19	15913589	21871509	HiC_scaffold_19	15995709	21891916	5896207	5957920	SB_137	normal	default	0
-	HiC_scaffold_19	21894792	22027811	HiC_scaffold_19	21981927	22128936	147009	133019	SB_138	inversion	default	0
+	HiC_scaffold_19	22077464	22662863	HiC_scaffold_19	22176950	22758015	581065	585399	SB_139	normal	default	0
+	HiC_scaffold_19	22779459	24248590	HiC_scaffold_19	22768030	24265384	1497354	1469131	SB_140	normal	default	0
+	HiC_scaffold_19	24303868	27614702	HiC_scaffold_19	24315608	27670487	3354879	3310834	SB_141	normal	default	0
+	HiC_scaffold_19	27664804	29611680	HiC_scaffold_19	27726647	29641200	1914553	1946876	SB_142	normal	default	0
-	HiC_scaffold_19	29610637	29683403	HiC_scaffold_19	29640522	29713233	72711	72766	SB_143	inversion	default	0
+	HiC_scaffold_19	29661153	32975300	HiC_scaffold_19	29697587	32976605	3279018	3314147	SB_144	normal	default	0
+	HiC_scaffold_19	32994078	33050193	HiC_scaffold_19	33077209	33133133	55924	56115	SB_145	normal	default	0
+	HiC_scaffold_19	33050266	44041351	HiC_scaffold_19	33188224	44190525	11002301	10991085	SB_146	normal	default	0
-	HiC_scaffold_19	44046490	44106159	HiC_scaffold_19	44190526	44250707	60181	59669	SB_147	inversion	default	0
+	HiC_scaffold_19	44200724	44607151	HiC_scaffold_19	44299702	44703333	403631	406427	SB_148	normal	default	0
+	HiC_scaffold_19	44666259	44790041	HiC_scaffold_19	44703349	44819068	115719	123782	SB_149	normal	default	0
-	HiC_scaffold_19	44855367	44912866	HiC_scaffold_19	44839433	44899300	59867	57499	SB_150	inversion	default	0
+	HiC_scaffold_19	44916469	45175868	HiC_scaffold_19	44939477	45205779	266302	259399	SB_151	normal	default	0
+	HiC_scaffold_19	45230878	47786945	HiC_scaffold_19	45211676	47749388	2537712	2556067	SB_152	normal	default	0
+	HiC_scaffold_19	47847910	50318993	HiC_scaffold_19	47807477	50192534	2385057	2471083	SB_153	normal	default	0
+	HiC_scaffold_19	50389085	52555272	HiC_scaffold_19	50196028	52299647	2103619	2166187	SB_154	normal	default	0
+	HiC_scaffold_19	52555272	53549870	HiC_scaffold_19	52502209	53506015	1003806	994598	SB_155	normal	default	0
+	HiC_scaffold_19	53549870	54298547	HiC_scaffold_19	53562709	54294432	731723	748677	SB_156	normal	default	0
-	HiC_scaffold_19	54298547	54371822	HiC_scaffold_19	54295382	54375072	79690	73275	SB_157	inversion	default	0
+	HiC_scaffold_19	54371822	55348798	HiC_scaffold_19	54420277	55411978	991701	976976	SB_158	normal	default	0
+	HiC_scaffold_19	55348798	58333979	HiC_scaffold_19	55477581	58437936	2960355	2985181	SB_159	normal	default	0
+	HiC_scaffold_19	58454140	62599642	HiC_scaffold_19	58437936	62411342	3973406	4145502	SB_160	normal	default	0
+	HiC_scaffold_19	62653350	63897042	HiC_scaffold_19	62510221	63728623	1218402	1243692	SB_161	normal	default	0
+	HiC_scaffold_19	63954264	66282576	HiC_scaffold_19	63763903	66023688	2259785	2328312	SB_162	normal	default	0
-	HiC_scaffold_19	66282164	66431246	HiC_scaffold_19	66023305	66197528	174223	149082	SB_163	inversion	default	0
-	HiC_scaffold_19	66483310	66548868	HiC_scaffold_19	66245957	66306230	60273	65558	SB_164	inversion	default	0
+	HiC_scaffold_19	66589280	71518047	HiC_scaffold_19	66306236	71154933	4848697	4928767	SB_165	normal	default	0
+	HiC_scaffold_19	71569298	72615315	HiC_scaffold_19	71155439	72178859	1023420	1046017	SB_166	normal	default	0
+	HiC_scaffold_19	72691206	72767860	HiC_scaffold_19	72243283	72324195	80912	76654	SB_167	normal	default	0
+	HiC_scaffold_19	72818841	74802190	HiC_scaffold_19	72334402	74273790	1939388	1983349	SB_168	normal	default	0
+	HiC_scaffold_19	74918996	75598485	HiC_scaffold_19	74274349	74878595	604246	679489	SB_169	normal	default	0
+	HiC_scaffold_19	75668415	75736176	HiC_scaffold_19	74878595	74945254	66659	67761	SB_170	normal	default	0
+	HiC_scaffold_19	75830807	75885308	HiC_scaffold_19	74994799	75047980	53181	54501	SB_171	normal	default	0
-	HiC_scaffold_19	75882985	76053156	HiC_scaffold_19	75047393	75224511	177118	170171	SB_172	inversion	default	0
-	HiC_scaffold_19	76126720	76287470	HiC_scaffold_19	75368918	75504108	135190	160750	SB_173	inversion	default	0
+	HiC_scaffold_19	76336319	76885428	HiC_scaffold_19	75504866	76033868	529002	549109	SB_174	normal	default	0
+	HiC_scaffold_19	76938144	77876149	HiC_scaffold_19	76066720	77017146	950426	938005	SB_175	normal	default	0
+	HiC_scaffold_19	78027579	79412552	HiC_scaffold_19	77146768	78535284	1388516	1384973	SB_176	normal	default	0
+	HiC_scaffold_19	79491434	80103403	HiC_scaffold_19	78636999	79253986	616987	611969	SB_177	normal	default	0
+	HiC_scaffold_19	80175968	80321490	HiC_scaffold_19	79258425	79413997	155572	145522	SB_178	normal	default	0
-	HiC_scaffold_19	80328541	80403763	HiC_scaffold_19	79443012	79508008	64996	75222	SB_179	inversion	default	0
+	HiC_scaffold_19	80375724	83584638	HiC_scaffold_19	79523429	82611901	3088472	3208914	SB_180	normal	default	0
+	HiC_scaffold_19	83671483	84682796	HiC_scaffold_19	82611901	83624885	1012984	1011313	SB_181	normal	default	0
+	HiC_scaffold_19	84839466	102676044	HiC_scaffold_19	83624885	101425103	17800218	17836578	SB_182	normal	default	0
+	HiC_scaffold_19	102676044	124590380	HiC_scaffold_19	101506060	123489032	21982972	21914336	SB_183	normal	default	0
+	HiC_scaffold_2	187054	4672313	HiC_scaffold_2	104518	4687461	4582943	4485259	SB_184	normal	default	0
+	HiC_scaffold_2	4722311	32709574	HiC_scaffold_2	4739884	32682609	27942725	27987263	SB_185	normal	default	0
+	HiC_scaffold_2	32709574	60036431	HiC_scaffold_2	32793725	59833430	27039705	27326857	SB_186	normal	default	0
-	HiC_scaffold_2	60036431	60214369	HiC_scaffold_2	59836594	60013782	177188	177938	SB_187	inversion	default	0
-	HiC_scaffold_2	60216528	60449268	HiC_scaffold_2	60017695	60251561	233866	232740	SB_188	inversion	default	0
+	HiC_scaffold_2	60449278	106921494	HiC_scaffold_2	60253888	106495799	46241911	46472216	SB_189	normal	default	0
+	HiC_scaffold_2	107028496	173681552	HiC_scaffold_2	106546972	173055957	66508985	66653056	SB_190	normal	default	0
-	HiC_scaffold_2	173716706	173779204	HiC_scaffold_2	173055957	173111646	55689	62498	SB_191	inversion	default	0
+	HiC_scaffold_2	173779204	186054762	HiC_scaffold_2	173107500	185325061	12217561	12275558	SB_192	normal	default	0
-	HiC_scaffold_2	186055278	186265937	HiC_scaffold_2	185325079	185541564	216485	210659	SB_193	inversion	default	0
+	HiC_scaffold_2	186266449	186948126	HiC_scaffold_2	185541774	186224011	682237	681677	SB_194	normal	default	0
+	HiC_scaffold_2	186954644	188295630	HiC_scaffold_2	186424050	187756550	1332500	1340986	SB_195	normal	default	0
-	HiC_scaffold_2	188296182	188677079	HiC_scaffold_2	187756559	188137435	380876	380897	SB_196	inversion	default	0
+	HiC_scaffold_2	188677079	188738667	HiC_scaffold_2	188137433	188198379	60946	61588	SB_197	normal	default	0
-	HiC_scaffold_2	188757168	188830265	HiC_scaffold_2	188209249	188282272	73023	73097	SB_198	inversion	default	0
+	HiC_scaffold_2	188830868	188935994	HiC_scaffold_2	188567984	188672451	104467	105126	SB_199	normal	default	0
+	HiC_scaffold_2	188942683	189063112	HiC_scaffold_2	188723095	188851896	128801	120429	SB_200	normal	default	0
-	HiC_scaffold_2	189134365	189385830	HiC_scaffold_2	188307319	188567791	260472	251465	SB_201	inversion	default	0
+	HiC_scaffold_2	189386715	191155733	HiC_scaffold_2	188881787	190656607	1774820	1769018	SB_202	normal	default	0
+	HiC_scaffold_2	191156284	193190003	HiC_scaffold_2	190783054	192822776	2039722	2033719	SB_203	normal	default	0
+	HiC_scaffold_2	193334062	201892531	HiC_scaffold_2	192823185	201432642	8609457	8558469	SB_204	normal	default	0
-	HiC_scaffold_2	201892538	201951162	HiC_scaffold_2	201432642	201494502	61860	58624	SB_205	inversion	default	0
+	HiC_scaffold_2	201951162	203160773	HiC_scaffold_2	201494509	202694569	1200060	1209611	SB_206	normal	default	0
+	HiC_scaffold_3	0	41039582	HiC_scaffold_3	8137	41005597	40997460	41039582	SB_207	normal	default	0
-	HiC_scaffold_3	41034687	41115678	HiC_scaffold_3	41055613	41146114	90501	80991	SB_208	inversion	default	0
+	HiC_scaffold_3	41127045	62755670	HiC_scaffold_3	41141215	62572210	21430995	21628625	SB_209	normal	default	0
+	HiC_scaffold_3	62758861	68170901	HiC_scaffold_3	62721469	68125520	5404051	5412040	SB_210	normal	default	0
+	HiC_scaffold_3	68170908	80142275	HiC_scaffold_3	68227341	80127749	11900408	11971367	SB_211	normal	default	0
+	HiC_scaffold_3	80154958	81063702	HiC_scaffold_3	80182036	81085808	903772	908744	SB_212	normal	default	0
+	HiC_scaffold_3	81063702	82185426	HiC_scaffold_3	81302889	82477947	1175058	1121724	SB_213	normal	default	0
+	HiC_scaffold_3	82205250	83106751	HiC_scaffold_3	82583934	83458125	874191	901501	SB_214	normal	default	0
+	HiC_scaffold_3	83107650	116908652	HiC_scaffold_3	83526175	117119295	33593120	33801002	SB_215	normal	default	0
+	HiC_scaffold_3	116908652	135287407	HiC_scaffold_3	117210759	135542462	18331703	18378755	SB_216	normal	default	0
+	HiC_scaffold_3	135287407	137713752	HiC_scaffold_3	135693798	138148857	2455059	2426345	SB_217	normal	default	0
+	HiC_scaffold_3	137713752	142191265	HiC_scaffold_3	138367679	142812866	4445187	4477513	SB_218	normal	default	0
+	HiC_scaffold_3	142191265	156795114	HiC_scaffold_3	142910796	157423784	14512988	14603849	SB_219	normal	default	0
+	HiC_scaffold_3	156795114	170044572	HiC_scaffold_3	157493545	170751848	13258303	13249458	SB_220	normal	default	0
-	HiC_scaffold_3	170044572	170098585	HiC_scaffold_3	170785221	170839316	54095	54013	SB_221	inversion	default	0
+	HiC_scaffold_3	170098585	173307555	HiC_scaffold_3	170842704	174045815	3203111	3208970	SB_222	normal	default	0
+	HiC_scaffold_3	173307583	178351851	HiC_scaffold_3	174192764	179234305	5041541	5044268	SB_223	normal	default	0
+	HiC_scaffold_3	178352366	194045661	HiC_scaffold_3	179340150	195015583	15675433	15693295	SB_224	normal	default	0
-	HiC_scaffold_4	0	40335843	HiC_scaffold_4	150541996	190997902	40455906	40335843	SB_225	normal	default	0
-	HiC_scaffold_4	40392134	70514263	HiC_scaffold_4	120416533	150526618	30110085	30122129	SB_226	normal	default	0
-	HiC_scaffold_4	70514263	73487574	HiC_scaffold_4	117291321	120247011	2955690	2973311	SB_227	normal	default	0
-	HiC_scaffold_4	73487574	86314073	HiC_scaffold_4	104390055	117114873	12724818	12826499	SB_228	normal	default	0
-	HiC_scaffold_4	86318404	91259333	HiC_scaffold_4	99418575	104278919	4860344	4940929	SB_229	normal	default	0
-	HiC_scaffold_4	91305360	99911157	HiC_scaffold_4	90874257	99358527	8484270	8605797	SB_230	normal	default	0
+	HiC_scaffold_4	99910052	99965796	HiC_scaffold_4	90771043	90836526	65483	55744	SB_231	inversion	default	0
-	HiC_scaffold_4	99965796	101654878	HiC_scaffold_4	89058118	90770980	1712862	1689082	SB_232	normal	default	0
-	HiC_scaffold_4	101674952	102014930	HiC_scaffold_4	88590142	88992197	402055	339978	SB_233	normal	default	0
-	HiC_scaffold_4	102040775	103582820	HiC_scaffold_4	87117742	88681155	1563413	1542045	SB_234	normal	default	0
+	HiC_scaffold_4	103582821	103645113	HiC_scaffold_4	87050778	87112424	61646	62292	SB_235	inversion	default	0
-	HiC_scaffold_4	103644623	107274798	HiC_scaffold_4	83433787	87050431	3616644	3630175	SB_236	normal	default	0
-	HiC_scaffold_4	107316999	109672546	HiC_scaffold_4	80904984	83211110	2306126	2355547	SB_237	normal	default	0
+	HiC_scaffold_4	109673553	109765487	HiC_scaffold_4	80814760	80907683	92923	91934	SB_238	inversion	default	0
-	HiC_scaffold_4	109762790	109863135	HiC_scaffold_4	80652136	80743613	91477	100345	SB_239	normal	default	0
