strand	qName	qStart	qEnd	tName	tStart	tEnd	tHitLen	qHitLen	synteny_block_id	type	connector_color	connector_zorder
+	chr18'	9094671	15617470	chr18	9259701	15794756	6535055	6522799	SB_104	normal	default	0
+	chr18'	15749540	22757687	chr18	15938421	22958711	7020290	7008147	SB_103	normal	default	0
+	chr18'	22758209	23801618	chr18	23031420	24083599	1052179	1043409	SB_102	normal	default	0
+	chr18'	23801945	36610432	chr18	24183620	36964716	12781096	12808487	SB_101	normal	default	0
+	chr18'	36710463	39343674	chr18	37064249	39622918	2558669	2633211	SB_100	normal	default	0
+	chr2'	0	2004703	chr2'	532	2015801	2015269	2004703	SB_20	normal	default	0
+	chr2'	2004703	25315676	chr2'	2084775	25430006	23345231	23310973	SB_19	normal	default	0
+	chr2'	25330195	40736023	chr2'	25555578	40946917	15391339	15405828	SB_18	normal	default	0
+	chr2'	40799583	45558220	chr2'	40946917	45628742	4681825	4758637	SB_17	normal	default	0
+	chr2'	45648331	82783173	chr2'	45719716	82919590	37199874	37134842	SB_16	normal	default	0
-	chr2'	82777364	82829603	chr2'	82913785	82982371	68586	52239	SB_15	inversion	default	0
+	chr2'	82824611	98702009	chr2'	82978054	98848851	15870797	15877398	SB_14	normal	default	0
-	chr2'	98702009	98760447	chr2'	98888921	98957456	68535	58438	SB_13	inversion	default	0
+	chr2'	98760447	161286176	chr2'	98958216	161614506	62656290	62525729	SB_12	normal	default	0
+	chr2'	161408570	196576978	chr2'	161614506	196855940	35241434	35168408	SB_11	normal	default	0
+	chr2'	196624165	204352947	chr2'	196911361	204613882	7702521	7728782	SB_10	normal	default	0
+	chr2'	204512514	205234640	chr2'	204662764	205385147	722383	722126	SB_9	normal	default	0
+	chr2'	205433305	205869545	chr2'	205514991	205969472	454481	436240	SB_8	normal	default	0
+	chr2'	205869545	206010240	chr2'	206050839	206189527	138688	140695	SB_7	normal	default	0
+	chr2'	206041768	206224436	chr2'	206301112	206453249	152137	182668	SB_6	normal	default	0
+	chr2'	206287022	206484621	chr2'	206484353	206663582	179229	197599	SB_5	normal	default	0
+	chr2'	206518872	209974718	chr2'	206831448	210293778	3462330	3455846	SB_4	normal	default	0
+	chr2'	210009171	210215705	chr2'	210348834	210555738	206904	206534	SB_3	normal	default	0
+	chr2'	210294207	216596096	chr2'	210555739	216797690	6241951	6301889	SB_2	normal	default	0
+	chr2'	216695185	216759619	chr2'	216797690	216853604	55914	64434	SB_1	normal	default	0
+	chr3'	0	62471120	chr3	3391	62755658	62752267	62471120	SB_171	normal	default	0
+	chr3'	62529939	67923841	chr3	62758861	68170901	5412040	5393902	SB_170	normal	default	0
+	chr3'	68025334	73925835	chr3	68170901	74125785	5954884	5900501	SB_169	normal	default	0
+	chr3'	73960244	78231650	chr3	74185706	78399401	4213695	4271406	SB_168	normal	default	0
-	chr3'	78220569	78316362	chr3	78396829	78455939	59110	95793	SB_167	inversion	default	0
+	chr3'	78310491	82240733	chr3	78450077	82272274	3822197	3930242	SB_166	normal	default	0
+	chr3'	82295770	82690320	chr3	82338573	82730689	392116	394550	SB_165	normal	default	0
+	chr3'	82774115	83143226	chr3	82730696	83106751	376055	369111	SB_164	normal	default	0
+	chr3'	83212159	116858518	chr3	83106751	116908652	33801901	33646359	SB_163	normal	default	0
+	chr3'	116949924	135325040	chr3	116908652	135287407	18378755	18375116	SB_162	normal	default	0
+	chr3'	135469605	137914009	chr3	135287407	137713752	2426345	2444404	SB_161	normal	default	0
+	chr3'	138135097	142598774	chr3	137713752	142191265	4477513	4463677	SB_160	normal	default	0
+	chr3'	142696237	157212131	chr3	142191265	156795114	14603849	14515894	SB_159	normal	default	0
+	chr3'	157282178	173779896	chr3	156795114	173307555	16512441	16497718	SB_158	normal	default	0
+	chr3'	173927127	178949460	chr3	173307555	178351851	5044296	5022333	SB_157	normal	default	0
+	chr3'	179055568	194718364	chr3	178352366	194047158	15694792	15662796	SB_156	normal	default	0
+	chr4'	21992	7661074	chr4'	0	7581848	7581848	7639082	SB_195	normal	default	0
+	chr4'	7820516	50810764	chr4'	7581848	50837998	43256150	42990248	SB_194	normal	default	0
+	chr4'	50873772	63649353	chr4'	50837998	63637553	12799555	12775581	SB_193	normal	default	0
-	chr4'	63723368	63782821	chr4'	63790213	63871090	80877	59453	SB_191	inversion	default	0
-	chr4'	63866852	63940712	chr4'	143865042	143983242	118200	73860	SB_190	inversion	default	0
+	chr4'	63941223	75143653	chr4'	63875578	75125406	11249828	11202430	SB_189	normal	default	0
+	chr4'	75255372	76053697	chr4'	75125406	75926813	801407	798325	SB_188	normal	default	0
+	chr4'	76053697	80262697	chr4'	75978533	80238461	4259928	4209000	SB_187	normal	default	0
-	chr4'	80262697	80389819	chr4'	80238476	80377582	139106	127122	SB_186	inversion	default	0
+	chr4'	80389819	80933754	chr4'	80377582	80921424	543842	543935	SB_185	normal	default	0
+	chr4'	81024944	83687292	chr4'	80945413	83595050	2649637	2662348	SB_184	normal	default	0
+	chr4'	83742493	86430263	chr4'	83627346	86326788	2699442	2687770	SB_183	normal	default	0
-	chr4'	86433066	86495577	chr4'	86326788	86389080	62292	62511	SB_182	inversion	default	0
+	chr4'	86506233	87922834	chr4'	86389636	87820364	1430728	1416601	SB_181	normal	default	0
+	chr4'	87960671	103554831	chr4'	88012388	103653497	15641109	15594160	SB_180	normal	default	0
+	chr4'	103665595	115227090	chr4'	103657828	115276694	11618866	11561495	SB_179	normal	default	0
+	chr4'	115277368	116419950	chr4'	115323781	116484326	1160545	1142582	SB_178	normal	default	0
+	chr4'	116590231	119545732	chr4'	116484327	119457638	2973311	2955501	SB_177	normal	default	0
+	chr4'	119712984	144091995	chr4'	119457638	143858343	24400705	24379011	SB_176	normal	default	0
+	chr4'	144092339	149633529	chr4'	144028789	149579771	5550982	5541190	SB_175	normal	default	0
+	chr4'	149673707	186696108	chr4'	149636048	186645415	37009367	37022401	SB_174	normal	default	0
+	chr4'	186698225	188427796	chr4'	186723002	188485687	1762685	1729571	SB_173	normal	default	0
+	chr4'	188427800	189801061	chr4'	188598051	189971901	1373850	1373261	SB_172	normal	default	0
+	chr5'	224989	1246275	chr5	9073	1017304	1008231	1021286	SB_207	normal	default	0
+	chr5'	1292416	1726258	chr5	1076510	1491701	415191	433842	SB_206	normal	default	0
+	chr5'	1726258	2180360	chr5	1547702	2039883	492181	454102	SB_205	normal	default	0
-	chr5'	2194972	2300437	chr5	2159491	2269056	109565	105465	SB_204	inversion	default	0
+	chr5'	2300648	4414327	chr5	2273662	4462061	2188399	2113679	SB_203	normal	default	0
+	chr5'	4548894	5885551	chr5	4462156	5813460	1351304	1336657	SB_202	normal	default	0
+	chr5'	5949689	6317518	chr5	5867207	6166354	299147	367829	SB_201	normal	default	0
+	chr5'	6385836	7372731	chr5	6225537	7244560	1019023	986895	SB_200	normal	default	0
+	chr5'	7433347	16453793	chr5	7422850	16490631	9067781	9020446	SB_199	normal	default	0
+	chr5'	16443912	45349488	chr5	16530904	45479330	28948426	28905576	SB_198	normal	default	0
+	chr5'	45398280	76418547	chr5	45564878	76750643	31185765	31020267	SB_197	normal	default	0
+	chr5'	76418667	154057963	chr5	76825782	154539792	77714010	77639296	SB_196	normal	default	0
+	chr6'	0	16512411	chr6	0	16491937	16491937	16512411	SB_220	normal	default	0
+	chr6'	16549421	27151704	chr6	16546379	27193509	10647130	10602283	SB_219	normal	default	0
+	chr6'	27209409	53243729	chr6	27193509	53232250	26038741	26034320	SB_218	normal	default	0
+	chr6'	53244797	82737144	chr6	53293041	82819128	29526087	29492347	SB_217	normal	default	0
+	chr6'	82742477	115065793	chr6	82871530	115247625	32376095	32323316	SB_216	normal	default	0
-	chr6'	115065793	115145105	chr6	115201903	115276391	74488	79312	SB_215	inversion	default	0
+	chr6'	115145637	118403418	chr6	115322224	118578758	3256534	3257781	SB_214	normal	default	0
+	chr6'	118528103	118595577	chr6	118578769	118636644	57875	67474	SB_213	normal	default	0
+	chr6'	118644245	118976800	chr6	118627148	118927765	300617	332555	SB_212	normal	default	0
+	chr6'	119292150	119541436	chr6	118948074	119181762	233688	249286	SB_211	normal	default	0
-	chr6'	119627131	119677755	chr6	119182315	119239737	57422	50624	SB_210	inversion	default	0
+	chr6'	119754313	120530199	chr6	119260869	120011387	750518	775886	SB_209	normal	default	0
+	chr6'	120425299	147682959	chr6	120008967	147300618	27291651	27257660	SB_208	normal	default	0
+	chr7'	227795	510631	chr7	131603	441851	310248	282836	SB_234	normal	default	0
+	chr7'	510631	687954	chr7	615928	923734	307806	177323	SB_233	normal	default	0
+	chr7'	656478	716315	chr7	419980	477817	57837	59837	SB_232	normal	default	0
+	chr7'	718249	33989485	chr7	987458	34157479	33170021	33271236	SB_231	normal	default	0
+	chr7'	34043954	54285002	chr7	34202500	54491046	20288546	20241048	SB_230	normal	default	0
+	chr7'	54285479	73360615	chr7	54559938	73729484	19169546	19075136	SB_229	normal	default	0
+	chr7'	73404183	92429300	chr7	73996342	93087641	19091299	19025117	SB_228	normal	default	0
+	chr7'	92556977	93389357	chr7	93359509	94152313	792804	832380	SB_227	normal	default	0
+	chr7'	93411805	94600339	chr7	94216791	95470528	1253737	1188534	SB_226	normal	default	0
+	chr7'	94718092	121217634	chr7	95568426	122089441	26521015	26499542	SB_225	normal	default	0
+	chr7'	121279593	122049006	chr7	122089441	122867379	777938	769413	SB_224	normal	default	0
+	chr7'	122050322	122101582	chr7	122919394	123016610	97216	51260	SB_223	normal	default	0
+	chr7'	122161941	141720827	chr7	123062977	142616563	19553586	19558886	SB_222	normal	default	0
+	chr7'	141720827	143641563	chr7	142690218	144634955	1944737	1920736	SB_221	normal	default	0
+	chr8'	517	27905363	chr8	60	27925672	27925612	27904846	SB_268	normal	default	0
+	chr8'	27982622	48861772	chr8	28007282	48971992	20964710	20879150	SB_267	normal	default	0
-	chr8'	48868015	49037777	chr8	48973142	49126588	153446	169762	SB_266	inversion	default	0
+	chr8'	49216901	50023199	chr8	49222108	50026891	804783	806298	SB_265	normal	default	0
+	chr8'	50023199	52366520	chr8	50091499	52456038	2364539	2343321	SB_264	normal	default	0
+	chr8'	52443798	100349140	chr8	52456039	100541860	48085821	47905342	SB_263	normal	default	0
+	chr8'	100352601	100485449	chr8	100638504	100771920	133416	132848	SB_262	normal	default	0
+	chr8'	100565461	100758873	chr8	100870854	101050829	179975	193412	SB_261	normal	default	0
+	chr8'	100806416	137878594	chr8	101154796	138359503	37204707	37072178	SB_260	normal	default	0
+	chr9'	654	40734774	chr9	0	40768790	40768790	40734120	SB_259	normal	default	0
+	chr9'	40820635	42247756	chr9	40769185	42232460	1463275	1427121	SB_258	normal	default	0
+	chr9'	42245224	42356263	chr9	42599961	42689901	89940	111039	SB_257	normal	default	0
+	chr9'	42349062	42532843	chr9	42295649	42484566	188917	183781	SB_256	normal	default	0
+	chr9'	42596218	42717369	chr9	42484707	42599961	115254	121151	SB_255	normal	default	0
+	chr9'	42723329	49378802	chr9	42697066	49377635	6680569	6655473	SB_254	normal	default	0
+	chr9'	49378802	49612362	chr9	49476866	49722830	245964	233560	SB_253	normal	default	0
-	chr9'	49675454	49970990	chr9	49789647	50086303	296656	295536	SB_252	inversion	default	0
+	chr9'	49971710	50243613	chr9	50213730	50493498	279768	271903	SB_251	normal	default	0
+	chr9'	50311929	53197476	chr9	50612625	53523835	2911210	2885547	SB_250	normal	default	0
+	chr9'	53250005	55881345	chr9	53523835	56180004	2656169	2631340	SB_249	normal	default	0
+	chr9'	55942826	67236859	chr9	56219983	67540960	11320977	11294033	SB_248	normal	default	0
-	chr9'	67237341	67297876	chr9	67567329	67634389	67060	60535	SB_247	inversion	default	0
+	chr9'	67297876	67528511	chr9	67634389	67852708	218319	230635	SB_246	normal	default	0
+	chr9'	67602368	76328404	chr9	67842083	76620629	8778546	8726036	SB_245	normal	default	0
+	chr9'	76331231	76417484	chr9	76702939	76830718	127779	86253	SB_244	normal	default	0
+	chr9'	76447519	76505215	chr9	76925132	76979447	54315	57696	SB_243	normal	default	0
+	chr9'	76515158	85352685	chr9	77032928	85887300	8854372	8837527	SB_242	normal	default	0
-	chr9'	85472780	85532666	chr9	85923694	85984000	60306	59886	SB_241	inversion	default	0
+	chr9'	85541826	85750886	chr9	86054903	86271176	216273	209060	SB_240	normal	default	0
+	chr9'	86020970	86950289	chr9	86385019	87320544	935525	929319	SB_239	normal	default	0
+	chr9'	87010349	127706219	chr9	87513268	128419579	40906311	40695870	SB_238	normal	default	0
+	chr9'	127706460	136756001	chr9	128510030	137588459	9078429	9049541	SB_237	normal	default	0
+	chr9'	136756001	138859831	chr9	137711080	139768989	2057909	2103830	SB_236	normal	default	0
+	chr9'	138859831	138955260	chr9	139914328	140017802	103474	95429	SB_235	normal	default	0
+	chrX'	4607	975689	chrX	0	971453	971453	971082	SB_137	normal	default	0
+	chrX'	1074492	2178054	chrX	1028039	2096875	1068836	1103562	SB_136	normal	default	0
+	chrX'	2268551	16036156	chrX	2119410	15913794	13794384	13767605	SB_135	normal	default	0
+	chrX'	16159421	22956578	chrX	15914624	22673193	6758569	6797157	SB_134	normal	default	0
+	chrX'	22987654	29871017	chrX	22744137	29611033	6866896	6883363	SB_133	normal	default	0
+	chrX'	29941017	41377539	chrX	29683361	41216459	11533098	11436522	SB_132	normal	default	0
-	chrX'	41376245	41648036	chrX	41206896	41493138	286242	271791	SB_131	inversion	default	0
+	chrX'	41638488	44287797	chrX	41491848	44041351	2549503	2649309	SB_130	normal	default	0
-	chrX'	44287798	44347236	chrX	44046490	44106159	59669	59438	SB_129	inversion	default	0
+	chrX'	44347236	44696228	chrX	44111319	44534719	423400	348992	SB_128	normal	default	0
-	chrX'	44712621	44887677	chrX	44540027	44731592	191565	175056	SB_127	inversion	default	0
+	chrX'	44884468	45326551	chrX	44743104	45175868	432764	442083	SB_126	normal	default	0
+	chrX'	45332471	48565617	chrX	45230878	48498770	3267892	3233146	SB_125	normal	default	0
+	chrX'	48615922	51738238	chrX	48543520	51676037	3132517	3122316	SB_124	normal	default	0
+	chrX'	51738238	51924496	chrX	51750524	51941414	190890	186258	SB_123	normal	default	0
+	chrX'	51974595	52537231	chrX	51991018	52555272	564254	562636	SB_122	normal	default	0
+	chrX'	52622178	53620565	chrX	52555272	53549870	994598	998387	SB_121	normal	default	0
+	chrX'	53672807	55482903	chrX	53549870	55348798	1798928	1810096	SB_120	normal	default	0
+	chrX'	55548761	62792714	chrX	55348798	62599642	7250844	7243953	SB_119	normal	default	0
+	chrX'	62840729	66568864	chrX	62653350	66464722	3811372	3728135	SB_118	normal	default	0
-	chrX'	66577294	66635651	chrX	66483310	66541303	57993	58357	SB_117	inversion	default	0
+	chrX'	66635661	71532654	chrX	66548868	71534330	4985462	4896993	SB_116	normal	default	0
+	chrX'	71584115	74159454	chrX	71569298	74295061	2725763	2575339	SB_115	normal	default	0
+	chrX'	74228122	75996639	chrX	74303955	76152399	1848444	1768517	SB_114	normal	default	0
+	chrX'	76031649	76141438	chrX	76229054	76325475	96421	109789	SB_113	normal	default	0
+	chrX'	76218453	77079099	chrX	76334442	77190862	856420	860646	SB_112	normal	default	0
+	chrX'	77133383	78253395	chrX	77242081	78372471	1130390	1120012	SB_111	normal	default	0
+	chrX'	78275303	79228144	chrX	78451148	79412552	961404	952841	SB_110	normal	default	0
+	chrX'	79327023	80168494	chrX	79491434	80322601	831167	841471	SB_109	normal	default	0
+	chrX'	80177710	83378615	chrX	80374967	83584628	3209661	3200905	SB_108	normal	default	0
+	chrX'	83378615	112594926	chrX	83671478	112912209	29240731	29216311	SB_107	normal	default	0
+	chrX'	112621602	124371051	chrX	112891281	124593203	11701922	11749449	SB_106	normal	default	0
