CHROM	WINDOW	mustela_putorius.10x.barcoded
HiC_scaffold_1	353	5
HiC_scaffold_1	354	1
HiC_scaffold_1	355	9
HiC_scaffold_1	356	8
HiC_scaffold_1	357	2
HiC_scaffold_1	358	10
HiC_scaffold_1	359	14
HiC_scaffold_1	360	17
HiC_scaffold_1	361	19
HiC_scaffold_1	362	10
HiC_scaffold_1	363	14
HiC_scaffold_1	364	6
HiC_scaffold_1	365	10
HiC_scaffold_1	366	18
HiC_scaffold_1	367	15
HiC_scaffold_1	368	16
HiC_scaffold_1	369	13
HiC_scaffold_1	370	9
HiC_scaffold_1	371	16
HiC_scaffold_1	372	26
HiC_scaffold_1	373	9
HiC_scaffold_1	374	17
HiC_scaffold_1	375	17
HiC_scaffold_1	376	17
HiC_scaffold_1	377	24
HiC_scaffold_1	378	9
HiC_scaffold_1	379	22
HiC_scaffold_1	380	18
HiC_scaffold_1	381	18
HiC_scaffold_1	382	13
HiC_scaffold_1	383	17
HiC_scaffold_1	384	21
HiC_scaffold_1	385	12
HiC_scaffold_1	386	15
HiC_scaffold_1	387	22
HiC_scaffold_1	388	23
HiC_scaffold_1	389	24
HiC_scaffold_1	390	10
HiC_scaffold_1	391	11
HiC_scaffold_1	392	32
HiC_scaffold_1	393	4
HiC_scaffold_1	394	15
HiC_scaffold_1	395	12
HiC_scaffold_1	396	3
HiC_scaffold_1	397	9
HiC_scaffold_1	398	18
HiC_scaffold_1	399	13
HiC_scaffold_1	400	14
HiC_scaffold_1	401	19
HiC_scaffold_1	402	23
HiC_scaffold_1	403	13
HiC_scaffold_1	404	10
HiC_scaffold_1	405	17
HiC_scaffold_1	406	10
HiC_scaffold_1	407	9
HiC_scaffold_1	408	12
HiC_scaffold_1	409	12
HiC_scaffold_1	410	25
HiC_scaffold_1	411	19
HiC_scaffold_1	412	15
HiC_scaffold_1	413	15
HiC_scaffold_1	414	17
HiC_scaffold_1	415	17
HiC_scaffold_1	416	12
HiC_scaffold_1	417	12
HiC_scaffold_1	418	14
HiC_scaffold_1	419	14
HiC_scaffold_1	420	40
HiC_scaffold_1	421	20
HiC_scaffold_1	422	13
HiC_scaffold_1	423	15
HiC_scaffold_1	424	17
HiC_scaffold_1	425	14
HiC_scaffold_1	426	11
HiC_scaffold_1	427	7
HiC_scaffold_1	428	5
HiC_scaffold_1	429	13
HiC_scaffold_1	430	25
HiC_scaffold_1	431	94
HiC_scaffold_1	432	20
HiC_scaffold_1	433	20
HiC_scaffold_1	434	25
HiC_scaffold_1	435	13
HiC_scaffold_1	436	15
HiC_scaffold_1	437	21
HiC_scaffold_1	438	20
HiC_scaffold_1	439	5
HiC_scaffold_1	440	50
HiC_scaffold_1	441	118
HiC_scaffold_1	442	14
HiC_scaffold_1	443	25
HiC_scaffold_1	444	21
HiC_scaffold_1	445	9
HiC_scaffold_1	446	9
HiC_scaffold_1	447	13
HiC_scaffold_1	448	7
HiC_scaffold_1	449	9
HiC_scaffold_1	450	54
HiC_scaffold_1	451	10
HiC_scaffold_1	452	12
HiC_scaffold_1	453	51
HiC_scaffold_1	454	13
HiC_scaffold_1	455	25
HiC_scaffold_1	456	18
HiC_scaffold_1	457	19
HiC_scaffold_1	458	13
HiC_scaffold_1	459	18
HiC_scaffold_1	460	159
HiC_scaffold_1	461	194
HiC_scaffold_1	462	123
HiC_scaffold_1	463	67
HiC_scaffold_1	464	16
HiC_scaffold_1	465	82
HiC_scaffold_1	466	19
HiC_scaffold_1	467	16
HiC_scaffold_1	468	43
HiC_scaffold_1	469	28
HiC_scaffold_1	470	18
HiC_scaffold_1	471	11
HiC_scaffold_1	472	9
HiC_scaffold_1	473	303
HiC_scaffold_1	474	90
HiC_scaffold_1	475	6
HiC_scaffold_1	476	16
HiC_scaffold_1	477	14
HiC_scaffold_1	478	6
HiC_scaffold_1	479	2
HiC_scaffold_1	480	8
HiC_scaffold_1	481	13
HiC_scaffold_1	482	9
HiC_scaffold_1	483	1
HiC_scaffold_1	484	7
HiC_scaffold_1	485	12
HiC_scaffold_1	486	11
HiC_scaffold_1	487	6
HiC_scaffold_1	488	8
HiC_scaffold_1	489	6
HiC_scaffold_1	490	8
HiC_scaffold_1	491	4
HiC_scaffold_1	492	5
HiC_scaffold_1	493	15
HiC_scaffold_1	494	11
HiC_scaffold_1	495	13
HiC_scaffold_1	496	9
HiC_scaffold_1	497	6
HiC_scaffold_1	498	2
HiC_scaffold_1	499	7
HiC_scaffold_1	500	3
HiC_scaffold_1	501	9
HiC_scaffold_1	502	1
HiC_scaffold_1	503	10
HiC_scaffold_1	504	17
HiC_scaffold_1	505	5
HiC_scaffold_1	506	12
HiC_scaffold_1	507	4
HiC_scaffold_1	508	24
HiC_scaffold_1	509	6
HiC_scaffold_1	510	6
HiC_scaffold_1	511	19
HiC_scaffold_1	512	0
HiC_scaffold_1	513	9
HiC_scaffold_1	514	5
HiC_scaffold_1	515	9
HiC_scaffold_1	516	2
HiC_scaffold_1	517	15
HiC_scaffold_1	518	10
HiC_scaffold_1	519	5
HiC_scaffold_1	520	11
HiC_scaffold_1	521	15
HiC_scaffold_1	522	7
HiC_scaffold_1	523	18
HiC_scaffold_1	524	14
HiC_scaffold_1	525	12
HiC_scaffold_1	526	14
HiC_scaffold_1	527	4
HiC_scaffold_1	528	9
HiC_scaffold_1	529	17
HiC_scaffold_1	530	163
HiC_scaffold_1	531	24
HiC_scaffold_1	532	13
HiC_scaffold_1	533	12
HiC_scaffold_1	534	40
HiC_scaffold_1	535	16
HiC_scaffold_1	536	15
HiC_scaffold_1	537	24
HiC_scaffold_1	538	21
HiC_scaffold_1	539	16
HiC_scaffold_1	540	34
HiC_scaffold_1	541	12
HiC_scaffold_1	542	20
HiC_scaffold_1	543	23
HiC_scaffold_1	544	17
HiC_scaffold_1	545	18
HiC_scaffold_1	546	17
HiC_scaffold_1	547	30
HiC_scaffold_1	548	28
HiC_scaffold_1	549	29
HiC_scaffold_1	550	18
HiC_scaffold_1	551	21
HiC_scaffold_1	552	16
HiC_scaffold_1	553	26
HiC_scaffold_1	554	16
HiC_scaffold_1	555	18
HiC_scaffold_1	556	22
HiC_scaffold_1	557	11
HiC_scaffold_1	558	34
HiC_scaffold_1	559	16
HiC_scaffold_1	560	177
HiC_scaffold_1	561	6
HiC_scaffold_1	562	6
HiC_scaffold_1	563	10
HiC_scaffold_1	564	9
HiC_scaffold_1	565	3
HiC_scaffold_1	566	8
HiC_scaffold_1	567	13
HiC_scaffold_1	568	15
HiC_scaffold_1	569	9
HiC_scaffold_1	570	29
HiC_scaffold_1	571	20
HiC_scaffold_1	572	21
HiC_scaffold_1	573	16
HiC_scaffold_1	574	9
HiC_scaffold_1	575	18
HiC_scaffold_1	576	5
HiC_scaffold_1	577	18
HiC_scaffold_1	578	211
HiC_scaffold_1	579	27
HiC_scaffold_1	580	20
HiC_scaffold_1	581	5
HiC_scaffold_1	582	8
HiC_scaffold_1	583	9
HiC_scaffold_1	584	254
HiC_scaffold_1	585	16
HiC_scaffold_1	586	15
HiC_scaffold_1	587	27
HiC_scaffold_1	588	25
HiC_scaffold_1	589	30
HiC_scaffold_1	590	15
HiC_scaffold_1	591	24
HiC_scaffold_1	592	29
HiC_scaffold_1	593	9
HiC_scaffold_1	594	18
HiC_scaffold_1	595	43
HiC_scaffold_1	596	15
HiC_scaffold_1	597	123
HiC_scaffold_1	598	323
HiC_scaffold_1	599	270
HiC_scaffold_1	600	162
HiC_scaffold_1	601	21
HiC_scaffold_1	602	17
HiC_scaffold_1	603	97
HiC_scaffold_1	604	11
HiC_scaffold_1	605	9
HiC_scaffold_1	606	8
HiC_scaffold_1	607	20
HiC_scaffold_1	608	15
HiC_scaffold_1	609	3
HiC_scaffold_1	610	3
HiC_scaffold_1	611	9
HiC_scaffold_1	612	8
HiC_scaffold_1	613	19
HiC_scaffold_1	614	6
HiC_scaffold_1	615	16
HiC_scaffold_1	616	17
HiC_scaffold_1	617	20
HiC_scaffold_1	618	24
HiC_scaffold_1	619	15
HiC_scaffold_1	620	38
HiC_scaffold_1	621	19
HiC_scaffold_1	622	13
HiC_scaffold_1	623	10
HiC_scaffold_1	624	18
HiC_scaffold_1	625	15
HiC_scaffold_1	626	8
HiC_scaffold_1	627	13
HiC_scaffold_1	628	7
HiC_scaffold_1	629	10
HiC_scaffold_1	630	21
HiC_scaffold_1	631	17
HiC_scaffold_1	632	23
HiC_scaffold_1	633	10
HiC_scaffold_1	634	22
HiC_scaffold_1	635	27
HiC_scaffold_1	636	31
HiC_scaffold_1	637	28
HiC_scaffold_1	638	28
HiC_scaffold_1	639	17
HiC_scaffold_1	640	16
HiC_scaffold_1	641	4
HiC_scaffold_1	642	6
HiC_scaffold_1	643	19
HiC_scaffold_1	644	5
HiC_scaffold_1	645	22
HiC_scaffold_1	646	11
HiC_scaffold_1	647	9
HiC_scaffold_1	648	10
HiC_scaffold_1	649	15
HiC_scaffold_1	650	15
HiC_scaffold_1	651	14
HiC_scaffold_1	652	8
HiC_scaffold_1	653	13
HiC_scaffold_1	654	18
HiC_scaffold_1	655	27
HiC_scaffold_1	656	16
HiC_scaffold_1	657	8
HiC_scaffold_1	658	17
HiC_scaffold_1	659	24
HiC_scaffold_1	660	30
HiC_scaffold_1	661	14
HiC_scaffold_1	662	10
HiC_scaffold_1	663	9
HiC_scaffold_1	664	41
HiC_scaffold_1	665	10
HiC_scaffold_1	666	4
HiC_scaffold_1	667	10
HiC_scaffold_1	668	120
HiC_scaffold_1	669	337
HiC_scaffold_1	670	402
HiC_scaffold_1	671	71
HiC_scaffold_1	672	376
HiC_scaffold_1	673	54
HiC_scaffold_1	674	16
HiC_scaffold_1	675	57
HiC_scaffold_1	676	191
HiC_scaffold_1	677	26
HiC_scaffold_1	678	10
HiC_scaffold_1	679	12
HiC_scaffold_1	680	16
HiC_scaffold_1	681	12
HiC_scaffold_1	682	5
HiC_scaffold_1	683	19
HiC_scaffold_1	684	17
HiC_scaffold_1	685	12
HiC_scaffold_1	686	5
HiC_scaffold_1	687	21
HiC_scaffold_1	688	25
HiC_scaffold_1	689	15
HiC_scaffold_1	690	7
HiC_scaffold_1	691	9
HiC_scaffold_1	692	15
HiC_scaffold_1	693	31
HiC_scaffold_1	694	19
HiC_scaffold_1	695	8
HiC_scaffold_1	696	14
HiC_scaffold_1	697	130
HiC_scaffold_1	698	28
HiC_scaffold_1	699	13
HiC_scaffold_1	700	13
HiC_scaffold_1	701	16
HiC_scaffold_1	702	17
HiC_scaffold_1	703	24
HiC_scaffold_1	704	12
HiC_scaffold_1	705	24
HiC_scaffold_1	706	20
HiC_scaffold_1	707	12
HiC_scaffold_1	708	39
HiC_scaffold_1	709	426
HiC_scaffold_1	710	273
HiC_scaffold_1	711	340
HiC_scaffold_1	712	319
HiC_scaffold_1	713	307
HiC_scaffold_1	714	331
HiC_scaffold_1	715	253
HiC_scaffold_1	716	10
HiC_scaffold_1	717	11
HiC_scaffold_1	718	23
HiC_scaffold_1	719	13
HiC_scaffold_1	720	22
HiC_scaffold_1	721	8
HiC_scaffold_1	722	21
HiC_scaffold_1	723	12
HiC_scaffold_1	724	23
HiC_scaffold_1	725	18
HiC_scaffold_1	726	30
HiC_scaffold_1	727	12
HiC_scaffold_1	728	27
HiC_scaffold_1	729	20
HiC_scaffold_1	730	15
HiC_scaffold_1	731	15
HiC_scaffold_1	732	22
HiC_scaffold_1	733	18
HiC_scaffold_1	734	21
HiC_scaffold_1	735	14
HiC_scaffold_1	736	22
HiC_scaffold_1	737	26
HiC_scaffold_1	738	13
HiC_scaffold_1	739	22
HiC_scaffold_1	740	13
HiC_scaffold_1	741	9
HiC_scaffold_1	742	7
HiC_scaffold_1	743	12
HiC_scaffold_1	744	9
HiC_scaffold_1	745	8
HiC_scaffold_1	746	4
HiC_scaffold_1	747	16
HiC_scaffold_1	748	19
HiC_scaffold_1	749	8
HiC_scaffold_1	750	18
HiC_scaffold_1	751	29
HiC_scaffold_1	752	72
HiC_scaffold_1	753	18
HiC_scaffold_1	754	14
HiC_scaffold_1	755	10
HiC_scaffold_1	756	20
HiC_scaffold_1	757	17
HiC_scaffold_1	758	19
HiC_scaffold_1	759	19
HiC_scaffold_1	760	19
HiC_scaffold_1	761	20
HiC_scaffold_1	762	10
HiC_scaffold_1	763	15
HiC_scaffold_1	764	9
HiC_scaffold_1	765	27
HiC_scaffold_1	766	22
HiC_scaffold_1	767	18
HiC_scaffold_1	768	12
HiC_scaffold_1	769	9
HiC_scaffold_1	770	18
HiC_scaffold_1	771	9
HiC_scaffold_1	772	13
HiC_scaffold_1	773	20
HiC_scaffold_1	774	16
HiC_scaffold_1	775	22
HiC_scaffold_1	776	12
HiC_scaffold_1	777	17
HiC_scaffold_1	778	16
HiC_scaffold_1	779	20
HiC_scaffold_1	780	29
HiC_scaffold_1	781	18
HiC_scaffold_1	782	17
HiC_scaffold_1	783	26
HiC_scaffold_1	784	13
HiC_scaffold_1	785	10
HiC_scaffold_1	786	21
HiC_scaffold_1	787	5
HiC_scaffold_1	788	20
HiC_scaffold_1	789	11
HiC_scaffold_1	790	17
HiC_scaffold_1	791	17
HiC_scaffold_1	792	8
HiC_scaffold_1	793	10
HiC_scaffold_1	794	7
HiC_scaffold_1	795	6
HiC_scaffold_1	796	8
HiC_scaffold_1	797	17
HiC_scaffold_1	798	13
HiC_scaffold_1	799	16
HiC_scaffold_1	800	18
HiC_scaffold_1	801	12
HiC_scaffold_1	802	22
HiC_scaffold_1	803	26
HiC_scaffold_1	804	25
HiC_scaffold_1	805	24
HiC_scaffold_1	806	13
HiC_scaffold_1	807	11
HiC_scaffold_1	808	6
HiC_scaffold_1	809	32
HiC_scaffold_1	810	6
HiC_scaffold_1	811	5
HiC_scaffold_1	812	22
HiC_scaffold_1	813	8
HiC_scaffold_1	814	8
HiC_scaffold_1	815	12
HiC_scaffold_1	816	4
HiC_scaffold_1	817	1
HiC_scaffold_1	818	5
HiC_scaffold_1	819	6
HiC_scaffold_1	820	9
HiC_scaffold_1	821	13
HiC_scaffold_1	822	14
HiC_scaffold_1	823	15
HiC_scaffold_1	824	12
HiC_scaffold_1	825	8
HiC_scaffold_1	826	4
HiC_scaffold_1	827	5
HiC_scaffold_1	828	3
HiC_scaffold_1	829	24
HiC_scaffold_1	830	7
HiC_scaffold_1	831	10
HiC_scaffold_1	832	11
HiC_scaffold_1	833	10
HiC_scaffold_1	834	7
HiC_scaffold_1	835	9
HiC_scaffold_1	836	13
HiC_scaffold_1	837	18
HiC_scaffold_1	838	7
HiC_scaffold_1	839	7
HiC_scaffold_1	840	48
HiC_scaffold_1	841	10
HiC_scaffold_1	842	14
HiC_scaffold_1	843	7
HiC_scaffold_1	844	0
HiC_scaffold_1	845	4
HiC_scaffold_1	846	20
HiC_scaffold_1	847	8
HiC_scaffold_1	848	16
HiC_scaffold_1	849	17
HiC_scaffold_1	850	13
HiC_scaffold_1	851	4
HiC_scaffold_1	852	22
HiC_scaffold_1	853	14
HiC_scaffold_1	854	14
HiC_scaffold_1	855	17
HiC_scaffold_1	856	21
HiC_scaffold_1	857	1
HiC_scaffold_1	858	2
HiC_scaffold_1	859	8
HiC_scaffold_1	860	10
HiC_scaffold_1	861	11
HiC_scaffold_1	862	17
HiC_scaffold_1	863	12
HiC_scaffold_1	864	23
HiC_scaffold_1	865	7
HiC_scaffold_1	866	2
HiC_scaffold_1	867	11
HiC_scaffold_1	868	6
HiC_scaffold_1	869	10
HiC_scaffold_1	870	20
HiC_scaffold_1	871	23
HiC_scaffold_1	872	6
HiC_scaffold_1	873	14
HiC_scaffold_1	874	28
HiC_scaffold_1	875	14
HiC_scaffold_1	876	15
HiC_scaffold_1	877	10
HiC_scaffold_1	878	12
HiC_scaffold_1	879	8
HiC_scaffold_1	880	8
HiC_scaffold_1	881	4
HiC_scaffold_1	882	7
HiC_scaffold_1	883	9
HiC_scaffold_1	884	10
HiC_scaffold_1	885	17
HiC_scaffold_1	886	17
HiC_scaffold_1	887	13
HiC_scaffold_1	888	11
HiC_scaffold_1	889	19
HiC_scaffold_1	890	10
HiC_scaffold_1	891	7
HiC_scaffold_1	892	3
HiC_scaffold_1	893	3
HiC_scaffold_1	894	4
HiC_scaffold_1	895	12
HiC_scaffold_1	896	5
HiC_scaffold_1	897	8
HiC_scaffold_1	898	7
HiC_scaffold_1	899	7
HiC_scaffold_1	900	13
HiC_scaffold_1	901	8
HiC_scaffold_1	902	12
HiC_scaffold_1	903	14
HiC_scaffold_1	904	15
HiC_scaffold_1	905	4
HiC_scaffold_1	906	17
HiC_scaffold_1	907	14
HiC_scaffold_1	908	27
HiC_scaffold_1	909	14
HiC_scaffold_1	910	37
HiC_scaffold_1	911	215
HiC_scaffold_1	912	16
HiC_scaffold_1	913	82
HiC_scaffold_1	914	83
HiC_scaffold_1	915	237
HiC_scaffold_1	916	68
HiC_scaffold_1	917	118
HiC_scaffold_1	918	27
HiC_scaffold_1	919	194
HiC_scaffold_1	920	119
HiC_scaffold_1	921	54
HiC_scaffold_1	922	31
HiC_scaffold_1	923	15
HiC_scaffold_1	924	81
HiC_scaffold_1	925	119
HiC_scaffold_1	926	13
HiC_scaffold_1	927	7
HiC_scaffold_1	928	8
