scaffold	start	end	query	query_start	query_end	strand	color
chr17	2973100	3101988	chr17	2979522	3122431	+	#007FFF
chr17	3206891	3701387	chr17	3158665	3668614	+	#007FFF
chr17	3702181	3761707	chr17	3950856	4001312	-	#007FFF
chr17	3871554	4195070	chr17	4115714	4420075	+	#007FFF
chr17	4285775	4667427	chr17	4456249	4867302	+	#007FFF
chr17	4762197	7398081	chr17	4867302	7483798	+	#007FFF
chr17	7398081	10802902	chr17	7574999	10939345	+	#007FFF
chr17	10824191	11407800	chr17	11004437	11593072	+	#007FFF
chr17	11407800	20236804	chr17	11668072	20514559	+	#007FFF
chr17	20445105	20555451	chr17	20898509	21005818	-	#007FFF
chr17	20552316	54282599	chr17	21005818	54627838	+	#007FFF
chr17	45015262	45083409	chr17	45408320	45466458	-	#007FFF
chr17	54413783	56236331	chr17	54627838	56408751	+	#007FFF
chr17	56287135	56967792	chr17	56461517	57107021	+	#007FFF
chr17	57203309	57606852	chr17	57107021	57475919	+	#007FFF
chr18	6858	9106135	chr18	30342377	39344853	-	#FF00FF
chr18	9160422	9237157	chr18	30243812	30309888	-	#FF00FF
chr18	9356235	15865556	chr18	23786539	30258085	-	#FF00FF
chr18	15982620	16041177	chr13	50552154	50612132	-	#DD7CE6
chr18	16198751	18387925	chr18	21345238	23595313	-	#FF00FF
chr18	18388420	22802762	chr18	16777145	21259657	-	#FF00FF
chr18	22808169	22978793	chr18	16589143	16756861	+	#FF00FF
chr18	23001301	23944175	chr18	15656069	16586644	-	#FF00FF
chr18	23965030	36802627	chr18	2734421	15605487	-	#FF00FF
chr18	36802970	39137524	chr18	342286	2634311	-	#FF00FF
chr18	39137524	39190701	chr18	147568	205864	-	#FF00FF
chr2	2	2071518	chr2	214767709	216770332	-	#77D7F8
chr2	2139791	25459739	chr2	191451601	214767709	-	#77D7F8
chr2	25540918	45689021	chr2	171230378	191441956	-	#77D7F8
chr2	45696389	58636854	chr2	158093644	171048681	-	#77D7F8
chr2	45705551	45780634	chr2	171230378	171307923	+	#77D7F8
chr2	58588152	65995209	chr2	150707854	158093644	-	#77D7F8
chr2	65995209	82596922	chr2	133989239	150598952	-	#77D7F8
chr2	82791912	83033786	chr2	133682921	133925395	-	#77D7F8
chr2	83095554	147316031	chr2	69364195	133648120	-	#77D7F8
chr2	147314849	147535833	chr2	69151867	69365188	+	#77D7F8
chr2	147535720	156900644	chr2	59785091	69151867	-	#77D7F8
chr2	156900649	161130856	chr2	55476815	59729823	-	#77D7F8
chr2	161237355	168254076	chr2	48323572	55384396	-	#77D7F8
chr2	168279121	168355388	chr2	48224456	48301877	+	#77D7F8
chr2	168355388	196304201	chr2	20210432	48231644	-	#77D7F8
chr2	196373176	196501377	chr2	20018017	20148247	-	#77D7F8
chr2	196560638	204054865	chr2	12420648	19946518	-	#77D7F8
chr2	204204624	204910596	chr2	11560742	12263168	-	#77D7F8
chr2	205053341	205206651	chr2	11126561	11244731	-	#77D7F8
chr2	205227883	205539191	chr2	10922885	11177655	-	#77D7F8
chr2	205662216	206097203	chr2	10403390	10865812	-	#77D7F8
chr2	206120125	209952001	chr2	6556710	10352139	-	#77D7F8
chr2	209959642	216441385	chr2	63	6475222	-	#77D7F8
chr3	12221	41005597	chr3	153807895	194718364	-	#F5C084
chr3	41055613	41146114	chr3	153732072	153812797	+	#F5C084
chr3	41141215	62572201	chr3	132247244	153720717	-	#F5C084
chr3	62717714	78396358	chr3	116486714	132191958	-	#F5C084
chr3	78393775	78447278	chr3	116402001	116455791	+	#F5C084
chr3	78450475	80133678	chr3	114706698	116401857	-	#F5C084
chr3	80184509	81085808	chr3	113790239	114689424	-	#F5C084
chr3	81302889	82477952	chr3	112581667	113790239	-	#F5C084
chr3	82583934	82655450	chr3	112477631	112556359	-	#F5C084
chr3	82707645	83100185	chr3	112033484	112422594	-	#F5C084
chr3	83100197	170749629	chr3	24192498	111947975	-	#F5C084
chr3	170785221	170836747	chr3	24141044	24192498	+	#F5C084
chr3	170842704	195015583	chr3	1499	24141044	-	#F5C084
chr4	0	9627878	chr4	180239045	189779211	-	#9C4C18
chr4	9678056	63925245	chr4	126184905	180239044	-	#9C4C18
chr4	64064326	64128216	chr4	126086670	126151344	-	#9C4C18
chr4	64276675	64343568	chr4	125805679	125859980	+	#9C4C18
chr4	64481055	76486600	chr4	113747506	125776589	-	#9C4C18
chr4	76545116	80588858	chr4	109709762	113747506	-	#9C4C18
chr4	80652136	80743613	chr4	109567915	109667496	-	#9C4C18
chr4	80814760	80883232	chr4	109411384	109468022	-	#9C4C18
chr4	80904984	80974762	chr4	109469031	109538506	+	#9C4C18
chr4	80974762	81511286	chr4	108871449	109411384	-	#9C4C18
chr4	81535191	83211110	chr4	107087961	108776259	-	#9C4C18
chr4	83273983	83340520	chr4	107020200	107086780	-	#9C4C18
chr4	83430813	84318782	chr4	106113365	107020054	-	#9C4C18
chr4	84340057	88418128	chr4	102025287	106056173	-	#9C4C18
chr4	88453407	88589248	chr4	101878369	101969014	-	#9C4C18
chr4	88654846	88979869	chr4	101562947	101868243	-	#9C4C18
chr4	89058118	90770980	chr4	99846790	101523114	-	#9C4C18
chr4	90771043	90836526	chr4	99791115	99846790	+	#9C4C18
chr4	90874257	96944275	chr4	93721073	99792219	-	#9C4C18
chr4	96944299	99358527	chr4	91197068	93658337	-	#9C4C18
chr4	99418575	115954325	chr4	74574113	91151298	-	#9C4C18
chr4	116003049	144784070	chr4	45709208	74522684	-	#9C4C18
chr4	144790803	144909992	chr4	125860491	125934351	+	#9C4C18
chr4	144955414	154161744	chr4	36465989	45708864	-	#9C4C18
chr4	154185974	187599478	chr4	3105095	36413269	-	#9C4C18
chr4	187689963	189476860	chr4	1373407	3102978	-	#9C4C18
chr4	189585818	190998044	chr4	0	1373407	-	#9C4C18
chr5	33525	771536	chr5	153091278	153785923	-	#F6378A
chr5	967209	1140726	chr5	152828679	152982162	-	#F6378A
chr5	1228639	1663189	chr5	152331711	152765284	-	#F6378A
chr5	1794864	2245653	chr5	151862093	152331710	-	#F6378A
chr5	2247359	2359358	chr5	151761433	151867170	+	#F6378A
chr5	2359778	2926737	chr5	151264556	151757321	-	#F6378A
chr5	2885353	3094719	chr5	151019043	151190041	-	#F6378A
chr5	3099765	3216112	chr5	150824453	150924924	-	#F6378A
chr5	3267716	3610963	chr5	150465290	150795114	-	#F6378A
chr5	3610967	4126343	chr5	150026871	150465271	+	#F6378A
chr5	4126345	5456252	chr5	148799044	150026871	-	#F6378A
chr5	5457911	6004820	chr5	148172418	148738359	-	#F6378A
chr5	6050554	6282021	chr5	147877145	148109999	-	#F6378A
chr5	6324675	6441171	chr5	147740453	147896344	-	#F6378A
chr5	6513772	7547706	chr5	146685238	147690695	-	#F6378A
chr5	7787615	46261211	chr5	108175876	146624622	-	#F6378A
chr5	45730579	45781124	chr5	108659480	108710959	+	#F6378A
chr5	46261211	73700985	chr5	80653777	108019163	-	#F6378A
chr5	73702240	73757782	chr5	80590869	80653774	+	#F6378A
chr5	73768427	76735676	chr5	77624642	80590867	-	#F6378A
chr5	76833324	76886663	chr5	77571763	77636350	-	#F6378A
chr5	76888187	77058898	chr5	77315671	77483596	-	#F6378A
chr5	77133659	154442010	chr5	6	77302244	-	#F6378A
chr6	46373	16584543	chr6	131175079	147683202	-	#007F7F
chr6	16665838	68239985	chr6	79424882	131170610	-	#007F7F
chr6	53201333	53257866	chr6	131068267	131172286	-	#007F7F
chr6	68196925	82526238	chr6	65112283	79417330	-	#007F7F
chr6	82586253	85963946	chr6	61694928	65035027	-	#007F7F
chr6	86078447	89424621	chr6	58351162	61694924	-	#007F7F
chr6	89591863	115242206	chr6	32617459	58266246	-	#007F7F
chr6	115198508	115269008	chr6	32538147	32617459	+	#007F7F
chr6	115304736	118578574	chr6	29250910	32546557	-	#007F7F
chr6	118568955	118641849	chr6	29086392	29164820	-	#007F7F
chr6	118628658	118863502	chr6	28805179	29042282	-	#007F7F
chr6	118972827	119438314	chr6	28098687	28571585	-	#007F7F
chr6	119052540	119163819	chr6	28649587	28752413	-	#007F7F
chr6	119690446	120290810	chr6	27263687	27928939	-	#007F7F
chr6	120289363	120364908	chr6	27251714	27310812	-	#007F7F
chr6	120358344	123483116	chr6	24257509	27294701	-	#007F7F
chr6	123582775	147319800	chr6	467743	24256776	-	#007F7F
chr6	147388787	147784891	chr6	293	417554	-	#007F7F
chr7	251814	361925	chr7	143271740	143359262	-	#00FF7F
chr7	421497	519322	chr7	143144736	143248723	-	#00FF7F
chr7	740775	858664	chr7	143006361	143086734	-	#00FF7F
chr7	875585	1059880	chr7	142777216	142925674	+	#00FF7F
chr7	1061232	12902106	chr7	130881557	142755465	-	#00FF7F
chr7	12974089	69169475	chr7	74678108	130836129	-	#00FF7F
chr7	69169475	69260522	chr7	74583875	74677155	+	#00FF7F
chr7	69331313	73708417	chr7	70288027	74583875	-	#00FF7F
chr7	73773662	92876706	chr7	51229853	70280329	-	#00FF7F
chr7	93106798	94750390	chr7	49177726	50950689	-	#00FF7F
chr7	94809456	94897964	chr7	49096914	49163639	-	#00FF7F
chr7	95102453	95685896	chr7	48283304	48882417	-	#00FF7F
chr7	95685896	121084656	chr7	22772198	48217548	-	#00FF7F
chr7	95768249	95857284	chr7	31860999	31956428	-	#00FF7F
chr7	121085626	121209339	chr7	22629999	22768376	+	#00FF7F
chr7	121209449	121617684	chr7	22197071	22629967	-	#00FF7F
chr7	121715746	122386389	chr7	21561401	22197070	-	#00FF7F
chr7	122437449	142081839	chr7	1920841	21557811	-	#00FF7F
chr7	142155991	144086785	chr7	105	1920841	-	#00FF7F
chr8	3847	12442469	chr8	125550231	137878590	-	#00FFFF
chr8	12534356	12852829	chr8	125100902	125451685	-	#00FFFF
chr8	12763862	12852750	chr8	125451685	125543693	+	#00FFFF
chr8	12855987	27948817	chr8	110082722	125172209	-	#00FFFF
chr8	27957879	48821347	chr8	89012143	109902210	-	#00FFFF
chr8	49008394	49156003	chr8	88882791	89010709	+	#00FFFF
chr8	49273817	50000238	chr8	87921044	88661693	-	#00FFFF
chr8	50062085	65845644	chr8	72001313	87793290	-	#00FFFF
chr8	65947443	100433366	chr8	37556358	72000358	-	#00FFFF
chr8	100728868	100894543	chr8	37150745	37313133	-	#00FFFF
chr8	100870731	116843451	chr8	21190041	37145386	-	#00FFFF
chr8	116939094	138178244	chr8	0	21186708	-	#00FFFF
chr9	0	12404727	chr9	126558308	138947720	-	#0000FF
chr9	12460038	40782851	chr9	98234883	126438042	-	#0000FF
chr9	40786737	42250327	chr9	96712583	98171681	-	#0000FF
chr9	42317511	42556603	chr9	96429317	96712583	+	#0000FF
chr9	42378910	42438731	chr14	89728704	89804442	+	#752587
chr9	42460907	42556905	chr12	85667978	85777732	+	#E6FE0F
chr9	42643710	49258749	chr9	89607162	96233400	-	#0000FF
chr9	49447179	49620181	chr9	89335237	89497538	-	#0000FF
chr9	49668893	49941899	chr9	89008492	89279807	+	#0000FF
chr9	49861545	49928983	chr9	89244297	89330779	-	#0000FF
chr9	49950106	50150321	chr9	88711653	88916161	-	#0000FF
chr9	50253731	56126670	chr9	82806241	88646647	-	#0000FF
chr9	56156688	67293552	chr9	71537885	82749015	-	#0000FF
chr9	67383915	67496343	chr9	71406628	71511541	-	#0000FF
chr9	67469819	76156321	chr9	62681956	71352893	-	#0000FF
chr9	76280937	76403703	chr9	62520910	62624030	-	#0000FF
chr9	76456720	76507619	chr9	62447814	62507742	-	#0000FF
chr9	76566911	85260128	chr9	53806996	62440103	-	#0000FF
chr9	85320450	85529768	chr9	53602576	53806996	-	#0000FF
chr9	85546863	85842611	chr9	53249717	53498465	-	#0000FF
chr9	85899064	85951158	chr9	53172615	53262035	+	#0000FF
chr9	85961182	87041534	chr9	52004974	53030330	-	#0000FF
chr9	85964718	86017150	chr9	53041556	53116432	-	#0000FF
chr9	87088807	136032006	chr9	3161379	51944912	-	#0000FF
chr9	136087086	137060462	chr9	2199260	3150276	-	#0000FF
chr9	137180799	139302765	chr9	95430	2199260	-	#0000FF
chrX	0	2185665	chrX	122306622	124414473	-	#00FF00
chrX	2185665	4735963	chrX	119627103	122153105	-	#00FF00
chrX	4736012	4881105	chrX	119462298	119627103	+	#00FF00
chrX	4844628	8199040	chrX	116071309	119462813	-	#00FF00
chrX	8276218	15867893	chrX	108447239	116034443	-	#00FF00
chrX	15998128	21891916	chrX	102283270	108261826	-	#00FF00
chrX	21981927	22128936	chrX	102132593	102263152	+	#00FF00
chrX	22147490	22758015	chrX	101477650	102052662	-	#00FF00
chrX	22768030	24265384	chrX	99929623	101410616	-	#00FF00
chrX	24315668	27670487	chrX	96521593	99874688	-	#00FF00
chrX	27726647	29640564	chrX	94550281	96471675	-	#00FF00
chrX	29712895	32976605	chrX	91248001	94480199	-	#00FF00
chrX	33077209	33133133	chrX	91173263	91229092	-	#00FF00
chrX	33188224	41314487	chrX	83043866	91172881	-	#00FF00
chrX	41306677	41571470	chrX	82775295	83043866	+	#00FF00
chrX	41571358	44600200	chrX	79725067	82782814	-	#00FF00
chrX	44605752	44703333	chrX	79533621	79594328	+	#00FF00
chrX	44703349	44773602	chrX	79658108	79724779	+	#00FF00
chrX	44939477	47749388	chrX	76592037	79370950	-	#00FF00
chrX	47756688	47807474	chrX	76539550	76592037	+	#00FF00
chrX	47807477	48433369	chrX	75855681	76498835	-	#00FF00
chrX	48477670	50192534	chrX	74031867	75805376	-	#00FF00
chrX	50196028	52320682	chrX	71863108	73965870	-	#00FF00
chrX	52434935	54294432	chrX	70003165	71866282	-	#00FF00
chrX	54295382	54375072	chrX	69933073	70003165	+	#00FF00
chrX	54420277	58437936	chrX	65906172	69933073	-	#00FF00
chrX	58437936	66009464	chrX	58068456	65789316	-	#00FF00
chrX	66023305	66160010	chrX	57888221	58028408	+	#00FF00
chrX	66197499	71154933	chrX	52907673	57888221	-	#00FF00
chrX	71155438	73763730	chrX	50294201	52837184	-	#00FF00
chrX	73790258	74273790	chrX	49662871	50234941	-	#00FF00
chrX	74274349	74878132	chrX	48946949	49609589	-	#00FF00
chrX	74878595	74945254	chrX	48807641	48875747	-	#00FF00
chrX	75047399	75181348	chrX	48529504	48669022	+	#00FF00
chrX	75292460	75368792	chrX	48240766	48320912	-	#00FF00
chrX	75368918	75427451	chrX	48320912	48389649	+	#00FF00
chrX	75504866	77017146	chrX	46677240	48200968	-	#00FF00
chrX	77131214	77509684	chrX	46167903	46540827	-	#00FF00
chrX	77589768	79253986	chrX	44486076	46145995	-	#00FF00
chrX	79258425	79413997	chrX	44253915	44417156	-	#00FF00
chrX	79421505	79487837	chrX	44195195	44253145	+	#00FF00
chrX	79547609	83624885	chrX	40032362	44145277	-	#00FF00
chrX	83624885	101425103	chrX	22150453	39865722	-	#00FF00
chrX	101506060	111768114	chrX	11816843	22150453	-	#00FF00
chrX	111679158	123546035	chrX	0	11816843	-	#00FF00
