scaffold	start	end	query	query_start	query_end	strand	color
chr13	2923496	65876903	chr13	2542798	65510642	+	#DD7CE6
chr13	65830230	66666652	chr13	65548639	66456119	+	#DD7CE6
chr13	66955392	67103940	chr13	66645574	66808207	+	#DD7CE6
chr13	67168371	67320355	chr13	67091633	67189642	+	#DD7CE6
chr13	67325276	67700976	chr13	67265060	67584942	+	#DD7CE6
chr13	67753017	67907217	chr13	67584944	67730722	+	#DD7CE6
chr13	68209528	68260453	chr13	67794905	67847122	-	#DD7CE6
chr13	68260821	89215525	chr13	67891512	88929808	+	#DD7CE6
chr13	89430300	91323701	chr13	88995695	90888575	+	#DD7CE6
chr13	91331165	92507274	chr13	91107302	92231050	+	#DD7CE6
chr14	27940	3565510	chr14	86743499	90064304	-	#752587
chr14	3615632	12483709	chr14	77818784	86692633	-	#752587
chr14	12517612	27073918	chr14	63166022	77854363	-	#752587
chr14	27074083	36000323	chr14	54120839	63108444	-	#752587
chr14	36031657	60989067	chr14	29148008	54057104	-	#752587
chr14	60989067	61876795	chr14	28114243	29070212	-	#752587
chr14	61886937	61953058	chr14	28053370	28114243	+	#752587
chr14	61963192	63979154	chr14	26026351	28053370	-	#752587
chr14	63977549	64089246	chr14	25893924	25975958	+	#752587
chr14	64196019	68031786	chr14	22078811	25898553	-	#752587
chr14	68103516	68282126	chr14	21583098	21788079	+	#752587
chr14	68455422	68551419	chr14	21851765	21945889	-	#752587
chr14	68585182	70143917	chr14	19972163	21552796	-	#752587
chr14	70239034	90040268	chr14	180260	19881011	-	#752587
chr14	87283426	87345623	chr14	2809225	2861788	+	#752587
chr14	89932792	89986317	chr9	42373474	42442527	-	#0000FF
chr15	234	4043689	chr15	22809	3923571	+	#7FBF7F
chr15	4043689	8768191	chr15	7596524	12359108	-	#7FBF7F
chr15	8868719	12037867	chr15	4271212	7454396	-	#7FBF7F
chr15	12038405	12319846	chr15	3963786	4244457	+	#7FBF7F
chr15	12336966	13104308	chr15	12359739	13105355	+	#7FBF7F
chr15	12956898	13039136	chr15	13412830	13475536	+	#7FBF7F
chr15	13228142	53011703	chr15	13108625	52914592	+	#7FBF7F
chr15	13480659	13559836	chr15	12955204	13042617	+	#7FBF7F
chr15	53011718	59551624	chr15	52993667	59378870	+	#7FBF7F
chr15	59622209	59722580	chr15	59389005	59487806	-	#7FBF7F
chr16	70	30912367	chr16	36791868	67541439	-	#FF7F00
chr16	30906140	31155836	chr16	36551229	36779718	+	#FF7F00
chr16	31156149	34381155	chr16	33315044	36547343	-	#FF7F00
chr16	34456408	43863425	chr16	23904878	33279505	-	#FF7F00
chr16	44017768	65080223	chr16	2614954	23722579	-	#FF7F00
chr16	65117965	67766256	chr16	0	2543011	-	#FF7F00
chr17	86	2871076	chr17	54960386	57724208	-	#007FFF
chr17	2939162	3101988	chr17	54743909	54900016	-	#007FFF
chr17	3195980	3706766	chr17	54134789	54709931	-	#007FFF
chr17	3769504	3839739	chr17	54052416	54159821	-	#007FFF
chr17	3871554	4195070	chr17	53516690	53775123	-	#007FFF
chr17	4287403	4668704	chr17	53129215	53507380	-	#007FFF
chr17	4762193	10824720	chr17	47083951	53129215	-	#007FFF
chr17	10824191	11407800	chr17	46457142	47034267	-	#007FFF
chr17	11407800	20236804	chr17	37525850	46387142	-	#007FFF
chr17	20236161	20293596	chr17	37340507	37422351	+	#007FFF
chr17	20242192	20293596	chr17	37443673	37496343	+	#007FFF
chr17	20383124	20445095	chr17	37195508	37263168	-	#007FFF
chr17	20445105	20555451	chr17	37088560	37199933	+	#007FFF
chr17	20552316	56236532	chr17	1424692	37088560	-	#007FFF
chr17	45015262	45083409	chr17	12522090	12575845	+	#007FFF
chr17	56287135	57599241	chr17	111432	1376460	-	#007FFF
chr18	2961	9106135	chr18	54	9089828	+	#FF00FF
chr18	9160422	9296134	chr18	9111730	9256097	+	#FF00FF
chr18	9370905	15861299	chr18	9260262	15736526	+	#FF00FF
chr18	15982412	16041177	chr13	41663798	41724145	+	#DD7CE6
chr18	16052763	18387925	chr18	15802080	18220716	+	#FF00FF
chr18	18388420	22788484	chr18	18302577	22772238	+	#FF00FF
chr18	22808169	22978793	chr18	22788917	22956737	-	#FF00FF
chr18	22992121	23944175	chr18	23015655	23972842	+	#FF00FF
chr18	23944824	36802954	chr18	24197064	36965045	+	#FF00FF
chr18	36802970	39137524	chr18	37064328	39269184	+	#FF00FF
chr18	39137524	39190701	chr18	39397254	39451049	+	#FF00FF
chr2	2	40937723	chr2	175906690	216850996	-	#77D7F8
chr2	41000961	45689021	chr2	171232275	175906690	-	#77D7F8
chr2	45647875	45780634	chr2	171179694	171306931	+	#77D7F8
chr2	45689149	58636854	chr2	158050957	171052368	-	#77D7F8
chr2	58588152	65995209	chr2	150671611	158050957	-	#77D7F8
chr2	65995209	82638989	chr2	133875558	150564215	-	#77D7F8
chr2	82791912	83033786	chr2	133633654	133857306	-	#77D7F8
chr2	83095554	98653286	chr2	118004756	133585210	-	#77D7F8
chr2	98653286	98712847	chr2	117896151	117964686	+	#77D7F8
chr2	98712847	147316431	chr2	69095038	117895391	-	#77D7F8
chr2	147314849	147535833	chr2	68889252	69096746	+	#77D7F8
chr2	147535720	156900642	chr2	59513647	68889252	-	#77D7F8
chr2	156900762	161121472	chr2	55239101	59433359	-	#77D7F8
chr2	161251537	168254076	chr2	48200050	55203908	-	#77D7F8
chr2	168279121	168355388	chr2	48106091	48183638	+	#77D7F8
chr2	168355388	196501377	chr2	19820064	48113218	-	#77D7F8
chr2	196506565	196560638	chr2	19731323	19788704	+	#77D7F8
chr2	196560638	204120051	chr2	12191035	19719640	-	#77D7F8
chr2	204207883	204956369	chr2	11441292	12190843	-	#77D7F8
chr2	205053341	205206651	chr2	11118085	11239219	-	#77D7F8
chr2	205227883	205634128	chr2	10806939	11165990	-	#77D7F8
chr2	205693579	205776726	chr2	10664080	10751917	-	#77D7F8
chr2	205803240	205955533	chr2	10400358	10550716	-	#77D7F8
chr2	206066651	206175401	chr2	10196980	10304891	-	#77D7F8
chr2	206188379	209695442	chr2	6559830	10053994	-	#77D7F8
chr2	209754889	216269190	chr2	55917	6504773	-	#77D7F8
chr2	216373375	216428896	chr2	3	55917	-	#77D7F8
chr3	8137	41005597	chr3	0	41039582	+	#F5C084
chr3	41055613	41146114	chr3	41034687	41115678	-	#F5C084
chr3	41141215	62572210	chr3	41127045	62755670	+	#F5C084
chr3	62721469	68125520	chr3	62758861	68170901	+	#F5C084
chr3	68227341	80127749	chr3	68170908	80142275	+	#F5C084
chr3	80182036	81085808	chr3	80154958	81063702	+	#F5C084
chr3	81302889	82477947	chr3	81063702	82185426	+	#F5C084
chr3	82583934	83458125	chr3	82205250	83106751	+	#F5C084
chr3	83526175	117119295	chr3	83107650	116908652	+	#F5C084
chr3	117210759	135542462	chr3	116908652	135287407	+	#F5C084
chr3	135693798	138148857	chr3	135287407	137713752	+	#F5C084
chr3	138367679	142812866	chr3	137713752	142191265	+	#F5C084
chr3	142910796	157423784	chr3	142191265	156795114	+	#F5C084
chr3	157493545	170751848	chr3	156795114	170044572	+	#F5C084
chr3	170785221	170839316	chr3	170044572	170098585	-	#F5C084
chr3	170842704	174045815	chr3	170098585	173307555	+	#F5C084
chr3	174192764	179234305	chr3	173307583	178351851	+	#F5C084
chr3	179340150	195015583	chr3	178352366	194045661	+	#F5C084
chr4	0	7729232	chr4	182390053	189971901	-	#9C4C18
chr4	7889661	51035297	chr4	139133903	182390053	-	#9C4C18
chr4	51098764	51163653	chr4	139069185	139133903	-	#9C4C18
chr4	51217798	63925245	chr4	126367432	139069185	-	#9C4C18
chr4	64025590	64128216	chr4	126117233	126224639	-	#9C4C18
chr4	64276675	64348354	chr4	126039607	126101128	+	#9C4C18
chr4	64349010	64422289	chr4	126085848	126275762	-	#9C4C18
chr4	64481055	75575496	chr4	114846495	126011417	-	#9C4C18
chr4	75687084	80588760	chr4	109918626	114846495	-	#9C4C18
chr4	80652136	80743613	chr4	109762790	109863135	-	#9C4C18
chr4	80814760	80907683	chr4	109673553	109765487	+	#9C4C18
chr4	80904984	83211110	chr4	107316999	109672546	-	#9C4C18
chr4	83433787	87050431	chr4	103644623	107274798	-	#9C4C18
chr4	87050778	87112424	chr4	103582821	103645113	+	#9C4C18
chr4	87117742	88681155	chr4	102040775	103582820	-	#9C4C18
chr4	88590142	88992197	chr4	101674952	102014930	-	#9C4C18
chr4	89058118	90770980	chr4	99965796	101654878	-	#9C4C18
chr4	90771043	90836526	chr4	99910052	99965796	+	#9C4C18
chr4	90874257	99358527	chr4	91305360	99911157	-	#9C4C18
chr4	99418575	104278919	chr4	86318404	91259333	-	#9C4C18
chr4	104390055	117114873	chr4	73487574	86314073	-	#9C4C18
chr4	117291321	120247011	chr4	70514263	73487574	-	#9C4C18
chr4	120416533	150526618	chr4	40392134	70514263	-	#9C4C18
chr4	150541996	190997902	chr4	0	40335843	-	#9C4C18
chr5	33525	765381	chr5	73169	754707	+	#F6378A
chr5	967209	1140726	chr5	835040	1001909	+	#F6378A
chr5	1205882	1676968	chr5	1057902	1505403	+	#F6378A
chr5	1793560	2231542	chr5	1549512	2042887	+	#F6378A
chr5	2241991	2926737	chr5	2134647	2761743	+	#F6378A
chr5	2885332	3094719	chr5	2830652	3023576	+	#F6378A
chr5	3099765	3176122	chr5	3134071	3214513	+	#F6378A
chr5	3267716	3610963	chr5	3286125	3602383	+	#F6378A
chr5	3610967	3790032	chr5	3909064	4086581	-	#F6378A
chr5	3747646	4126343	chr5	3602402	3909064	-	#F6378A
chr5	4126345	4496100	chr5	4086581	4462061	+	#F6378A
chr5	4668001	5315367	chr5	4462561	5084675	+	#F6378A
chr5	5377112	5456252	chr5	5126413	5200798	+	#F6378A
chr5	5459875	6282021	chr5	5259664	6065648	+	#F6378A
chr5	6306911	6441171	chr5	6046897	6166352	+	#F6378A
chr5	6523293	7645607	chr5	6225537	7376050	+	#F6378A
chr5	7720441	45728196	chr5	7393729	45476847	+	#F6378A
chr5	45730579	45781124	chr5	45476847	45565087	-	#F6378A
chr5	45782036	46261211	chr5	45565087	46052580	+	#F6378A
chr5	46261211	73700985	chr5	46213768	73723702	+	#F6378A
chr5	73702240	73757782	chr5	73723705	73779484	-	#F6378A
chr5	73768427	76733040	chr5	73779486	76750643	+	#F6378A
chr5	76833309	76886664	chr5	76828783	76890770	+	#F6378A
chr5	76887964	77058898	chr5	76976892	77153750	+	#F6378A
chr5	77144320	154445693	chr5	77154167	154543657	+	#F6378A
chr6	46373	16584543	chr6	79	16487684	+	#007F7F
chr6	16683024	27223638	chr6	16624236	27193509	+	#007F7F
chr6	27281715	53221923	chr6	27193509	53232287	+	#007F7F
chr6	53229943	82526238	chr6	53293044	82660491	+	#007F7F
chr6	82586253	85963946	chr6	82737373	86089841	+	#007F7F
chr6	86078447	89424621	chr6	86089845	89445330	+	#007F7F
chr6	89591863	118857910	chr6	89529902	118853874	+	#007F7F
chr6	119153395	119386500	chr6	118948074	119181762	+	#007F7F
chr6	119686193	123483116	chr6	119256600	123050093	+	#007F7F
chr6	123582775	147319800	chr6	123050891	146861577	+	#007F7F
chr6	147379926	147793978	chr6	146909664	147310750	+	#007F7F
chr7	252877	361925	chr7	183509	293597	+	#00FF7F
chr7	421497	692244	chr7	322727	627942	+	#00FF7F
chr7	675312	743211	chr7	803917	921478	+	#00FF7F
chr7	762637	863321	chr7	670728	778173	+	#00FF7F
chr7	882062	1018261	chr7	1008615	1124453	-	#00FF7F
chr7	1061232	12902106	chr7	1171260	12935692	+	#00FF7F
chr7	12974089	34204398	chr7	12981075	34157479	+	#00FF7F
chr7	34258634	69164611	chr7	34202500	69252071	+	#00FF7F
chr7	69169475	69260522	chr7	69252337	69347452	-	#00FF7F
chr7	69331313	73708417	chr7	69347452	73722735	+	#00FF7F
chr7	73764730	73819415	chr7	73816100	73881333	-	#00FF7F
chr7	73820073	92876706	chr7	73978525	93080380	+	#00FF7F
chr7	93106798	94750390	chr7	93499035	95308280	+	#00FF7F
chr7	94785429	94864780	chr7	95393150	95454587	+	#00FF7F
chr7	94809456	94925361	chr7	95322373	95434434	+	#00FF7F
chr7	95102348	95675611	chr7	95618623	96196767	+	#00FF7F
chr7	95685896	121084656	chr7	96252256	121748606	+	#00FF7F
chr7	121085626	121209333	chr7	121750799	121895978	-	#00FF7F
chr7	121209449	121403898	chr7	121896009	122089441	+	#00FF7F
chr7	121466401	121617684	chr7	122089441	122255335	+	#00FF7F
chr7	121715746	122386389	chr7	122255336	122971526	+	#00FF7F
chr7	122522197	144088725	chr7	123062977	144636885	+	#00FF7F
chr8	5137	12442469	chr8	60	12311002	+	#00FFFF
chr8	12532805	12852829	chr8	12404315	12739501	+	#00FFFF
chr8	12764304	12852750	chr8	12317545	12405536	-	#00FFFF
chr8	12853334	27960345	chr8	12678791	27868116	+	#00FFFF
chr8	27964110	44867452	chr8	28007282	44991470	+	#00FFFF
chr8	44875510	48816674	chr8	45055546	48971992	+	#00FFFF
chr8	49008394	49186389	chr8	49000476	49174539	+	#00FFFF
chr8	49246452	49992444	chr8	49179349	49942640	+	#00FFFF
chr8	50062149	52334790	chr8	50189714	52456038	+	#00FFFF
chr8	52410224	65847442	chr8	52456039	65927439	+	#00FFFF
chr8	65947443	100450741	chr8	65943721	100528530	+	#00FFFF
chr8	100720153	100894719	chr8	100862093	101050829	+	#00FFFF
chr8	100941930	116843345	chr8	101154796	117129052	+	#00FFFF
chr8	116928466	138178256	chr8	117157096	138359515	+	#00FFFF
chr9	0	12397859	chr9	6896	12344726	+	#0000FF
chr9	12460038	26157257	chr9	12449965	26195837	+	#0000FF
chr9	26260151	42250327	chr9	26195837	42223866	+	#0000FF
chr9	42251827	42487802	chr9	42295649	42529149	-	#0000FF
chr9	42356537	42417365	chr14	244631	301597	-	#752587
chr9	42482778	42608398	chr9	42547306	42687721	-	#0000FF
chr9	42645183	49073439	chr9	42697066	49135066	+	#0000FF
chr9	49124915	49354023	chr9	49173739	49438133	+	#0000FF
chr9	49393866	49446669	chr9	49480174	49545387	-	#0000FF
chr9	49447179	49628574	chr9	49568467	49734253	+	#0000FF
chr9	49581227	49674886	chr9	50064198	50189378	+	#0000FF
chr9	49668893	49947078	chr9	49813743	50091456	+	#0000FF
chr9	49950106	50253770	chr9	50285342	50546607	+	#0000FF
chr9	50183556	53137380	chr9	50586753	53523835	+	#0000FF
chr9	53189755	56126670	chr9	53523835	56430513	+	#0000FF
chr9	56173839	67097570	chr9	56490633	67526199	+	#0000FF
chr9	67107474	67167967	chr9	67567329	67634389	-	#0000FF
chr9	67167967	67293552	chr9	67634389	67759943	+	#0000FF
chr9	67384095	85230040	chr9	67764979	85668877	+	#0000FF
chr9	85330858	85541800	chr9	85687731	85933717	+	#0000FF
chr9	85661374	85861938	chr9	86065425	86237991	+	#0000FF
chr9	85961182	86044930	chr9	86300426	86385014	+	#0000FF
chr9	86106860	87086111	chr9	86385019	87377603	+	#0000FF
chr9	86968820	127870803	chr9	87379371	128409414	+	#0000FF
chr9	127882160	139572864	chr9	128489915	140028035	+	#0000FF
chrX	0	966182	chrX	2223	965450	+	#00FF00
chrX	1050433	2185665	chrX	1028039	2033781	+	#00FF00
chrX	2185963	2385349	chrX	2119906	2322779	+	#00FF00
chrX	2440354	4735963	chrX	2325899	4605240	+	#00FF00
chrX	4736012	4881105	chrX	4605240	4780044	-	#00FF00
chrX	4844628	7715096	chrX	4779529	7688076	+	#00FF00
chrX	7716777	8199040	chrX	7738597	8223510	+	#00FF00
chrX	8276218	15867893	chrX	8259510	15829850	+	#00FF00
chrX	15995709	21891916	chrX	15913589	21871509	+	#00FF00
chrX	21981927	22128936	chrX	21894792	22027811	-	#00FF00
chrX	22176950	22758015	chrX	22077464	22662863	+	#00FF00
chrX	22768030	24265384	chrX	22779459	24248590	+	#00FF00
chrX	24315608	27670487	chrX	24303868	27614702	+	#00FF00
chrX	27726647	29641200	chrX	27664804	29611680	+	#00FF00
chrX	29640522	29713233	chrX	29610637	29683403	-	#00FF00
chrX	29697587	32976605	chrX	29661153	32975300	+	#00FF00
chrX	33077209	33133133	chrX	32994078	33050193	+	#00FF00
chrX	33188224	44190525	chrX	33050266	44041351	+	#00FF00
chrX	44190526	44250707	chrX	44046490	44106159	-	#00FF00
chrX	44299702	44703333	chrX	44200724	44607151	+	#00FF00
chrX	44703349	44819068	chrX	44666259	44790041	+	#00FF00
chrX	44839433	44899300	chrX	44855367	44912866	-	#00FF00
chrX	44939477	45205779	chrX	44916469	45175868	+	#00FF00
chrX	45211676	47749388	chrX	45230878	47786945	+	#00FF00
chrX	47807477	50192534	chrX	47847910	50318993	+	#00FF00
chrX	50196028	52299647	chrX	50389085	52555272	+	#00FF00
chrX	52502209	53506015	chrX	52555272	53549870	+	#00FF00
chrX	53562709	54294432	chrX	53549870	54298547	+	#00FF00
chrX	54295382	54375072	chrX	54298547	54371822	-	#00FF00
chrX	54420277	55411978	chrX	54371822	55348798	+	#00FF00
chrX	55477581	58437936	chrX	55348798	58333979	+	#00FF00
chrX	58437936	62411342	chrX	58454140	62599642	+	#00FF00
chrX	62510221	63728623	chrX	62653350	63897042	+	#00FF00
chrX	63763903	66023688	chrX	63954264	66282576	+	#00FF00
chrX	66023305	66197528	chrX	66282164	66431246	-	#00FF00
chrX	66245957	66306230	chrX	66483310	66548868	-	#00FF00
chrX	66306236	71154933	chrX	66589280	71518047	+	#00FF00
chrX	71155439	72178859	chrX	71569298	72615315	+	#00FF00
chrX	72243283	72324195	chrX	72691206	72767860	+	#00FF00
chrX	72334402	74273790	chrX	72818841	74802190	+	#00FF00
chrX	74274349	74878595	chrX	74918996	75598485	+	#00FF00
chrX	74878595	74945254	chrX	75668415	75736176	+	#00FF00
chrX	74994799	75047980	chrX	75830807	75885308	+	#00FF00
chrX	75047393	75224511	chrX	75882985	76053156	-	#00FF00
chrX	75368918	75504108	chrX	76126720	76287470	-	#00FF00
chrX	75504866	76033868	chrX	76336319	76885428	+	#00FF00
chrX	76066720	77017146	chrX	76938144	77876149	+	#00FF00
chrX	77146768	78535284	chrX	78027579	79412552	+	#00FF00
chrX	78636999	79253986	chrX	79491434	80103403	+	#00FF00
chrX	79258425	79413997	chrX	80175968	80321490	+	#00FF00
chrX	79443012	79508008	chrX	80328541	80403763	-	#00FF00
chrX	79523429	82611901	chrX	80375724	83584638	+	#00FF00
chrX	82611901	83624885	chrX	83671483	84682796	+	#00FF00
chrX	83624885	101425103	chrX	84839466	102676044	+	#00FF00
chrX	101506060	123489032	chrX	102676044	124590380	+	#00FF00
