scaffold	start	end	query	query_start	query_end	strand	color
chr9	0	12404727	chr9	126558308	138947720	-	#0000FF
chr9	12460038	42250327	chr9	96712583	126438042	-	#0000FF
chr9	42251827	42556603	chr9	96314558	96712583	+	#0000FF
chr9	42643710	49258749	chr9	89607162	96233400	-	#0000FF
chr9	49393162	49620181	chr9	89335237	89510923	-	#0000FF
chr9	49668893	49941899	chr9	89008492	89279807	+	#0000FF
chr9	49950106	50150321	chr9	88711653	88916161	-	#0000FF
chr9	50253731	85529768	chr9	53602576	88646647	-	#0000FF
chr9	76213114	76404583	chr9	62485501	62641951	+	#0000FF
chr9	85546863	85862330	chr9	53174961	53498465	-	#0000FF
chr9	85961182	137060462	chr9	2199260	53030330	-	#0000FF
chr9	137180799	139302765	chr9	95430	2199260	-	#0000FF
chrX	0	2185665	chrX	122306622	124414473	-	#00FF00
chrX	2185665	4735963	chrX	119627103	122153105	-	#00FF00
chrX	4844628	21891916	chrX	102283270	119462813	-	#00FF00
chrX	21981927	22128936	chrX	102132593	102263152	+	#00FF00
chrX	22147490	32976605	chrX	91248001	102052662	-	#00FF00
chrX	33077209	41314487	chrX	83043866	91229092	-	#00FF00
chrX	41306677	41571470	chrX	82775295	83043866	+	#00FF00
chrX	41571358	44600200	chrX	79725067	82782814	-	#00FF00
chrX	44605752	44773602	chrX	79533621	79724779	+	#00FF00
chrX	44939477	52320682	chrX	71863108	79370950	-	#00FF00
chrX	52434935	54294432	chrX	70003165	71866282	-	#00FF00
chrX	54420277	58437936	chrX	65906172	69933073	-	#00FF00
chrX	58437936	66009464	chrX	58068456	65789316	-	#00FF00
chrX	66023305	66160010	chrX	57888221	58028408	+	#00FF00
chrX	66197499	75043298	chrX	48669399	57888221	-	#00FF00
chrX	75047399	75181348	chrX	48529504	48669022	+	#00FF00
chrX	75368918	75504108	chrX	48320912	48452507	+	#00FF00
chrX	75504866	79413997	chrX	44253915	48200968	-	#00FF00
chrX	79514043	83624885	chrX	40032362	44252704	-	#00FF00
chrX	83624885	111768114	chrX	11816843	39865722	-	#00FF00
chrX	111679158	123546035	chrX	0	11816843	-	#00FF00
